"Value" "Parm_StDev" "type" "Yr"
"Early_InitAge_10" 6.47811e-05 0.200006 "Early_InitAge" 1969
"Early_InitAge_9" 0.00014558 0.200015 "Early_InitAge" 1970
"Early_InitAge_8" 0.000471254 0.200047 "Early_InitAge" 1971
"Early_InitAge_7" 0.00151641 0.200148 "Early_InitAge" 1972
"Early_InitAge_6" 0.00480952 0.200443 "Early_InitAge" 1973
"Early_InitAge_5" 0.0147358 0.201139 "Early_InitAge" 1974
"Early_InitAge_4" 0.0410701 0.201809 "Early_InitAge" 1975
"Early_InitAge_3" 0.082819 0.199124 "Early_InitAge" 1976
"Early_InitAge_2" 0.0516194 0.177556 "Early_InitAge" 1977
"Early_InitAge_1" 0.0184169 0.157574 "Early_InitAge" 1978
"Main_RecrDev_1979" 0.202749 0.146316 "Main_RecrDev" 1979
"Main_RecrDev_1980" 0.217792 0.139495 "Main_RecrDev" 1980
"Main_RecrDev_1981" 0.0802644 0.134342 "Main_RecrDev" 1981
"Main_RecrDev_1982" -0.143642 0.152507 "Main_RecrDev" 1982
"Main_RecrDev_1983" 0.0386831 0.14502 "Main_RecrDev" 1983
"Main_RecrDev_1984" -0.246644 0.14954 "Main_RecrDev" 1984
"Main_RecrDev_1985" -0.142562 0.142292 "Main_RecrDev" 1985
"Main_RecrDev_1986" -0.347824 0.14656 "Main_RecrDev" 1986
"Main_RecrDev_1987" 0.00713034 0.156056 "Main_RecrDev" 1987
"Main_RecrDev_1988" 0.270611 0.153812 "Main_RecrDev" 1988
"Main_RecrDev_1989" 0.00541508 0.160289 "Main_RecrDev" 1989
"Main_RecrDev_1990" -0.0270642 0.164223 "Main_RecrDev" 1990
"Main_RecrDev_1991" -0.0539798 0.167983 "Main_RecrDev" 1991
"Main_RecrDev_1992" 0.0779052 0.168124 "Main_RecrDev" 1992
"Main_RecrDev_1993" 0.147284 0.166093 "Main_RecrDev" 1993
"Main_RecrDev_1994" 0.127611 0.159762 "Main_RecrDev" 1994
"Main_RecrDev_1995" -0.0748189 0.160988 "Main_RecrDev" 1995
"Main_RecrDev_1996" 0.275646 0.138683 "Main_RecrDev" 1996
"Main_RecrDev_1997" 0.714554 0.104438 "Main_RecrDev" 1997
"Main_RecrDev_1998" 0.349214 0.106441 "Main_RecrDev" 1998
"Main_RecrDev_1999" 0.419599 0.0985115 "Main_RecrDev" 1999
"Main_RecrDev_2000" -0.0214569 0.106877 "Main_RecrDev" 2000
"Main_RecrDev_2001" -0.0729452 0.111023 "Main_RecrDev" 2001
"Main_RecrDev_2002" 0.156813 0.111685 "Main_RecrDev" 2002
"Main_RecrDev_2003" 0.119907 0.139379 "Main_RecrDev" 2003
"Main_RecrDev_2004" 0.233229 0.135863 "Main_RecrDev" 2004
"Main_RecrDev_2005" 0.0313671 0.133196 "Main_RecrDev" 2005
"Main_RecrDev_2006" -0.0213126 0.121847 "Main_RecrDev" 2006
"Main_RecrDev_2007" -0.0916556 0.127493 "Main_RecrDev" 2007
"Main_RecrDev_2008" -0.122354 0.126414 "Main_RecrDev" 2008
"Main_RecrDev_2009" -0.315268 0.124716 "Main_RecrDev" 2009
"Main_RecrDev_2010" -0.388112 0.119214 "Main_RecrDev" 2010
"Main_RecrDev_2011" -0.420704 0.113616 "Main_RecrDev" 2011
"Main_RecrDev_2012" -0.313741 0.114456 "Main_RecrDev" 2012
"Main_RecrDev_2013" -0.178266 0.100706 "Main_RecrDev" 2013
"Main_RecrDev_2014" -0.236676 0.100471 "Main_RecrDev" 2014
"Main_RecrDev_2015" -0.228751 0.104232 "Main_RecrDev" 2015
"Main_RecrDev_2016" -0.230635 0.106626 "Main_RecrDev" 2016
"Main_RecrDev_2017" -0.12395 0.106897 "Main_RecrDev" 2017
"Main_RecrDev_2018" -0.254517 0.11094 "Main_RecrDev" 2018
"Main_RecrDev_2019" -0.142209 0.116116 "Main_RecrDev" 2019
"Main_RecrDev_2020" 0.388756 0.117432 "Main_RecrDev" 2020
"Main_RecrDev_2021" 0.334555 0.139904 "Main_RecrDev" 2021
"Late_RecrDev_2022" 0.064828 0.188563 "Late_RecrDev" 2022
"ForeRecr_2023" 0 0.2 "ForeRecr" 2023
