"Label" "Value" "StdDev" "(Val-1.0)/Stddev" "CumNorm"
"SSB_Virgin" "SSB_Virgin" 11712.4 643.689 NA NA
"SSB_Initial" "SSB_Initial" 11712.4 643.689 NA NA
"SSB_1952" "SSB_1952" 11957.6 1044.45 NA NA
"SSB_1953" "SSB_1953" 12067.3 1037.07 NA NA
"SSB_1954" "SSB_1954" 11019.1 1021.99 NA NA
"SSB_1955" "SSB_1955" 5380.11 1065.2 NA NA
"SSB_1956" "SSB_1956" 4462.37 910.491 NA NA
"SSB_1957" "SSB_1957" 4340.56 827.9 NA NA
"SSB_1958" "SSB_1958" 4342.16 799.341 NA NA
"SSB_1959" "SSB_1959" 3404.85 737.928 NA NA
"SSB_1960" "SSB_1960" 3205.34 703.573 NA NA
"SSB_1961" "SSB_1961" 3097.48 677.243 NA NA
"SSB_1962" "SSB_1962" 2161.49 594.271 NA NA
"SSB_1963" "SSB_1963" 1845.87 518.457 NA NA
"SSB_1964" "SSB_1964" 1503.56 455.307 NA NA
"SSB_1965" "SSB_1965" 1909.4 504.33 NA NA
"SSB_1966" "SSB_1966" 1933.32 534.259 NA NA
"SSB_1967" "SSB_1967" 1621.17 540.78 NA NA
"SSB_1968" "SSB_1968" 2049.37 571.619 NA NA
"SSB_1969" "SSB_1969" 2566.73 621.023 NA NA
"SSB_1970" "SSB_1970" 2978.3 657.139 NA NA
"SSB_1971" "SSB_1971" 2237.77 569.401 NA NA
"SSB_1972" "SSB_1972" 1595.36 439.341 NA NA
"SSB_1973" "SSB_1973" 1433.6 366.03 NA NA
"SSB_1974" "SSB_1974" 1365.14 351.621 NA NA
"SSB_1975" "SSB_1975" 1449.12 362.213 NA NA
"SSB_1976" "SSB_1976" 1634.08 366.157 NA NA
"SSB_1977" "SSB_1977" 1705.87 368.117 NA NA
"SSB_1978" "SSB_1978" 2164.18 380.221 NA NA
"SSB_1979" "SSB_1979" 1890.98 328.8 NA NA
"SSB_1980" "SSB_1980" 1785.31 316.796 NA NA
"SSB_1981" "SSB_1981" 2352.13 313.94 NA NA
