id,Year,B.Bmsy,F.Fmsy
01-mls-base-1979,1979,9.03088,0.09141
01-mls-base-1979,1980,8.55555,0.0701683
01-mls-base-1979,1981,8.01708,0.148834
01-mls-base-1979,1982,7.64538,0.188364
01-mls-base-1979,1983,6.58378,0.123491
01-mls-base-1979,1984,5.56637,0.166565
01-mls-base-1979,1985,4.76505,0.23774
01-mls-base-1979,1986,3.73925,0.233339
01-mls-base-1979,1987,2.95182,0.235019
01-mls-base-1979,1988,2.31984,0.203027
01-mls-base-1979,1989,2.63407,0.180956
01-mls-base-1979,1990,4.24333,0.153741
01-mls-base-1979,1991,4.51811,0.127498
01-mls-base-1979,1992,4.27886,0.101154
01-mls-base-1979,1993,4.12562,0.105393
01-mls-base-1979,1994,4.86439,0.152367
01-mls-base-1979,1995,5.62907,0.119009
01-mls-base-1979,1996,6.30411,0.0932359
01-mls-base-1979,1997,6.40966,0.0433687
01-mls-base-1979,1998,13.9222,0.0572422
01-mls-base-1979,1999,19.5019,0.0672568
01-mls-base-1979,2000,19.5889,0.0837616
01-mls-base-1979,2001,17.2766,0.104638
01-mls-base-1979,2002,13.7992,0.148335
01-mls-base-1979,2003,10.4471,0.288484
01-mls-base-1979,2004,7.64326,0.275091
01-mls-base-1979,2005,5.44318,0.201177
01-mls-base-1979,2006,4.37493,0.154703
01-mls-base-1979,2007,4.10062,0.14153
01-mls-base-1979,2008,4.22216,0.203046
01-mls-base-1979,2009,3.89167,0.200917
01-mls-base-1979,2010,3.43488,0.220211
01-mls-base-1979,2011,3.02303,0.261076
01-mls-base-1979,2012,2.71672,0.249758
01-mls-base-1979,2013,2.52081,0.139863
01-mls-base-1979,2014,2.61098,0.155709
01-mls-base-1979,2015,3.4342,0.155994
01-mls-base-1979,2016,3.70701,0.137579
01-mls-base-1979,2017,3.55701,0.144511
01-mls-base-1979,2018,3.29501,0.203292
01-mls-base-1979,2019,2.93341,0.21634
01-mls-base-1979,2020,2.5897,0.216681
01-mls-base-1979,2021,2.25479,0.266599
01-mls-base-1979,2022,2.10617,0.327116
01-mls-base-1979,2023,1.84799,0.327116
