id,factor,fleet,value
51-CAAL-oneFleet-09,4,1,0.1
51-CAAL-oneFleet-09,7,1,0.1
51-CAAL-oneFleet-09,4,2,0.0833333
51-CAAL-oneFleet-09,7,2,0.1
51-CAAL-oneFleet-09,4,3,0.1
51-CAAL-oneFleet-09,7,3,0.1
51-CAAL-oneFleet-09,4,4,0.1
51-CAAL-oneFleet-09,7,4,0.1
51-CAAL-oneFleet-09,4,5,0.1
51-CAAL-oneFleet-09,7,5,0.1
51-CAAL-oneFleet-09,4,6,0.0555556
51-CAAL-oneFleet-09,7,6,0.1
51-CAAL-oneFleet-09,4,7,0.1
51-CAAL-oneFleet-09,7,7,0.1
51-CAAL-oneFleet-09,4,8,0.1
51-CAAL-oneFleet-09,7,8,0.1
51-CAAL-oneFleet-09,4,9,0.1
51-CAAL-oneFleet-09,7,9,0.0833333
51-CAAL-oneFleet-09,4,10,0.1
51-CAAL-oneFleet-09,7,10,0.0434783
51-CAAL-oneFleet-09,4,11,0.0625
51-CAAL-oneFleet-09,7,11,0.1
51-CAAL-oneFleet-09,4,12,0.0294118
51-CAAL-oneFleet-09,7,12,0.1
51-CAAL-oneFleet-09,4,13,0.1
51-CAAL-oneFleet-09,7,13,0.1
51-CAAL-oneFleet-09,4,14,0.1
51-CAAL-oneFleet-09,7,14,0.1
51-CAAL-oneFleet-09,4,15,0.0666667
51-CAAL-oneFleet-09,7,15,0.0666667
51-CAAL-oneFleet-09,1,16,0.190777
51-CAAL-oneFleet-09,4,16,0.1
51-CAAL-oneFleet-09,7,16,0.1
