id,factor,fleet,value
47-CAAL-oneFleet-02,4,1,0.1
47-CAAL-oneFleet-02,7,1,0.1
47-CAAL-oneFleet-02,4,2,0.0833333
47-CAAL-oneFleet-02,7,2,0.1
47-CAAL-oneFleet-02,4,3,0.1
47-CAAL-oneFleet-02,7,3,0.1
47-CAAL-oneFleet-02,4,4,0.1
47-CAAL-oneFleet-02,7,4,0.1
47-CAAL-oneFleet-02,4,5,0.1
47-CAAL-oneFleet-02,7,5,0.1
47-CAAL-oneFleet-02,4,6,0.0555556
47-CAAL-oneFleet-02,7,6,0.1
47-CAAL-oneFleet-02,4,7,0.1
47-CAAL-oneFleet-02,7,7,0.1
47-CAAL-oneFleet-02,4,8,0.1
47-CAAL-oneFleet-02,7,8,0.1
47-CAAL-oneFleet-02,4,9,0.1
47-CAAL-oneFleet-02,7,9,0.0833333
47-CAAL-oneFleet-02,4,10,0.1
47-CAAL-oneFleet-02,7,10,0.0434783
47-CAAL-oneFleet-02,4,11,0.0625
47-CAAL-oneFleet-02,7,11,0.1
47-CAAL-oneFleet-02,4,12,0.0294118
47-CAAL-oneFleet-02,7,12,0.1
47-CAAL-oneFleet-02,4,13,0.1
47-CAAL-oneFleet-02,7,13,0.1
47-CAAL-oneFleet-02,4,14,0.1
47-CAAL-oneFleet-02,7,14,0.1
47-CAAL-oneFleet-02,4,15,0.0666667
47-CAAL-oneFleet-02,7,15,0.0666667
47-CAAL-oneFleet-02,1,16,0.190777
47-CAAL-oneFleet-02,4,16,0.1
47-CAAL-oneFleet-02,7,16,0.1
