id,like_comp,fleet,phase,value,sizefreq_method
47-CAAL-oneFleet-02,1,2,1,1,1
47-CAAL-oneFleet-02,1,16,1,1,1
47-CAAL-oneFleet-02,4,2,1,1,1
47-CAAL-oneFleet-02,5,2,1,1,1
47-CAAL-oneFleet-02,7,2,1,1,1
47-CAAL-oneFleet-02,6,2,1,1,1
