"Value" "Parm_StDev" "type" "Yr"
"Early_InitAge_10" 0.00110817 0.200088 "Early_InitAge" 1942
"Early_InitAge_9" 0.000479262 0.200044 "Early_InitAge" 1943
"Early_InitAge_8" 0.000685365 0.20006 "Early_InitAge" 1944
"Early_InitAge_7" 0.000978358 0.20008 "Early_InitAge" 1945
"Early_InitAge_6" 0.00139257 0.200104 "Early_InitAge" 1946
"Early_InitAge_5" 0.00197422 0.200127 "Early_InitAge" 1947
"Early_InitAge_4" 0.00277904 0.200141 "Early_InitAge" 1948
"Early_InitAge_3" 0.00385658 0.200128 "Early_InitAge" 1949
"Early_InitAge_2" 0.00526664 0.200056 "Early_InitAge" 1950
"Early_InitAge_1" 0.00719451 0.199847 "Early_InitAge" 1951
"Main_RecrDev_1952" 0.0136802 0.197775 "Main_RecrDev" 1952
"Main_RecrDev_1953" 0.0156144 0.197339 "Main_RecrDev" 1953
"Main_RecrDev_1954" 0.0165063 0.19715 "Main_RecrDev" 1954
"Main_RecrDev_1955" 0.0167355 0.19706 "Main_RecrDev" 1955
"Main_RecrDev_1956" 0.0181695 0.196607 "Main_RecrDev" 1956
"Main_RecrDev_1957" 0.0195876 0.196169 "Main_RecrDev" 1957
"Main_RecrDev_1958" 0.0206073 0.195822 "Main_RecrDev" 1958
"Main_RecrDev_1959" 0.020936 0.195548 "Main_RecrDev" 1959
"Main_RecrDev_1960" 0.0208485 0.195541 "Main_RecrDev" 1960
"Main_RecrDev_1961" 0.0204722 0.195689 "Main_RecrDev" 1961
"Main_RecrDev_1962" 0.0159597 0.197123 "Main_RecrDev" 1962
"Main_RecrDev_1963" 0.0118694 0.197702 "Main_RecrDev" 1963
"Main_RecrDev_1964" 0.0102279 0.197845 "Main_RecrDev" 1964
"Main_RecrDev_1965" 0.00985614 0.197977 "Main_RecrDev" 1965
"Main_RecrDev_1966" 0.00865418 0.198207 "Main_RecrDev" 1966
"Main_RecrDev_1967" 0.00762831 0.198364 "Main_RecrDev" 1967
"Main_RecrDev_1968" 0.00826331 0.198191 "Main_RecrDev" 1968
"Main_RecrDev_1969" 0.00836816 0.198001 "Main_RecrDev" 1969
"Main_RecrDev_1970" 0.00874935 0.198063 "Main_RecrDev" 1970
"Main_RecrDev_1971" 0.00872271 0.198191 "Main_RecrDev" 1971
"Main_RecrDev_1972" 0.00544007 0.198322 "Main_RecrDev" 1972
"Main_RecrDev_1973" 0.00460053 0.19835 "Main_RecrDev" 1973
"Main_RecrDev_1974" 0.00983265 0.19861 "Main_RecrDev" 1974
"Main_RecrDev_1975" 0.00676359 0.198396 "Main_RecrDev" 1975
"Main_RecrDev_1976" -0.011368 0.195747 "Main_RecrDev" 1976
"Main_RecrDev_1977" 0.00313933 0.193514 "Main_RecrDev" 1977
"Main_RecrDev_1978" 0.0931908 0.159824 "Main_RecrDev" 1978
"Main_RecrDev_1979" 0.0361557 0.157674 "Main_RecrDev" 1979
"Main_RecrDev_1980" 0.236623 0.135411 "Main_RecrDev" 1980
"Main_RecrDev_1981" -0.223523 0.150536 "Main_RecrDev" 1981
"Main_RecrDev_1982" -0.0764925 0.13967 "Main_RecrDev" 1982
"Main_RecrDev_1983" -0.222141 0.148605 "Main_RecrDev" 1983
"Main_RecrDev_1984" -0.203547 0.142924 "Main_RecrDev" 1984
"Main_RecrDev_1985" -0.378201 0.155589 "Main_RecrDev" 1985
"Main_RecrDev_1986" -0.128482 0.169483 "Main_RecrDev" 1986
"Main_RecrDev_1987" 0.21184 0.153124 "Main_RecrDev" 1987
"Main_RecrDev_1988" 0.0289915 0.167556 "Main_RecrDev" 1988
"Main_RecrDev_1989" -0.0974865 0.171435 "Main_RecrDev" 1989
"Main_RecrDev_1990" -0.105167 0.181016 "Main_RecrDev" 1990
"Main_RecrDev_1991" -0.00263653 0.185585 "Main_RecrDev" 1991
"Main_RecrDev_1992" 0.144202 0.186405 "Main_RecrDev" 1992
"Main_RecrDev_1993" 0.152532 0.187213 "Main_RecrDev" 1993
"Main_RecrDev_1994" 0.126625 0.190711 "Main_RecrDev" 1994
"Main_RecrDev_1995" 0.17191 0.196965 "Main_RecrDev" 1995
"Main_RecrDev_1996" 0.234112 0.191862 "Main_RecrDev" 1996
"Main_RecrDev_1997" 0.135446 0.185889 "Main_RecrDev" 1997
"Main_RecrDev_1998" 0.0649768 0.178849 "Main_RecrDev" 1998
"Main_RecrDev_1999" 0.0521183 0.184111 "Main_RecrDev" 1999
"Main_RecrDev_2000" 0.120779 0.193645 "Main_RecrDev" 2000
"Main_RecrDev_2001" 0.242746 0.19204 "Main_RecrDev" 2001
"Main_RecrDev_2002" 0.171892 0.188188 "Main_RecrDev" 2002
"Main_RecrDev_2003" 0.00621934 0.177585 "Main_RecrDev" 2003
"Main_RecrDev_2004" -0.0780787 0.178034 "Main_RecrDev" 2004
"Main_RecrDev_2005" -0.0587096 0.179759 "Main_RecrDev" 2005
"Main_RecrDev_2006" -0.0445972 0.180114 "Main_RecrDev" 2006
"Main_RecrDev_2007" -0.0861787 0.179901 "Main_RecrDev" 2007
"Main_RecrDev_2008" -0.0716011 0.178783 "Main_RecrDev" 2008
"Main_RecrDev_2009" -0.0496804 0.181766 "Main_RecrDev" 2009
"Main_RecrDev_2010" -0.0579328 0.180536 "Main_RecrDev" 2010
"Main_RecrDev_2011" -0.0734343 0.180365 "Main_RecrDev" 2011
"Main_RecrDev_2012" -0.0568441 0.182868 "Main_RecrDev" 2012
"Main_RecrDev_2013" -0.0581008 0.183456 "Main_RecrDev" 2013
"Main_RecrDev_2014" -0.112142 0.177601 "Main_RecrDev" 2014
"Main_RecrDev_2015" -0.122032 0.179003 "Main_RecrDev" 2015
"Main_RecrDev_2016" -0.0803499 0.183303 "Main_RecrDev" 2016
"Main_RecrDev_2017" -0.0576167 0.183139 "Main_RecrDev" 2017
"Main_RecrDev_2018" -0.0378192 0.183417 "Main_RecrDev" 2018
"Main_RecrDev_2019" -0.0123751 0.185122 "Main_RecrDev" 2019
"Main_RecrDev_2020" -0.0267135 0.190221 "Main_RecrDev" 2020
"Main_RecrDev_2021" -0.00834062 0.197202 "Main_RecrDev" 2021
"Late_RecrDev_2022" -0.000523719 0.199956 "Late_RecrDev" 2022
"ForeRecr_2023" 0 0.2 "ForeRecr" 2023
