id,Year,B.Bmsy,F.Fmsy
22-1979-estInitF-v2,1979,1.02478,0.791916
22-1979-estInitF-v2,1980,1.17171,0.496011
22-1979-estInitF-v2,1981,1.50229,0.916266
22-1979-estInitF-v2,1982,1.47827,1.00076
22-1979-estInitF-v2,1983,1.32888,0.613749
22-1979-estInitF-v2,1984,1.41314,0.652552
22-1979-estInitF-v2,1985,1.48034,0.640832
22-1979-estInitF-v2,1986,1.41838,0.583582
22-1979-estInitF-v2,1987,1.41726,0.584682
22-1979-estInitF-v2,1988,1.35935,0.765437
22-1979-estInitF-v2,1989,1.32213,0.950338
22-1979-estInitF-v2,1990,1.34288,0.623692
22-1979-estInitF-v2,1991,1.47818,0.50187
22-1979-estInitF-v2,1992,1.61032,0.441397
22-1979-estInitF-v2,1993,1.74957,0.545758
22-1979-estInitF-v2,1994,1.81836,0.840968
22-1979-estInitF-v2,1995,1.6996,0.695007
22-1979-estInitF-v2,1996,1.73082,0.654393
22-1979-estInitF-v2,1997,1.69981,0.611241
22-1979-estInitF-v2,1998,1.87292,0.767488
22-1979-estInitF-v2,1999,2.26373,0.690595
22-1979-estInitF-v2,2000,2.42457,0.570255
22-1979-estInitF-v2,2001,2.58244,0.59839
22-1979-estInitF-v2,2002,2.41354,0.693648
22-1979-estInitF-v2,2003,2.08914,0.943621
22-1979-estInitF-v2,2004,1.77439,0.809686
22-1979-estInitF-v2,2005,1.69118,0.582903
22-1979-estInitF-v2,2006,1.8616,0.52199
22-1979-estInitF-v2,2007,1.96211,0.469934
22-1979-estInitF-v2,2008,2.00024,0.594252
22-1979-estInitF-v2,2009,1.86949,0.626328
22-1979-estInitF-v2,2010,1.73241,0.685921
22-1979-estInitF-v2,2011,1.51667,0.904815
22-1979-estInitF-v2,2012,1.21182,1.01712
22-1979-estInitF-v2,2013,0.963967,0.762899
22-1979-estInitF-v2,2014,0.947453,1.02749
22-1979-estInitF-v2,2015,0.878539,0.984055
22-1979-estInitF-v2,2016,0.838703,0.744625
22-1979-estInitF-v2,2017,0.906949,0.66699
22-1979-estInitF-v2,2018,0.991991,0.713493
22-1979-estInitF-v2,2019,1.06163,0.646002
22-1979-estInitF-v2,2020,1.10075,0.578494
22-1979-estInitF-v2,2021,1.19504,0.480207
22-1979-estInitF-v2,2022,1.61942,0.332585
22-1979-estInitF-v2,2023,2.14402,0.332585
