"Label" "Value" "StdDev" "(Val-1.0)/Stddev" "CumNorm"
"SSB_Virgin" "SSB_Virgin" 12279.7 190.258 NA NA
"SSB_Initial" "SSB_Initial" 2645.84 420.161 NA NA
"SSB_1979" "SSB_1979" 2804.75 458.322 NA NA
"SSB_1980" "SSB_1980" 3206.89 505.883 NA NA
"SSB_1981" "SSB_1981" 4111.68 541.158 NA NA
"SSB_1982" "SSB_1982" 4045.92 554.904 NA NA
"SSB_1983" "SSB_1983" 3637.05 561.597 NA NA
"SSB_1984" "SSB_1984" 3867.67 559.284 NA NA
"SSB_1985" "SSB_1985" 4051.61 550.523 NA NA
"SSB_1986" "SSB_1986" 3882.01 541.595 NA NA
"SSB_1987" "SSB_1987" 3878.95 530.152 NA NA
"SSB_1988" "SSB_1988" 3720.44 526.415 NA NA
"SSB_1989" "SSB_1989" 3618.57 545.055 NA NA
"SSB_1990" "SSB_1990" 3675.38 596.909 NA NA
"SSB_1991" "SSB_1991" 4045.69 642.061 NA NA
"SSB_1992" "SSB_1992" 4407.34 645.165 NA NA
"SSB_1993" "SSB_1993" 4788.47 635.283 NA NA
"SSB_1994" "SSB_1994" 4976.74 639.222 NA NA
"SSB_1995" "SSB_1995" 4651.68 624.285 NA NA
"SSB_1996" "SSB_1996" 4737.14 610.774 NA NA
"SSB_1997" "SSB_1997" 4652.26 574.757 NA NA
"SSB_1998" "SSB_1998" 5126.07 590.427 NA NA
"SSB_1999" "SSB_1999" 6195.68 664.608 NA NA
"SSB_2000" "SSB_2000" 6635.89 723.017 NA NA
"SSB_2001" "SSB_2001" 7067.96 721.303 NA NA
"SSB_2002" "SSB_2002" 6605.69 667.476 NA NA
"SSB_2003" "SSB_2003" 5717.84 600.959 NA NA
"SSB_2004" "SSB_2004" 4856.4 586.449 NA NA
"SSB_2005" "SSB_2005" 4628.64 579.325 NA NA
"SSB_2006" "SSB_2006" 5095.08 601.947 NA NA
"SSB_2007" "SSB_2007" 5370.17 610.045 NA NA
