"Value" "Parm_StDev" "type" "Yr"
"Early_InitAge_10" -0.0142245 0.199056 "Early_InitAge" 1942
"Early_InitAge_9" -0.00531495 0.19955 "Early_InitAge" 1943
"Early_InitAge_8" -0.00539086 0.199587 "Early_InitAge" 1944
"Early_InitAge_7" -0.0028315 0.199854 "Early_InitAge" 1945
"Early_InitAge_6" 0.00571247 0.200533 "Early_InitAge" 1946
"Early_InitAge_5" 0.0243572 0.20168 "Early_InitAge" 1947
"Early_InitAge_4" 0.0486664 0.202657 "Early_InitAge" 1948
"Early_InitAge_3" 0.0543214 0.202417 "Early_InitAge" 1949
"Early_InitAge_2" 0.0538176 0.202084 "Early_InitAge" 1950
"Early_InitAge_1" 0.0680984 0.202609 "Early_InitAge" 1951
"Main_RecrDev_1952" 0.0911945 0.199942 "Main_RecrDev" 1952
"Main_RecrDev_1953" 0.0718768 0.197395 "Main_RecrDev" 1953
"Main_RecrDev_1954" 0.0437177 0.195433 "Main_RecrDev" 1954
"Main_RecrDev_1955" 0.0342775 0.194688 "Main_RecrDev" 1955
"Main_RecrDev_1956" 0.0475563 0.195868 "Main_RecrDev" 1956
"Main_RecrDev_1957" 0.0736321 0.197636 "Main_RecrDev" 1957
"Main_RecrDev_1958" 0.09008 0.196882 "Main_RecrDev" 1958
"Main_RecrDev_1959" 0.0777842 0.197617 "Main_RecrDev" 1959
"Main_RecrDev_1960" 0.0922047 0.196161 "Main_RecrDev" 1960
"Main_RecrDev_1961" 0.0624176 0.194271 "Main_RecrDev" 1961
"Main_RecrDev_1962" 0.0233371 0.194068 "Main_RecrDev" 1962
"Main_RecrDev_1963" 0.0243276 0.19387 "Main_RecrDev" 1963
"Main_RecrDev_1964" 0.0193374 0.194231 "Main_RecrDev" 1964
"Main_RecrDev_1965" 0.00107597 0.193377 "Main_RecrDev" 1965
"Main_RecrDev_1966" -0.0127012 0.193083 "Main_RecrDev" 1966
"Main_RecrDev_1967" -0.00178918 0.19352 "Main_RecrDev" 1967
"Main_RecrDev_1968" 0.0186656 0.19234 "Main_RecrDev" 1968
"Main_RecrDev_1969" -0.00198564 0.18834 "Main_RecrDev" 1969
"Main_RecrDev_1970" -0.0382075 0.184921 "Main_RecrDev" 1970
"Main_RecrDev_1971" -0.0201856 0.185101 "Main_RecrDev" 1971
"Main_RecrDev_1972" -0.00414594 0.186963 "Main_RecrDev" 1972
"Main_RecrDev_1973" 0.0169565 0.184653 "Main_RecrDev" 1973
"Main_RecrDev_1974" -0.0659598 0.183228 "Main_RecrDev" 1974
"Main_RecrDev_1975" -0.086718 0.180681 "Main_RecrDev" 1975
"Main_RecrDev_1976" -0.0236642 0.176899 "Main_RecrDev" 1976
"Main_RecrDev_1977" 0.00654224 0.1764 "Main_RecrDev" 1977
"Main_RecrDev_1978" 0.147045 0.151158 "Main_RecrDev" 1978
"Main_RecrDev_1979" 0.119449 0.152211 "Main_RecrDev" 1979
"Main_RecrDev_1980" 0.178124 0.135798 "Main_RecrDev" 1980
"Main_RecrDev_1981" -0.219677 0.149137 "Main_RecrDev" 1981
"Main_RecrDev_1982" -0.0403517 0.13749 "Main_RecrDev" 1982
"Main_RecrDev_1983" -0.192073 0.145175 "Main_RecrDev" 1983
"Main_RecrDev_1984" -0.215427 0.141693 "Main_RecrDev" 1984
"Main_RecrDev_1985" -0.455602 0.149965 "Main_RecrDev" 1985
"Main_RecrDev_1986" -0.136698 0.173013 "Main_RecrDev" 1986
"Main_RecrDev_1987" 0.358369 0.145679 "Main_RecrDev" 1987
"Main_RecrDev_1988" 0.017082 0.167646 "Main_RecrDev" 1988
"Main_RecrDev_1989" -0.120314 0.165174 "Main_RecrDev" 1989
"Main_RecrDev_1990" -0.117275 0.174423 "Main_RecrDev" 1990
"Main_RecrDev_1991" 0.0509416 0.18043 "Main_RecrDev" 1991
"Main_RecrDev_1992" 0.227983 0.179853 "Main_RecrDev" 1992
"Main_RecrDev_1993" 0.193468 0.178294 "Main_RecrDev" 1993
"Main_RecrDev_1994" 0.0316192 0.168307 "Main_RecrDev" 1994
"Main_RecrDev_1995" 0.00204225 0.165685 "Main_RecrDev" 1995
"Main_RecrDev_1996" 0.705891 0.0998678 "Main_RecrDev" 1996
"Main_RecrDev_1997" 0.12362 0.127273 "Main_RecrDev" 1997
"Main_RecrDev_1998" 0.437884 0.09859 "Main_RecrDev" 1998
"Main_RecrDev_1999" 0.278625 0.102483 "Main_RecrDev" 1999
