"Value" "Parm_StDev" "type" "Yr"
"Main_RecrDev_2000" -0.382245 0.13036 "Main_RecrDev" 2000
"Main_RecrDev_2001" 0.328297 0.0991092 "Main_RecrDev" 2001
"Main_RecrDev_2002" -0.144852 0.142657 "Main_RecrDev" 2002
"Main_RecrDev_2003" -0.00453443 0.145528 "Main_RecrDev" 2003
"Main_RecrDev_2004" 0.0259451 0.149542 "Main_RecrDev" 2004
"Main_RecrDev_2005" -0.13651 0.157039 "Main_RecrDev" 2005
"Main_RecrDev_2006" 0.0729703 0.157422 "Main_RecrDev" 2006
"Main_RecrDev_2007" 0.0184973 0.158164 "Main_RecrDev" 2007
"Main_RecrDev_2008" -0.0837302 0.153067 "Main_RecrDev" 2008
"Main_RecrDev_2009" -0.17275 0.153683 "Main_RecrDev" 2009
"Main_RecrDev_2010" -0.217781 0.140314 "Main_RecrDev" 2010
"Main_RecrDev_2011" -0.246324 0.137662 "Main_RecrDev" 2011
"Main_RecrDev_2012" -0.253577 0.129717 "Main_RecrDev" 2012
"Main_RecrDev_2013" -0.0120275 0.112866 "Main_RecrDev" 2013
"Main_RecrDev_2014" -0.267186 0.11344 "Main_RecrDev" 2014
"Main_RecrDev_2015" -0.158266 0.107731 "Main_RecrDev" 2015
"Main_RecrDev_2016" -0.10788 0.117292 "Main_RecrDev" 2016
"Main_RecrDev_2017" -0.151489 0.12308 "Main_RecrDev" 2017
"Main_RecrDev_2018" -0.37681 0.118379 "Main_RecrDev" 2018
"Main_RecrDev_2019" -0.0399029 0.123961 "Main_RecrDev" 2019
"Main_RecrDev_2020" 0.335315 0.151788 "Main_RecrDev" 2020
"Main_RecrDev_2021" 0.0604875 0.17976 "Main_RecrDev" 2021
"Late_RecrDev_2022" 0.0405068 0.199118 "Late_RecrDev" 2022
"ForeRecr_2023" 0 0.2 "ForeRecr" 2023
