id,Fleet,Time,Obs,Exp,sel_bio,sel_num,F,Like,Mult
18-CAAL-cUnc-cv40,1,1952.37,0.002,0.00199999,0.142752,0.00199999,5.52507e-05,3.6344e-08,1
18-CAAL-cUnc-cv40,1,1952.62,0.002,0.00199999,0.142705,0.00199999,5.51246e-05,3.61747e-08,1
18-CAAL-cUnc-cv40,1,1953.12,0.068,0.0679998,4.84246,0.0679998,0.00186397,3.56244e-08,1
18-CAAL-cUnc-cv40,1,1953.37,0.014,0.014,0.996682,0.014,0.000382973,3.58416e-08,1
18-CAAL-cUnc-cv40,1,1953.62,0.023,0.0229999,1.638,0.0229999,0.000627948,6.85962e-08,1
18-CAAL-cUnc-cv40,1,1953.87,0.024,0.0239975,1.69598,0.0239975,0.000672153,4.62043e-05,1
18-CAAL-cUnc-cv40,1,1954.12,0.175,0.174999,12.2145,0.174999,0.0050082,5.52388e-08,1
18-CAAL-cUnc-cv40,1,1954.37,0.328,0.327999,22.8979,0.327999,0.00937315,4.01063e-08,1
18-CAAL-cUnc-cv40,1,1954.62,0.257,0.256996,17.7662,0.256996,0.00755939,7.97503e-07,1
18-CAAL-cUnc-cv40,1,1954.87,0.34,0.340029,22.3165,0.340029,0.0114159,2.9491e-05,1
18-CAAL-cUnc-cv40,1,1955.12,0.216,0.215999,13.5136,0.215999,0.00783052,8.23634e-08,1
18-CAAL-cUnc-cv40,1,1955.37,0.228,0.227999,14.3306,0.227999,0.00807671,6.43946e-08,1
18-CAAL-cUnc-cv40,1,1955.62,0.184,0.183999,11.5401,0.183999,0.00655304,8.10108e-08,1
18-CAAL-cUnc-cv40,1,1955.87,0.412,0.412002,25.306,0.412002,0.015553,5.67858e-08,1
18-CAAL-cUnc-cv40,1,1956.12,0.14,0.139999,8.47717,0.139999,0.00538722,8.4452e-08,1
18-CAAL-cUnc-cv40,1,1956.37,0.201,0.200999,12.3012,0.200999,0.00753059,7.42645e-08,1
18-CAAL-cUnc-cv40,1,1956.62,0.112,0.111999,6.8891,0.111999,0.00417574,8.80827e-08,1
18-CAAL-cUnc-cv40,1,1956.87,0.255,0.255001,15.4762,0.255001,0.00997938,5.15898e-08,1
18-CAAL-cUnc-cv40,1,1957.12,0.125,0.124999,7.4956,0.124999,0.00497022,7.91085e-08,1
18-CAAL-cUnc-cv40,1,1957.37,0.098,0.0979996,5.94256,0.0979996,0.00377951,8.26675e-08,1
18-CAAL-cUnc-cv40,1,1957.62,0.234,0.233999,14.2832,0.233999,0.00888742,1.39343e-07,1
18-CAAL-cUnc-cv40,1,1957.87,0.645,0.645002,38.8858,0.645002,0.0254597,5.78233e-08,1
18-CAAL-cUnc-cv40,1,1958.12,0.27,0.269999,16.0633,0.269999,0.0108062,7.6596e-08,1
18-CAAL-cUnc-cv40,1,1958.37,0.241,0.240999,14.494,0.240999,0.00934439,7.47469e-08,1
18-CAAL-cUnc-cv40,1,1958.62,0.61,0.609997,36.7302,0.609997,0.0236229,8.06506e-08,1
18-CAAL-cUnc-cv40,1,1958.87,1.446,1.44605,84.5562,1.44605,0.0607296,4.87826e-06,1
18-CAAL-cUnc-cv40,1,1959.12,0.22,0.219999,12.5556,0.219999,0.00955454,9.40932e-08,1
18-CAAL-cUnc-cv40,1,1959.37,0.264,0.263999,15.2598,0.263999,0.0110251,1.1256e-07,1
18-CAAL-cUnc-cv40,1,1959.62,0.534,0.533998,30.831,0.533998,0.0223247,6.59577e-08,1
18-CAAL-cUnc-cv40,1,1959.87,0.9,0.899998,51.0665,0.899998,0.0393316,1.32097e-08,1
18-CAAL-cUnc-cv40,1,1960.12,0.211,0.210999,11.9196,0.210999,0.00917583,9.61924e-08,1
18-CAAL-cUnc-cv40,1,1960.37,0.495,0.494998,28.4409,0.494998,0.0207354,9.73584e-08,1
18-CAAL-cUnc-cv40,1,1960.62,0.654,0.653999,37.4822,0.653999,0.0278428,6.50243e-09,1
18-CAAL-cUnc-cv40,1,1960.87,0.978,0.977996,55.04,0.977996,0.0438291,7.2355e-08,1
18-CAAL-cUnc-cv40,1,1961.12,0.589,0.588997,33.0536,0.588997,0.0262321,9.39536e-08,1
18-CAAL-cUnc-cv40,1,1961.37,0.423,0.422998,24.162,0.422998,0.0181174,1.06477e-07,1
18-CAAL-cUnc-cv40,1,1961.62,7.602,7.60201,431.499,7.60201,0.340744,3.24004e-09,1
18-CAAL-cUnc-cv40,1,1961.87,0.933,0.933029,50.9891,0.933029,0.0467237,4.05152e-06,1
18-CAAL-cUnc-cv40,1,1962.12,1.645,1.64499,88.4959,1.64499,0.0837794,1.2951e-07,1
18-CAAL-cUnc-cv40,1,1962.37,0.47,0.469997,25.788,0.469997,0.0229357,1.33318e-07,1
18-CAAL-cUnc-cv40,1,1962.62,1.061,1.061,58.4705,1.061,0.0522922,3.7187e-08,1
18-CAAL-cUnc-cv40,1,1962.87,1.322,1.32204,71.1496,1.32204,0.0707707,3.04228e-06,1
18-CAAL-cUnc-cv40,1,1963.12,1.526,1.52599,81.3464,1.52599,0.0831505,1.41366e-07,1
18-CAAL-cUnc-cv40,1,1963.37,0.767,0.766996,41.6082,0.766996,0.0407299,1.30545e-07,1
18-CAAL-cUnc-cv40,1,1963.62,1.105,1.10499,60.303,1.10499,0.059135,1.28151e-07,1
18-CAAL-cUnc-cv40,1,1963.87,1.758,1.75815,93.6091,1.75815,0.102662,2.93785e-05,1
