Label,ALL,F01_LL.JP.1,F02_LL.JP.2,F03_LL.JP.3,F04_LL.JP.4,F05_LL.TW.4,F06_LL.AU.2,F07_LL.AU.3,F08_LL.NZ.3,F09.REC.AU.3,F10_REC.NZ.3,F11_LL.ALL.1,F12_LL.ALL.2,F13_LL.ALL.3,F14_LL.ALL.4,F16_LL.JP.2_early,S01_INDEX.1-4,id
Catch_lambda,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,56-CAAL-NZdblnorm-25
Catch_like,0.784351,0.000749463,0.000472581,0.00191012,0.00137783,0.00019948,0.000214519,0.000270822,0.000214545,0.000224748,0.00217461,8.53674e-05,0.000796096,0.000392894,0.000109078,0.775159,0,56-CAAL-NZdblnorm-25
Init_equ_lambda,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,56-CAAL-NZdblnorm-25
Init_equ_like,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56-CAAL-NZdblnorm-25
Surv_lambda,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56-CAAL-NZdblnorm-25
Surv_like,-28.2786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-28.2786,56-CAAL-NZdblnorm-25
Surv_N_use,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,56-CAAL-NZdblnorm-25
Surv_N_skip,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56-CAAL-NZdblnorm-25
Length_lambda,,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,56-CAAL-NZdblnorm-25
Length_like,109.259,0,0,14.0468,0,6.28401,0,0,0,0,20.8872,40.3463,0,0,27.6951,0,0,56-CAAL-NZdblnorm-25
Length_N_use,,0,0,23,0,17,0,0,0,0,20,48,0,0,41,0,0,56-CAAL-NZdblnorm-25
Length_N_skip,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56-CAAL-NZdblnorm-25
Age_lambda,,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,56-CAAL-NZdblnorm-25
Age_like,0.10959,0,0,0,0,0,0,0,0,0.0345957,0.0485631,0,0.0264308,0,0,0,0,56-CAAL-NZdblnorm-25
Age_N_use,,0,0,0,0,0,0,0,0,22,28,0,25,0,0,0,0,56-CAAL-NZdblnorm-25
Age_N_skip,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56-CAAL-NZdblnorm-25
SizeFreq_lambda:_1,,,1,1,,,1,1,,1,1,,,,,,1,56-CAAL-NZdblnorm-25
SizeFreq_like:_1,757.124,,85.547,32.9782,,,333.795,186.774,,54.9187,55.4686,,,,,,7.64205,56-CAAL-NZdblnorm-25
