"Value" "Parm_StDev" "type" "Yr"
"Early_InitAge_10" -0.0167387 0.198938 "Early_InitAge" 1942
"Early_InitAge_9" -0.00633555 0.199472 "Early_InitAge" 1943
"Early_InitAge_8" -0.00658513 0.199511 "Early_InitAge" 1944
"Early_InitAge_7" -0.00389058 0.199817 "Early_InitAge" 1945
"Early_InitAge_6" 0.00582799 0.200622 "Early_InitAge" 1946
"Early_InitAge_5" 0.0282875 0.202058 "Early_InitAge" 1947
"Early_InitAge_4" 0.0604913 0.203484 "Early_InitAge" 1948
"Early_InitAge_3" 0.0732774 0.203559 "Early_InitAge" 1949
"Early_InitAge_2" 0.0769219 0.203376 "Early_InitAge" 1950
"Early_InitAge_1" 0.0975137 0.203976 "Early_InitAge" 1951
"Main_RecrDev_1952" 0.132014 0.200341 "Main_RecrDev" 1952
"Main_RecrDev_1953" 0.108791 0.1972 "Main_RecrDev" 1953
"Main_RecrDev_1954" 0.0719484 0.19512 "Main_RecrDev" 1954
"Main_RecrDev_1955" 0.0581144 0.194317 "Main_RecrDev" 1955
"Main_RecrDev_1956" 0.0730207 0.19552 "Main_RecrDev" 1956
"Main_RecrDev_1957" 0.0995085 0.197422 "Main_RecrDev" 1957
"Main_RecrDev_1958" 0.116238 0.196226 "Main_RecrDev" 1958
"Main_RecrDev_1959" 0.102321 0.197226 "Main_RecrDev" 1959
"Main_RecrDev_1960" 0.11835 0.194928 "Main_RecrDev" 1960
"Main_RecrDev_1961" 0.0821212 0.192208 "Main_RecrDev" 1961
"Main_RecrDev_1962" 0.0258207 0.193064 "Main_RecrDev" 1962
"Main_RecrDev_1963" 0.0242622 0.192708 "Main_RecrDev" 1963
"Main_RecrDev_1964" 0.0185125 0.193222 "Main_RecrDev" 1964
"Main_RecrDev_1965" -0.00291224 0.192192 "Main_RecrDev" 1965
"Main_RecrDev_1966" -0.0192001 0.191972 "Main_RecrDev" 1966
"Main_RecrDev_1967" -0.00818826 0.192698 "Main_RecrDev" 1967
"Main_RecrDev_1968" 0.0127815 0.191343 "Main_RecrDev" 1968
"Main_RecrDev_1969" -0.0100395 0.187026 "Main_RecrDev" 1969
"Main_RecrDev_1970" -0.0510985 0.182744 "Main_RecrDev" 1970
"Main_RecrDev_1971" -0.0363311 0.183253 "Main_RecrDev" 1971
"Main_RecrDev_1972" -0.0183731 0.186295 "Main_RecrDev" 1972
"Main_RecrDev_1973" 0.01316 0.184064 "Main_RecrDev" 1973
"Main_RecrDev_1974" -0.0694043 0.182907 "Main_RecrDev" 1974
"Main_RecrDev_1975" -0.0933572 0.180256 "Main_RecrDev" 1975
"Main_RecrDev_1976" -0.0322842 0.176018 "Main_RecrDev" 1976
"Main_RecrDev_1977" -0.00957825 0.175626 "Main_RecrDev" 1977
"Main_RecrDev_1978" 0.141086 0.149236 "Main_RecrDev" 1978
