id,sex,age,m,len,len_sd,wt,mat,mat_fec,sr
56-CAAL-NZdblnorm-25,1,0,0.707867,76.8513,9.9314,3.33117,7.70799e-09,0,
56-CAAL-NZdblnorm-25,1,1,0.4718,130.093,10.3503,20.9865,0.000329237,0.0116805,
56-CAAL-NZdblnorm-25,1,2,0.4007,163.623,10.6141,47.2792,0.102592,6.42809,
56-CAAL-NZdblnorm-25,1,3,0.3766,184.739,10.7802,72.7773,0.600543,48.1583,
56-CAAL-NZdblnorm-25,1,4,0.3669,198.037,10.8848,93.2009,0.884138,84.925,
56-CAAL-NZdblnorm-25,1,5,0.3629,206.412,10.9507,108.013,0.961168,104.966,
56-CAAL-NZdblnorm-25,1,6,0.3612,211.686,10.9922,118.17,0.982507,116.708,
56-CAAL-NZdblnorm-25,1,7,0.3605,215.007,11.0184,124.911,0.989794,124.021,
56-CAAL-NZdblnorm-25,1,8,0.3602,217.099,11.0348,129.296,0.992821,128.652,
56-CAAL-NZdblnorm-25,1,9,0.36,218.416,11.0452,132.113,0.994274,131.591,
56-CAAL-NZdblnorm-25,1,10,0.36,219.69,11.0517,134.878,0.995417,134.453,
56-CAAL-NZdblnorm-25,1,0.25,0.64885,92.5505,10.0549,6.34752,1.79526e-07,0,
56-CAAL-NZdblnorm-25,1,1.25,0.454025,139.98,10.4281,27.1903,0.00224805,0.0116805,
56-CAAL-NZdblnorm-25,1,2.25,0.394675,169.849,10.6631,53.9847,0.205803,6.42809,
56-CAAL-NZdblnorm-25,1,3.25,0.374175,188.66,10.8111,78.4233,0.703935,48.1583,
56-CAAL-NZdblnorm-25,1,4.25,0.3659,200.506,10.9043,97.4051,0.914032,84.925,
56-CAAL-NZdblnorm-25,1,5.25,0.362475,207.967,10.963,110.939,0.969057,104.966,
56-CAAL-NZdblnorm-25,1,6.25,0.361025,212.665,10.9999,120.13,0.985036,116.708,
56-CAAL-NZdblnorm-25,1,7.25,0.360425,215.624,11.0232,126.192,0.990791,124.021,
56-CAAL-NZdblnorm-25,1,8.25,0.36015,217.487,11.0379,130.122,0.993282,128.652,
56-CAAL-NZdblnorm-25,1,9.25,0.36,218.661,11.0471,132.641,0.994511,131.591,
56-CAAL-NZdblnorm-25,1,10.25,0.36,219.795,11.0517,135.109,0.995503,134.453,
56-CAAL-NZdblnorm-25,1,0.5,0.589834,106.536,10.1649,10.3855,2.96627e-06,0,
56-CAAL-NZdblnorm-25,1,1.5,0.43625,148.787,10.4974,33.7489,0.0111332,0.0116805,
56-CAAL-NZdblnorm-25,1,2.5,0.38865,175.396,10.7067,60.5145,0.337136,6.42809,
56-CAAL-NZdblnorm-25,1,3.5,0.37175,192.153,10.8385,83.7136,0.783467,48.1583,
56-CAAL-NZdblnorm-25,1,4.5,0.3649,202.706,10.9216,101.264,0.935225,84.925,
56-CAAL-NZdblnorm-25,1,5.5,0.36205,209.352,10.9739,113.595,0.974871,104.966,
56-CAAL-NZdblnorm-25,1,6.5,0.36085,213.537,11.0068,121.895,0.987005,116.708,
56-CAAL-NZdblnorm-25,1,7.5,0.36035,216.173,11.0275,127.342,0.991603,124.021,
56-CAAL-NZdblnorm-25,1,8.5,0.3601,217.833,11.0406,130.861,0.993669,128.652,
56-CAAL-NZdblnorm-25,1,9.5,0.36,218.879,11.0488,133.113,0.994715,131.591,
56-CAAL-NZdblnorm-25,1,10.5,0.36,219.889,11.0517,135.315,0.995577,134.453,
56-CAAL-NZdblnorm-25,1,0.75,0.530817,118.994,10.263,15.3222,3.60353e-05,0,
56-CAAL-NZdblnorm-25,1,1.75,0.418475,156.633,10.5591,40.4938,0.0394574,0.0116805,
56-CAAL-NZdblnorm-25,1,2.75,0.382625,180.337,10.7456,66.7961,0.474993,6.42809,
56-CAAL-NZdblnorm-25,1,3.75,0.369325,195.265,10.863,88.6394,0.842049,48.1583,
56-CAAL-NZdblnorm-25,1,4.75,0.3639,204.666,10.937,104.794,0.95032,84.925,
56-CAAL-NZdblnorm-25,1,5.75,0.361625,210.586,10.9836,115.998,0.979215,104.966,
56-CAAL-NZdblnorm-25,1,6.75,0.360675,214.315,11.0129,123.483,0.988556,116.708,
56-CAAL-NZdblnorm-25,1,7.75,0.360275,216.663,11.0314,128.372,0.992269,124.021,
56-CAAL-NZdblnorm-25,1,8.75,0.36005,218.141,11.043,131.522,0.993996,128.652,
56-CAAL-NZdblnorm-25,1,9.75,0.36,219.073,11.0503,133.534,0.99489,131.591,
56-CAAL-NZdblnorm-25,1,10.75,0.36,219.973,11.0517,135.499,0.995643,134.453,
