id,Yr,SpawnBio,bias_adjusted,pred_recr
09-relax-growth-v2,1942,13087.2,129.699,128.212
09-relax-growth-v2,1943,13087.2,129.699,129.094
09-relax-growth-v2,1944,13087.2,129.699,128.853
09-relax-growth-v2,1945,13087.2,129.699,128.497
09-relax-growth-v2,1946,13087.2,129.699,128.183
09-relax-growth-v2,1947,13087.2,129.699,126.934
09-relax-growth-v2,1948,13087.2,129.699,126.921
09-relax-growth-v2,1949,13087.2,129.699,128.141
09-relax-growth-v2,1950,13087.2,129.699,130.085
09-relax-growth-v2,1951,13087.2,129.699,128.417
09-relax-growth-v2,1952,12940.3,129.607,121.643
09-relax-growth-v2,1953,12890,129.575,121.831
09-relax-growth-v2,1954,11584,128.656,118.617
09-relax-growth-v2,1955,4792.7,117.04,108.635
09-relax-growth-v2,1956,3791.6,112.467,106.914
09-relax-growth-v2,1957,3613.4,111.439,100.32
09-relax-growth-v2,1958,3651.87,111.667,106.622
09-relax-growth-v2,1959,2634.31,103.927,103.731
09-relax-growth-v2,1960,2475.37,102.293,95.8039
09-relax-growth-v2,1961,2321.49,100.556,110.463
09-relax-growth-v2,1962,1225.19,80.8067,67.1654
09-relax-growth-v2,1963,1074.04,76.3213,99.8213
09-relax-growth-v2,1964,431.515,45.7674,44.4838
09-relax-growth-v2,1965,1076.75,76.3729,82.2014
09-relax-growth-v2,1966,726.832,62.8209,59.7845
09-relax-growth-v2,1967,726.472,62.7897,66.5365
09-relax-growth-v2,1968,938.105,71.586,54.9538
09-relax-growth-v2,1969,1323.66,83.2538,86.0303
09-relax-growth-v2,1970,1595.43,89.2758,84.4613
09-relax-growth-v2,1971,1190.32,79.6709,91.0031
09-relax-growth-v2,1972,765.355,64.5062,57.7371
09-relax-growth-v2,1973,884.252,69.4664,76.6953
09-relax-growth-v2,1974,700.724,61.4579,50.635
09-relax-growth-v2,1975,837.846,67.5763,71.4438
09-relax-growth-v2,1976,754.176,63.9428,60.2135
09-relax-growth-v2,1977,958.42,72.1768,78.5812
09-relax-growth-v2,1978,1430.67,85.6277,66.808
09-relax-growth-v2,1979,1263.89,81.5331,76.1775
09-relax-growth-v2,1980,1029.21,74.5715,70.2485
09-relax-growth-v2,1981,1357.79,83.8644,103.175
09-relax-growth-v2,1982,842.659,67.666,54.724
09-relax-growth-v2,1983,768.704,64.4948,69.9496
09-relax-growth-v2,1984,827.598,67.0149,51.9217
09-relax-growth-v2,1985,850.791,67.9502,61.3806
09-relax-growth-v2,1986,665.397,59.5378,61.863
09-relax-growth-v2,1987,798.963,65.7599,53.805
09-relax-growth-v2,1988,923.556,70.7246,100.56
09-relax-growth-v2,1989,756.598,63.8638,65.3323
09-relax-growth-v2,1990,730.921,62.6704,59.0846
09-relax-growth-v2,1991,721.999,62.2377,56.4685
09-relax-growth-v2,1992,818.434,66.5111,65.9346
09-relax-growth-v2,1993,991.586,73.0795,94.775
09-relax-growth-v2,1994,1075.77,75.8402,81.702
09-relax-growth-v2,1995,946.831,71.4654,83.2157
09-relax-growth-v2,1996,1034.77,74.4844,71.7044
09-relax-growth-v2,1997,1205.92,79.637,132.854
09-relax-growth-v2,1998,1300.53,82.1268,96.6382
09-relax-growth-v2,1999,1446.01,85.5639,106.364
09-relax-growth-v2,2000,1274.46,81.4207,101.469
09-relax-growth-v2,2001,1405.44,84.606,66.3665
09-relax-growth-v2,2002,1588.19,88.4863,112.672
09-relax-growth-v2,2003,1296.59,81.9335,79.8102
09-relax-growth-v2,2004,1092.13,76.1792,71.6404
09-relax-growth-v2,2005,806.324,65.805,65.2366
09-relax-growth-v2,2006,753.197,63.4641,60.6629
09-relax-growth-v2,2007,801.374,65.5796,68.6651
09-relax-growth-v2,2008,861.289,68.0465,63.9361
09-relax-growth-v2,2009,804.117,65.6964,65.5194
09-relax-growth-v2,2010,815.852,66.1917,64.1134
09-relax-growth-v2,2011,800.34,65.5355,64.2684
09-relax-growth-v2,2012,681.953,60.0954,56.8006
09-relax-growth-v2,2013,586.121,55.045,56.2285
09-relax-growth-v2,2014,719.991,61.9314,60.7745
09-relax-growth-v2,2015,548.269,52.8625,50.0645
09-relax-growth-v2,2016,481.304,48.7025,45.795
09-relax-growth-v2,2017,517.441,50.9972,51.2535
09-relax-growth-v2,2018,539.37,52.3324,53.5046
09-relax-growth-v2,2019,549.978,52.9636,45.8306
09-relax-growth-v2,2020,544.152,52.6181,56.7795
09-relax-growth-v2,2021,501.936,50.0274,53.7066
09-relax-growth-v2,2022,538.048,52.7782,52.7782
09-relax-growth-v2,2023,642.551,58.6801,58.6801
