id,factor,fleet,value
45-CAAL-revASPM-15,4,1,0.1
45-CAAL-revASPM-15,7,1,0.1
45-CAAL-revASPM-15,4,2,0.0833333
45-CAAL-revASPM-15,7,2,0.1
45-CAAL-revASPM-15,4,3,0.1
45-CAAL-revASPM-15,7,3,0.1
45-CAAL-revASPM-15,4,4,0.1
45-CAAL-revASPM-15,7,4,0.1
45-CAAL-revASPM-15,4,5,0.1
45-CAAL-revASPM-15,7,5,0.1
45-CAAL-revASPM-15,4,6,0.0555556
45-CAAL-revASPM-15,7,6,0.1
45-CAAL-revASPM-15,4,7,0.1
45-CAAL-revASPM-15,7,7,0.1
45-CAAL-revASPM-15,4,8,0.1
45-CAAL-revASPM-15,7,8,0.1
45-CAAL-revASPM-15,4,9,0.1
45-CAAL-revASPM-15,7,9,0.0833333
45-CAAL-revASPM-15,4,10,0.1
45-CAAL-revASPM-15,7,10,0.0434783
45-CAAL-revASPM-15,4,11,0.0625
45-CAAL-revASPM-15,7,11,0.1
45-CAAL-revASPM-15,4,12,0.0294118
45-CAAL-revASPM-15,7,12,0.1
45-CAAL-revASPM-15,4,13,0.1
45-CAAL-revASPM-15,7,13,0.1
45-CAAL-revASPM-15,4,14,0.1
45-CAAL-revASPM-15,7,14,0.1
45-CAAL-revASPM-15,4,15,0.0666667
45-CAAL-revASPM-15,7,15,0.0666667
45-CAAL-revASPM-15,1,16,0.190777
45-CAAL-revASPM-15,4,16,0.1
45-CAAL-revASPM-15,7,16,0.1
