id,Count,Yr,Sex,Platoon,A1,A2,L_a_A1,L_a_A2,K,A_a_L0,Linf,CVmin,CVmax,natM_amin,natM_max,M_age0,M_nages,WtLen1,WtLen2,Mat1,Mat2,Fec1,Fec2
10-CAAL,1,1952,1,1,0,10,64.127,213.314,0.898198,-0.398048,213.333,0.2,0.05,0,0,0.707867,0.36,5.39942e-07,3.58378,181.205,-0.197458,1,1
