"Label" "Value" "StdDev" "(Val-1.0)/Stddev" "CumNorm"
"SSB_Virgin" "SSB_Virgin" 12860.5 0 NA NA
"SSB_Initial" "SSB_Initial" 12860.5 0 NA NA
"SSB_1952" "SSB_1952" 13049.3 0 NA NA
"SSB_1953" "SSB_1953" 13031.1 0 NA NA
"SSB_1954" "SSB_1954" 11885.3 0 NA NA
"SSB_1955" "SSB_1955" 5807.27 0 NA NA
"SSB_1956" "SSB_1956" 4811.73 0 NA NA
"SSB_1957" "SSB_1957" 4569.6 0 NA NA
"SSB_1958" "SSB_1958" 4516.86 0 NA NA
"SSB_1959" "SSB_1959" 3460.8 0 NA NA
"SSB_1960" "SSB_1960" 3224.04 0 NA NA
"SSB_1961" "SSB_1961" 3034.79 0 NA NA
"SSB_1962" "SSB_1962" 1899.08 0 NA NA
"SSB_1963" "SSB_1963" 1474.29 0 NA NA
"SSB_1964" "SSB_1964" 949.48 0 NA NA
"SSB_1965" "SSB_1965" 1299.85 0 NA NA
"SSB_1966" "SSB_1966" 1171.68 0 NA NA
"SSB_1967" "SSB_1967" 926.359 0 NA NA
"SSB_1968" "SSB_1968" 1352 0 NA NA
"SSB_1969" "SSB_1969" 1775.1 0 NA NA
"SSB_1970" "SSB_1970" 2322.03 0 NA NA
"SSB_1971" "SSB_1971" 1862.28 0 NA NA
"SSB_1972" "SSB_1972" 1303.51 0 NA NA
"SSB_1973" "SSB_1973" 1186.53 0 NA NA
"SSB_1974" "SSB_1974" 1073.38 0 NA NA
"SSB_1975" "SSB_1975" 1067.78 0 NA NA
"SSB_1976" "SSB_1976" 1172.74 0 NA NA
"SSB_1977" "SSB_1977" 1304.75 0 NA NA
"SSB_1978" "SSB_1978" 1762.39 0 NA NA
"SSB_1979" "SSB_1979" 1385.88 0 NA NA
"SSB_1980" "SSB_1980" 1254.01 0 NA NA
"SSB_1981" "SSB_1981" 1753.04 0 NA NA
"SSB_1982" "SSB_1982" 1211.33 0 NA NA
"SSB_1983" "SSB_1983" 1041.61 0 NA NA
"SSB_1984" "SSB_1984" 1114.5 0 NA NA
"SSB_1985" "SSB_1985" 1124.54 0 NA NA
"SSB_1986" "SSB_1986" 930.141 0 NA NA
"SSB_1987" "SSB_1987" 1040.63 0 NA NA
"SSB_1988" "SSB_1988" 942.29 0 NA NA
"SSB_1989" "SSB_1989" 838.05 0 NA NA
"SSB_1990" "SSB_1990" 783.258 0 NA NA
"SSB_1991" "SSB_1991" 774.017 0 NA NA
"SSB_1992" "SSB_1992" 863.187 0 NA NA
"SSB_1993" "SSB_1993" 1055.88 0 NA NA
"SSB_1994" "SSB_1994" 1142.82 0 NA NA
"SSB_1995" "SSB_1995" 1006.51 0 NA NA
"SSB_1996" "SSB_1996" 1090.03 0 NA NA
"SSB_1997" "SSB_1997" 1228.28 0 NA NA
"SSB_1998" "SSB_1998" 1282.81 0 NA NA
"SSB_1999" "SSB_1999" 1624.33 0 NA NA
"SSB_2000" "SSB_2000" 1330.81 0 NA NA
"SSB_2001" "SSB_2001" 1540.15 0 NA NA
"SSB_2002" "SSB_2002" 1829.45 0 NA NA
"SSB_2003" "SSB_2003" 1429.87 0 NA NA
"SSB_2004" "SSB_2004" 1262.35 0 NA NA
"SSB_2005" "SSB_2005" 892.061 0 NA NA
"SSB_2006" "SSB_2006" 858.094 0 NA NA
"SSB_2007" "SSB_2007" 949.774 0 NA NA
"SSB_2008" "SSB_2008" 984.482 0 NA NA
"SSB_2009" "SSB_2009" 974.707 0 NA NA
"SSB_2010" "SSB_2010" 1079.95 0 NA NA
"SSB_2011" "SSB_2011" 1034.07 0 NA NA
"SSB_2012" "SSB_2012" 838.115 0 NA NA
"SSB_2013" "SSB_2013" 671.746 0 NA NA
"SSB_2014" "SSB_2014" 798.024 0 NA NA
"SSB_2015" "SSB_2015" 600.005 0 NA NA
"SSB_2016" "SSB_2016" 537.871 0 NA NA
"SSB_2017" "SSB_2017" 562.33 0 NA NA
"SSB_2018" "SSB_2018" 604.253 0 NA NA
"SSB_2019" "SSB_2019" 612.606 0 NA NA
"SSB_2020" "SSB_2020" 559.132 0 NA NA
"SSB_2021" "SSB_2021" 486.831 0 NA NA
"SSB_2022" "SSB_2022" 522.585 0 NA NA
"SSB_2023" "SSB_2023" 707.095 0 NA NA
"Recr_Virgin" "Recr_Virgin" 120.05 0 NA NA
"Recr_Initial" "Recr_Initial" 120.05 0 NA NA
"Recr_1952" "Recr_1952" 124.412 0 NA NA
"Recr_1953" "Recr_1953" 125.559 0 NA NA
"Recr_1954" "Recr_1954" 123.053 0 NA NA
"Recr_1955" "Recr_1955" 111.971 0 NA NA
"Recr_1956" "Recr_1956" 107.342 0 NA NA
"Recr_1957" "Recr_1957" 106.847 0 NA NA
"Recr_1958" "Recr_1958" 107.714 0 NA NA
"Recr_1959" "Recr_1959" 105.322 0 NA NA
"Recr_1960" "Recr_1960" 103.257 0 NA NA
"Recr_1961" "Recr_1961" 101.869 0 NA NA
"Recr_1962" "Recr_1962" 88.5872 0 NA NA
"Recr_1963" "Recr_1963" 78.0558 0 NA NA
"Recr_1964" "Recr_1964" 67.0438 0 NA NA
"Recr_1965" "Recr_1965" 73.1601 0 NA NA
"Recr_1966" "Recr_1966" 72.3182 0 NA NA
"Recr_1967" "Recr_1967" 65.1688 0 NA NA
"Recr_1968" "Recr_1968" 73.2839 0 NA NA
"Recr_1969" "Recr_1969" 87.8222 0 NA NA
"Recr_1970" "Recr_1970" 90.0256 0 NA NA
"Recr_1971" "Recr_1971" 82.2229 0 NA NA
"Recr_1972" "Recr_1972" 74.7462 0 NA NA
"Recr_1973" "Recr_1973" 68.8507 0 NA NA
"Recr_1974" "Recr_1974" 65.3553 0 NA NA
"Recr_1975" "Recr_1975" 68.1911 0 NA NA
"Recr_1976" "Recr_1976" 62.9029 0 NA NA
"Recr_1977" "Recr_1977" 65.2646 0 NA NA
"Recr_1978" "Recr_1978" 75.7542 0 NA NA
"Recr_1979" "Recr_1979" 83.3971 0 NA NA
"Recr_1980" "Recr_1980" 75.3778 0 NA NA
"Recr_1981" "Recr_1981" 103.078 0 NA NA
"Recr_1982" "Recr_1982" 57.4653 0 NA NA
"Recr_1983" "Recr_1983" 71.2446 0 NA NA
"Recr_1984" "Recr_1984" 54.4385 0 NA NA
"Recr_1985" "Recr_1985" 65.2665 0 NA NA
"Recr_1986" "Recr_1986" 48.6739 0 NA NA
"Recr_1987" "Recr_1987" 58.9549 0 NA NA
"Recr_1988" "Recr_1988" 98.6221 0 NA NA
"Recr_1989" "Recr_1989" 65.599 0 NA NA
"Recr_1990" "Recr_1990" 57.6558 0 NA NA
"Recr_1991" "Recr_1991" 54.7034 0 NA NA
"Recr_1992" "Recr_1992" 65.6782 0 NA NA
"Recr_1993" "Recr_1993" 93.374 0 NA NA
"Recr_1994" "Recr_1994" 81.4409 0 NA NA
"Recr_1995" "Recr_1995" 81.1313 0 NA NA
"Recr_1996" "Recr_1996" 64.5083 0 NA NA
"Recr_1997" "Recr_1997" 143.686 0 NA NA
"Recr_1998" "Recr_1998" 86.7869 0 NA NA
"Recr_1999" "Recr_1999" 109.726 0 NA NA
"Recr_2000" "Recr_2000" 107.11 0 NA NA
"Recr_2001" "Recr_2001" 58.3692 0 NA NA
"Recr_2002" "Recr_2002" 118.327 0 NA NA
"Recr_2003" "Recr_2003" 74.8396 0 NA NA
"Recr_2004" "Recr_2004" 73.1482 0 NA NA
"Recr_2005" "Recr_2005" 67.92 0 NA NA
"Recr_2006" "Recr_2006" 58.3653 0 NA NA
"Recr_2007" "Recr_2007" 70.8157 0 NA NA
"Recr_2008" "Recr_2008" 69.1651 0 NA NA
"Recr_2009" "Recr_2009" 65.526 0 NA NA
"Recr_2010" "Recr_2010" 63.4059 0 NA NA
"Recr_2011" "Recr_2011" 61.2502 0 NA NA
"Recr_2012" "Recr_2012" 57.1023 0 NA NA
"Recr_2013" "Recr_2013" 52.3787 0 NA NA
"Recr_2014" "Recr_2014" 62.3511 0 NA NA
"Recr_2015" "Recr_2015" 48.8806 0 NA NA
"Recr_2016" "Recr_2016" 46.4546 0 NA NA
"Recr_2017" "Recr_2017" 50.6636 0 NA NA
"Recr_2018" "Recr_2018" 51.1944 0 NA NA
"Recr_2019" "Recr_2019" 43.1095 0 NA NA
"Recr_2020" "Recr_2020" 53.9088 0 NA NA
"Recr_2021" "Recr_2021" 56.4119 0 NA NA
"Recr_2022" "Recr_2022" 56.535 0 NA NA
"Recr_2023" "Recr_2023" 57.8811 0 NA NA
"SPRratio_1952" "SPRratio_1952" 0.0187222 0 NA NA
"SPRratio_1953" "SPRratio_1953" 0.381401 0 NA NA
"SPRratio_1954" "SPRratio_1954" 1.09539 0 NA NA
"SPRratio_1955" "SPRratio_1955" 0.930404 0 NA NA
"SPRratio_1956" "SPRratio_1956" 0.87369 0 NA NA
"SPRratio_1957" "SPRratio_1957" 0.837366 0 NA NA
"SPRratio_1958" "SPRratio_1958" 1.05414 0 NA NA
"SPRratio_1959" "SPRratio_1959" 0.993273 0 NA NA
"SPRratio_1960" "SPRratio_1960" 1.01782 0 NA NA
"SPRratio_1961" "SPRratio_1961" 1.1939 0 NA NA
"SPRratio_1962" "SPRratio_1962" 1.1972 0 NA NA
"SPRratio_1963" "SPRratio_1963" 1.24986 0 NA NA
"SPRratio_1964" "SPRratio_1964" 1.10424 0 NA NA
"SPRratio_1965" "SPRratio_1965" 1.17059 0 NA NA
"SPRratio_1966" "SPRratio_1966" 1.21866 0 NA NA
"SPRratio_1967" "SPRratio_1967" 1.0708 0 NA NA
"SPRratio_1968" "SPRratio_1968" 0.950692 0 NA NA
"SPRratio_1969" "SPRratio_1969" 0.876864 0 NA NA
"SPRratio_1970" "SPRratio_1970" 1.1449 0 NA NA
"SPRratio_1971" "SPRratio_1971" 1.19992 0 NA NA
"SPRratio_1972" "SPRratio_1972" 1.18753 0 NA NA
"SPRratio_1973" "SPRratio_1973" 1.19059 0 NA NA
