"Label" "Value" "StdDev" "(Val-1.0)/Stddev" "CumNorm"
"SSB_Virgin" "SSB_Virgin" 11159 141.385 NA NA
"SSB_Initial" "SSB_Initial" 11159 141.385 NA NA
"SSB_1952" "SSB_1952" 11546.9 878.911 NA NA
"SSB_1953" "SSB_1953" 11585.1 867.491 NA NA
"SSB_1954" "SSB_1954" 10618.2 907.26 NA NA
"SSB_1955" "SSB_1955" 5522.94 1076.64 NA NA
"SSB_1956" "SSB_1956" 4644.64 948.628 NA NA
"SSB_1957" "SSB_1957" 4441.9 882.657 NA NA
"SSB_1958" "SSB_1958" 4396 852.004 NA NA
"SSB_1959" "SSB_1959" 3490.01 798.583 NA NA
"SSB_1960" "SSB_1960" 3313.67 756.867 NA NA
"SSB_1961" "SSB_1961" 3190.7 730.607 NA NA
"SSB_1962" "SSB_1962" 2199.59 647.821 NA NA
"SSB_1963" "SSB_1963" 1878.32 573.953 NA NA
"SSB_1964" "SSB_1964" 1445.21 521.197 NA NA
"SSB_1965" "SSB_1965" 1861.15 577.269 NA NA
"SSB_1966" "SSB_1966" 1847.93 647.099 NA NA
"SSB_1967" "SSB_1967" 1612.24 653.005 NA NA
"SSB_1968" "SSB_1968" 2112.69 711.553 NA NA
"SSB_1969" "SSB_1969" 2621.13 791.835 NA NA
"SSB_1970" "SSB_1970" 3134.87 807.186 NA NA
"SSB_1971" "SSB_1971" 2484.4 692.659 NA NA
"SSB_1972" "SSB_1972" 1778.44 554.574 NA NA
"SSB_1973" "SSB_1973" 1555.27 478.903 NA NA
"SSB_1974" "SSB_1974" 1472.44 459.655 NA NA
"SSB_1975" "SSB_1975" 1551.18 491.287 NA NA
"SSB_1976" "SSB_1976" 1807.73 514.833 NA NA
"SSB_1977" "SSB_1977" 1937.02 528.389 NA NA
"SSB_1978" "SSB_1978" 2482.8 539.613 NA NA
"SSB_1979" "SSB_1979" 2273.69 465.265 NA NA
"SSB_1980" "SSB_1980" 2156.81 419.701 NA NA
"SSB_1981" "SSB_1981" 2758.99 414.055 NA NA
"SSB_1982" "SSB_1982" 2414.02 384.014 NA NA
"SSB_1983" "SSB_1983" 1920.65 355.387 NA NA
"SSB_1984" "SSB_1984" 2051.4 363.099 NA NA
"SSB_1985" "SSB_1985" 2087.43 360.432 NA NA
"SSB_1986" "SSB_1986" 1870.03 356.967 NA NA
"SSB_1987" "SSB_1987" 1855.63 346.145 NA NA
"SSB_1988" "SSB_1988" 1713.89 360.992 NA NA
"SSB_1989" "SSB_1989" 1672.87 398.941 NA NA
"SSB_1990" "SSB_1990" 1549.44 364.934 NA NA
"SSB_1991" "SSB_1991" 1660.58 408.303 NA NA
"SSB_1992" "SSB_1992" 1838.02 441.171 NA NA
"SSB_1993" "SSB_1993" 2136.02 478.265 NA NA
"SSB_1994" "SSB_1994" 2352.65 522.043 NA NA
"SSB_1995" "SSB_1995" 2030.88 491.501 NA NA
"SSB_1996" "SSB_1996" 2219.99 472.456 NA NA
"SSB_1997" "SSB_1997" 2329.44 470.408 NA NA
"SSB_1998" "SSB_1998" 2750.53 521.854 NA NA
"SSB_1999" "SSB_1999" 3200.71 554.536 NA NA
"SSB_2000" "SSB_2000" 3201.04 593.068 NA NA
"SSB_2001" "SSB_2001" 3413.97 594.376 NA NA
"SSB_2002" "SSB_2002" 3292.96 531.858 NA NA
"SSB_2003" "SSB_2003" 2761.7 443.862 NA NA
"SSB_2004" "SSB_2004" 2021.63 385.488 NA NA
"SSB_2005" "SSB_2005" 1671.86 364.535 NA NA
"SSB_2006" "SSB_2006" 1769.12 399.671 NA NA
"SSB_2007" "SSB_2007" 2069.57 436.78 NA NA
"SSB_2008" "SSB_2008" 2093.85 466.919 NA NA
"SSB_2009" "SSB_2009" 2100.33 463.583 NA NA
"SSB_2010" "SSB_2010" 2363.06 454.613 NA NA
"SSB_2011" "SSB_2011" 2223.33 419.218 NA NA
"SSB_2012" "SSB_2012" 1804.54 358.69 NA NA
"SSB_2013" "SSB_2013" 1412.49 320.009 NA NA
"SSB_2014" "SSB_2014" 1528.32 286.181 NA NA
"SSB_2015" "SSB_2015" 1313 266.522 NA NA
"SSB_2016" "SSB_2016" 1189.45 260.353 NA NA
"SSB_2017" "SSB_2017" 1257.42 276.723 NA NA
"SSB_2018" "SSB_2018" 1362.23 299.87 NA NA
"SSB_2019" "SSB_2019" 1399.84 310.055 NA NA
"SSB_2020" "SSB_2020" 1272.25 316.212 NA NA
"SSB_2021" "SSB_2021" 1219.23 345.598 NA NA
"SSB_2022" "SSB_2022" 1629.12 486.555 NA NA
"SSB_2023" "SSB_2023" 2246.53 706.021 NA NA
"Recr_Virgin" "Recr_Virgin" 120.073 1.52133 NA NA
"Recr_Initial" "Recr_Initial" 120.073 1.52133 NA NA
"Recr_1952" "Recr_1952" 133.854 27.3494 NA NA
"Recr_1953" "Recr_1953" 136.229 27.5007 NA NA
"Recr_1954" "Recr_1954" 132.113 26.177 NA NA
"Recr_1955" "Recr_1955" 120.288 23.6839 NA NA
"Recr_1956" "Recr_1956" 116.932 22.8595 NA NA
"Recr_1957" "Recr_1957" 118.925 23.1903 NA NA
"Recr_1958" "Recr_1958" 121.031 23.5773 NA NA
"Recr_1959" "Recr_1959" 118.319 22.8418 NA NA
"Recr_1960" "Recr_1960" 115.982 22.2486 NA NA
"Recr_1961" "Recr_1961" 116.893 22.0027 NA NA
"Recr_1962" "Recr_1962" 102.888 19.4763 NA NA
"Recr_1963" "Recr_1963" 93.4665 18.5504 NA NA
"Recr_1964" "Recr_1964" 86.5998 18.3559 NA NA
"Recr_1965" "Recr_1965" 92.108 18.2529 NA NA
"Recr_1966" "Recr_1966" 90.6468 18.5231 NA NA
"Recr_1967" "Recr_1967" 85.6441 18.5061 NA NA
"Recr_1968" "Recr_1968" 93.7371 18.3848 NA NA
"Recr_1969" "Recr_1969" 100.735 18.3965 NA NA
"Recr_1970" "Recr_1970" 100.431 17.5807 NA NA
"Recr_1971" "Recr_1971" 93.5237 16.5908 NA NA
"Recr_1972" "Recr_1972" 89.6425 16.0835 NA NA
"Recr_1973" "Recr_1973" 84.9165 16.1428 NA NA
"Recr_1974" "Recr_1974" 86.6658 15.8094 NA NA
"Recr_1975" "Recr_1975" 80.0523 14.6507 NA NA
"Recr_1976" "Recr_1976" 82.5928 14.6349 NA NA
"Recr_1977" "Recr_1977" 91.8885 15.0567 NA NA
"Recr_1978" "Recr_1978" 96.6458 15.3967 NA NA
"Recr_1979" "Recr_1979" 110.061 14.9147 NA NA
"Recr_1980" "Recr_1980" 113.511 14.4558 NA NA
"Recr_1981" "Recr_1981" 105.336 12.6579 NA NA
"Recr_1982" "Recr_1982" 78.075 11.5001 NA NA
"Recr_1983" "Recr_1983" 91.6432 12.1908 NA NA
"Recr_1984" "Recr_1984" 70.3545 9.94353 NA NA
"Recr_1985" "Recr_1985" 76.8679 10.1615 NA NA
"Recr_1986" "Recr_1986" 61.0721 9.26481 NA NA
"Recr_1987" "Recr_1987" 92.6533 14.9484 NA NA
"Recr_1988" "Recr_1988" 116.593 16.0206 NA NA
"Recr_1989" "Recr_1989" 83.4727 13.4849 NA NA
