id,sex,age,m,len,len_sd,wt,mat,mat_fec,sr
10-CAAL,1,0,0.707867,64.127,12.8254,1.91795,2.25619e-09,0,
10-CAAL,1,1,0.4718,152.561,16.9471,38.1532,0.0682549,4.62429,
10-CAAL,1,2,0.4007,188.58,14.1188,79.1356,0.670903,59.2516,
10-CAAL,1,3,0.3766,203.251,12.219,102.576,0.926522,97.2275,
10-CAAL,1,4,0.3669,209.227,11.3212,113.445,0.972309,111.227,
10-CAAL,1,5,0.3629,211.661,10.935,118.105,0.982689,116.655,
10-CAAL,1,6,0.3612,212.652,10.7742,120.044,0.985873,118.837,
10-CAAL,1,7,0.3605,213.056,10.7082,120.84,0.98702,119.722,
10-CAAL,1,8,0.3602,213.22,10.6812,121.165,0.987464,120.082,
10-CAAL,1,9,0.36,213.287,10.6702,121.298,0.987641,120.228,
10-CAAL,1,10,0.36,213.32,10.666,121.364,0.987724,120.301,
10-CAAL,1,0.25,0.64885,94.1359,15.9869,7.25511,4.8703e-06,0,
10-CAAL,1,1.25,0.454025,164.784,16.2798,49.7191,0.188497,4.62429,
10-CAAL,1,2.25,0.394675,193.559,13.5226,86.5967,0.777392,59.2516,
10-CAAL,1,3.25,0.374175,205.279,11.9224,106.174,0.945752,97.2275,
10-CAAL,1,4.25,0.3659,210.053,11.1915,115.011,0.976277,111.227,
10-CAAL,1,5.25,0.362475,211.997,10.8806,118.76,0.98383,116.655,
10-CAAL,1,6.25,0.361025,212.789,10.7519,120.313,0.986271,118.837,
10-CAAL,1,7.25,0.360425,213.111,10.699,120.95,0.987172,119.722,
10-CAAL,1,8.25,0.36015,213.243,10.6775,121.21,0.987524,120.082,
10-CAAL,1,9.25,0.36,213.296,10.6687,121.316,0.987665,120.228,
10-CAAL,1,10.25,0.36,213.323,10.6661,121.369,0.987728,120.301,
10-CAAL,1,0.5,0.589834,118.109,17.2113,15.8448,0.000743698,0,
10-CAAL,1,1.5,0.43625,174.548,15.5308,60.6102,0.354978,4.62429,
10-CAAL,1,2.5,0.38865,197.536,13.0106,92.915,0.84964,59.2516,
10-CAAL,1,3.5,0.37175,206.899,11.6795,109.115,0.958281,97.2275,
10-CAAL,1,4.5,0.3649,210.712,11.0869,116.273,0.979108,111.227,
10-CAAL,1,5.5,0.36205,212.266,10.8371,119.286,0.984696,116.655,
10-CAAL,1,6.5,0.36085,212.898,10.734,120.529,0.986583,118.837,
10-CAAL,1,7.5,0.36035,213.156,10.6917,121.038,0.987292,119.722,
10-CAAL,1,8.5,0.3601,213.261,10.6745,121.246,0.987572,120.082,
10-CAAL,1,9.5,0.36,213.304,10.6675,121.331,0.987685,120.228,
10-CAAL,1,10.5,0.36,213.325,10.6662,121.373,0.987732,120.301,
10-CAAL,1,0.75,0.530817,137.261,17.3591,26.5455,0.0129256,0,
10-CAAL,1,1.75,0.418475,182.349,14.7947,70.4673,0.526435,4.62429,
10-CAAL,1,2.75,0.382625,200.713,12.5787,98.1994,0.896544,59.2516,
10-CAAL,1,3.75,0.369325,208.193,11.4817,111.506,0.966622,97.2275,
10-CAAL,1,4.75,0.3639,211.239,11.0027,117.289,0.981167,111.227,
10-CAAL,1,5.75,0.361625,212.48,10.8022,119.707,0.98536,116.655,
10-CAAL,1,6.75,0.360675,212.986,10.7196,120.702,0.986827,118.837,
10-CAAL,1,7.75,0.360275,213.192,10.6859,121.109,0.987388,119.722,
10-CAAL,1,8.75,0.36005,213.275,10.6721,121.275,0.98761,120.082,
10-CAAL,1,9.75,0.36,213.31,10.6665,121.343,0.9877,120.228,
10-CAAL,1,10.75,0.36,213.326,10.6663,121.377,0.987735,120.301,
