Label,ALL,F01_LL.JP.1,F02_LL.JP.2,F03_LL.JP.3,F04_LL.JP.4,F05_LL.TW.4,F06_LL.AU.2,F07_LL.AU.3,F08_LL.NZ.3,F09.REC.AU.3,F10_REC.NZ.3,F11_LL.ALL.1,F12_LL.ALL.2,F13_LL.ALL.3,F14_LL.ALL.4,F16_LL.JP.2_early,S01_INDEX.1-4,id
Catch_lambda,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40-CAAL-revASPM-10
Catch_like,0.625505,0.000611183,0.000479895,0.00164384,0.00096467,0.000141421,0.000208539,0.000261912,0.000213456,0.000218697,0.00225922,7.95574e-05,0.00073045,0.000373539,8.14084e-05,0.617238,0,40-CAAL-revASPM-10
Init_equ_lambda,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40-CAAL-revASPM-10
Init_equ_like,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40-CAAL-revASPM-10
Surv_lambda,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40-CAAL-revASPM-10
Surv_like,-32.2372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32.2372,40-CAAL-revASPM-10
Surv_N_use,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,40-CAAL-revASPM-10
Surv_N_skip,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40-CAAL-revASPM-10
Length_lambda,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40-CAAL-revASPM-10
Length_like,21.7775,0,0,14.2037,0,6.29068,0,0,0,0,21.7775,37.5788,0,0,28.3436,0,0,40-CAAL-revASPM-10
Length_N_use,,0,0,23,0,17,0,0,0,0,20,48,0,0,41,0,0,40-CAAL-revASPM-10
Length_N_skip,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40-CAAL-revASPM-10
Age_lambda,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40-CAAL-revASPM-10
Age_like,0.0498106,0,0,0,0,0,0,0,0,0.0354373,0.0498106,0,0.0263566,0,0,0,0,40-CAAL-revASPM-10
Age_N_use,,0,0,0,0,0,0,0,0,22,28,0,25,0,0,0,0,40-CAAL-revASPM-10
Age_N_skip,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40-CAAL-revASPM-10
SizeFreq_lambda:_1,,,0,0,,,0,0,,0,1,,,,,,0,40-CAAL-revASPM-10
SizeFreq_like:_1,54.521,,92.8899,34.2611,,,396.052,205.543,,57.9273,54.521,,,,,,8.16074,40-CAAL-revASPM-10
