id,factor,fleet,value
31-CAAL-revASPM-01,4,1,0.1
31-CAAL-revASPM-01,7,1,0.1
31-CAAL-revASPM-01,4,2,0.0833333
31-CAAL-revASPM-01,7,2,0.1
31-CAAL-revASPM-01,4,3,0.1
31-CAAL-revASPM-01,7,3,0.1
31-CAAL-revASPM-01,4,4,0.1
31-CAAL-revASPM-01,7,4,0.1
31-CAAL-revASPM-01,4,5,0.1
31-CAAL-revASPM-01,7,5,0.1
31-CAAL-revASPM-01,4,6,0.0555556
31-CAAL-revASPM-01,7,6,0.1
31-CAAL-revASPM-01,4,7,0.1
31-CAAL-revASPM-01,7,7,0.1
31-CAAL-revASPM-01,4,8,0.1
31-CAAL-revASPM-01,7,8,0.1
31-CAAL-revASPM-01,4,9,0.1
31-CAAL-revASPM-01,7,9,0.0833333
31-CAAL-revASPM-01,4,10,0.1
31-CAAL-revASPM-01,7,10,0.0434783
31-CAAL-revASPM-01,4,11,0.0625
31-CAAL-revASPM-01,7,11,0.1
31-CAAL-revASPM-01,4,12,0.0294118
31-CAAL-revASPM-01,7,12,0.1
31-CAAL-revASPM-01,4,13,0.1
31-CAAL-revASPM-01,7,13,0.1
31-CAAL-revASPM-01,4,14,0.1
31-CAAL-revASPM-01,7,14,0.1
31-CAAL-revASPM-01,4,15,0.0666667
31-CAAL-revASPM-01,7,15,0.0666667
31-CAAL-revASPM-01,1,16,0.190777
31-CAAL-revASPM-01,4,16,0.1
31-CAAL-revASPM-01,7,16,0.1
