Label,ALL,F01_LL.JP.1,F02_LL.JP.2,F03_LL.JP.3,F04_LL.JP.4,F05_LL.TW.4,F06_LL.AU.2,F07_LL.AU.3,F08_LL.NZ.3,F09.REC.AU.3,F10_REC.NZ.3,F11_LL.ALL.1,F12_LL.ALL.2,F13_LL.ALL.3,F14_LL.ALL.4,F16_LL.JP.2_early,S01_INDEX.1-4,id
Catch_lambda,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31-CAAL-revASPM-01
Catch_like,3.97079e-11,2.03715e-13,3.02187e-14,5.43325e-14,4.3426e-14,2.36505e-14,2.89334e-14,2.89204e-14,2.25081e-14,1.39468e-14,4.59137e-14,2.19094e-14,4.07927e-14,2.37294e-14,1.9941e-14,3.9106e-11,0,31-CAAL-revASPM-01
Init_equ_lambda,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31-CAAL-revASPM-01
Init_equ_like,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31-CAAL-revASPM-01
Surv_lambda,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31-CAAL-revASPM-01
Surv_like,-31.5233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31.5233,31-CAAL-revASPM-01
Surv_N_use,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,31-CAAL-revASPM-01
Surv_N_skip,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31-CAAL-revASPM-01
Length_lambda,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31-CAAL-revASPM-01
Length_like,0,0,0,21.0616,0,8.63276,0,0,0,0,64.9419,58.4631,0,0,38.5921,0,0,31-CAAL-revASPM-01
Length_N_use,,0,0,23,0,17,0,0,0,0,20,48,0,0,41,0,0,31-CAAL-revASPM-01
Length_N_skip,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31-CAAL-revASPM-01
Age_lambda,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31-CAAL-revASPM-01
Age_like,0,0,0,0,0,0,0,0,0,0.0335116,0.0475734,0,0.0239545,0,0,0,0,31-CAAL-revASPM-01
Age_N_use,,0,0,0,0,0,0,0,0,22,28,0,25,0,0,0,0,31-CAAL-revASPM-01
Age_N_skip,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31-CAAL-revASPM-01
SizeFreq_lambda:_1,,,0,0,,,0,0,,0,0,,,,,,0,31-CAAL-revASPM-01
SizeFreq_like:_1,0,,257.217,58.1069,,,1043.06,406.256,,92.4651,127.711,,,,,,11.5853,31-CAAL-revASPM-01
