"Label" "Value" "StdDev" "(Val-1.0)/Stddev" "CumNorm"
"SSB_Virgin" "SSB_Virgin" 12070.2 423.155 NA NA
"SSB_Initial" "SSB_Initial" 12070.2 423.155 NA NA
"SSB_1952" "SSB_1952" 12095.6 951.51 NA NA
"SSB_1953" "SSB_1953" 12049.3 921.294 NA NA
"SSB_1954" "SSB_1954" 10821.7 928.327 NA NA
"SSB_1955" "SSB_1955" 4411.44 1258.45 NA NA
"SSB_1956" "SSB_1956" 3570.51 1035.21 NA NA
"SSB_1957" "SSB_1957" 3591.12 901.688 NA NA
"SSB_1958" "SSB_1958" 3674.85 854.552 NA NA
"SSB_1959" "SSB_1959" 2795.88 769.837 NA NA
"SSB_1960" "SSB_1960" 2572.94 693.484 NA NA
"SSB_1961" "SSB_1961" 2415.98 613.489 NA NA
"SSB_1962" "SSB_1962" 1473 477.497 NA NA
"SSB_1963" "SSB_1963" 1148.8 367.605 NA NA
"SSB_1964" "SSB_1964" 857.403 291.514 NA NA
"SSB_1965" "SSB_1965" 1201.8 330.106 NA NA
"SSB_1966" "SSB_1966" 1172.47 365.006 NA NA
"SSB_1967" "SSB_1967" 833.44 349.593 NA NA
"SSB_1968" "SSB_1968" 1247.37 385.802 NA NA
"SSB_1969" "SSB_1969" 1707.55 468.876 NA NA
"SSB_1970" "SSB_1970" 2010.86 558.865 NA NA
"SSB_1971" "SSB_1971" 1406.42 477.286 NA NA
"SSB_1972" "SSB_1972" 1004.83 342.623 NA NA
"SSB_1973" "SSB_1973" 1019.7 299.103 NA NA
"SSB_1974" "SSB_1974" 995.114 306.248 NA NA
"SSB_1975" "SSB_1975" 1028.39 325.382 NA NA
"SSB_1976" "SSB_1976" 1188.65 348.991 NA NA
"SSB_1977" "SSB_1977" 1340.47 376.044 NA NA
"SSB_1978" "SSB_1978" 1848.58 420.237 NA NA
"SSB_1979" "SSB_1979" 1676.37 371.479 NA NA
"SSB_1980" "SSB_1980" 1571.8 349.093 NA NA
"SSB_1981" "SSB_1981" 2070.14 365.449 NA NA
"SSB_1982" "SSB_1982" 1701.64 329.58 NA NA
