Label,ALL,F01_LL.JP.1,F02_LL.JP.2,F03_LL.JP.3,F04_LL.JP.4,F05_LL.TW.4,F06_LL.AU.2,F07_LL.AU.3,F08_LL.NZ.3,F09.REC.AU.3,F10_REC.NZ.3,F11_LL.ALL.1,F12_LL.ALL.2,F13_LL.ALL.3,F14_LL.ALL.4,F16_LL.JP.2_early,S01_INDEX.1-4,id
Catch_lambda,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,47-CAAL-oneFleet-02
Catch_like,0.0459733,0.00376497,0.000783535,0.0115629,0.00701329,0.000458235,0.000259714,0.000332074,0.000271906,0.000352445,0.00430508,0.000240358,0.00216348,0.000588496,9.54008e-05,0.0137814,0,47-CAAL-oneFleet-02
Init_equ_lambda,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,47-CAAL-oneFleet-02
Init_equ_like,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47-CAAL-oneFleet-02
Surv_lambda,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47-CAAL-oneFleet-02
Surv_like,-31.7004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31.7004,47-CAAL-oneFleet-02
Surv_N_use,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,47-CAAL-oneFleet-02
Surv_N_skip,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47-CAAL-oneFleet-02
Length_lambda,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47-CAAL-oneFleet-02
Length_like,0,0,0,14.6783,0,6.39435,0,0,0,0,21.8765,37.9152,0,0,29.07,0,0,47-CAAL-oneFleet-02
Length_N_use,,0,0,23,0,17,0,0,0,0,20,48,0,0,41,0,0,47-CAAL-oneFleet-02
Length_N_skip,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47-CAAL-oneFleet-02
Age_lambda,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47-CAAL-oneFleet-02
Age_like,0,0,0,0,0,0,0,0,0,0.0360692,0.0513591,0,0.0265509,0,0,0,0,47-CAAL-oneFleet-02
Age_N_use,,0,0,0,0,0,0,0,0,22,28,0,25,0,0,0,0,47-CAAL-oneFleet-02
Age_N_skip,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47-CAAL-oneFleet-02
SizeFreq_lambda:_1,,,1,0,,,0,0,,0,0,,,,,,0,47-CAAL-oneFleet-02
SizeFreq_like:_1,86.2049,,86.2049,34.1041,,,405.403,206.942,,58.6608,64.3441,,,,,,8.37522,47-CAAL-oneFleet-02
