id,Year,B.Bmsy,F.Fmsy
16-CAAL-rm-spike,1952,4.66317,0.0157125
16-CAAL-rm-spike,1953,4.70362,0.182942
16-CAAL-rm-spike,1954,4.30421,1.26866
16-CAAL-rm-spike,1955,2.18882,0.813932
16-CAAL-rm-spike,1956,1.81934,0.673679
16-CAAL-rm-spike,1957,1.75713,0.615538
16-CAAL-rm-spike,1958,1.7478,1.07512
16-CAAL-rm-spike,1959,1.38804,0.9646
16-CAAL-rm-spike,1960,1.30339,1.02995
16-CAAL-rm-spike,1961,1.25669,1.73896
16-CAAL-rm-spike,1962,0.894089,1.6672
16-CAAL-rm-spike,1963,0.765262,1.96964
16-CAAL-rm-spike,1964,0.627152,1.08391
16-CAAL-rm-spike,1965,0.788281,1.24176
16-CAAL-rm-spike,1966,0.805346,1.62211
16-CAAL-rm-spike,1967,0.684303,0.847797
16-CAAL-rm-spike,1968,0.858282,0.643293
16-CAAL-rm-spike,1969,1.06436,0.597679
16-CAAL-rm-spike,1970,1.23117,1.35235
16-CAAL-rm-spike,1971,0.94772,1.95023
16-CAAL-rm-spike,1972,0.682946,2.10479
16-CAAL-rm-spike,1973,0.608294,2.06372
16-CAAL-rm-spike,1974,0.584773,1.80487
16-CAAL-rm-spike,1975,0.626902,1.33792
16-CAAL-rm-spike,1976,0.706416,1.2464
16-CAAL-rm-spike,1977,0.739164,0.631815
16-CAAL-rm-spike,1978,0.926002,1.15947
16-CAAL-rm-spike,1979,0.84109,1.24521
16-CAAL-rm-spike,1980,0.799941,0.84639
16-CAAL-rm-spike,1981,1.01824,1.56581
16-CAAL-rm-spike,1982,0.863713,2.01888
16-CAAL-rm-spike,1983,0.669172,1.33117
16-CAAL-rm-spike,1984,0.724275,1.37747
16-CAAL-rm-spike,1985,0.727351,1.32062
16-CAAL-rm-spike,1986,0.658524,1.2375
16-CAAL-rm-spike,1987,0.626303,1.21314
16-CAAL-rm-spike,1988,0.579237,1.59655
16-CAAL-rm-spike,1989,0.574864,2.46936
16-CAAL-rm-spike,1990,0.533291,1.71772
16-CAAL-rm-spike,1991,0.557321,1.31681
16-CAAL-rm-spike,1992,0.609612,0.965777
16-CAAL-rm-spike,1993,0.712654,1.20786
16-CAAL-rm-spike,1994,0.773755,1.95557
16-CAAL-rm-spike,1995,0.669083,1.82556
16-CAAL-rm-spike,1996,0.706825,1.57122
16-CAAL-rm-spike,1997,0.734858,1.40384
16-CAAL-rm-spike,1998,0.832141,1.93221
16-CAAL-rm-spike,1999,0.907417,1.66298
16-CAAL-rm-spike,2000,0.85487,1.32903
16-CAAL-rm-spike,2001,0.958997,1.13895
16-CAAL-rm-spike,2002,1.00106,1.22174
16-CAAL-rm-spike,2003,0.851045,1.86779
16-CAAL-rm-spike,2004,0.675705,1.85773
16-CAAL-rm-spike,2005,0.537236,1.71106
16-CAAL-rm-spike,2006,0.545995,1.42291
16-CAAL-rm-spike,2007,0.604874,1.26493
16-CAAL-rm-spike,2008,0.627025,1.45358
16-CAAL-rm-spike,2009,0.619566,1.27325
16-CAAL-rm-spike,2010,0.663353,1.29092
16-CAAL-rm-spike,2011,0.636934,1.60113
16-CAAL-rm-spike,2012,0.519224,1.7975
16-CAAL-rm-spike,2013,0.426322,1.436
16-CAAL-rm-spike,2014,0.456276,1.76972
16-CAAL-rm-spike,2015,0.389618,1.94737
16-CAAL-rm-spike,2016,0.347717,1.79779
16-CAAL-rm-spike,2017,0.359941,1.42281
16-CAAL-rm-spike,2018,0.405345,1.58641
16-CAAL-rm-spike,2019,0.398376,1.56039
16-CAAL-rm-spike,2020,0.367609,1.49305
16-CAAL-rm-spike,2021,0.350529,1.61358
16-CAAL-rm-spike,2022,0.429887,1.07042
16-CAAL-rm-spike,2023,0.629998,1.07042
