"Label" "Value" "StdDev" "(Val-1.0)/Stddev" "CumNorm"
"SSB_Virgin" "SSB_Virgin" 11396.3 515.212 NA NA
"SSB_Initial" "SSB_Initial" 11396.3 515.212 NA NA
"SSB_1952" "SSB_1952" 11731.9 964.439 NA NA
"SSB_1953" "SSB_1953" 11833.7 955.516 NA NA
"SSB_1954" "SSB_1954" 10828.8 948.547 NA NA
"SSB_1955" "SSB_1955" 5506.77 1028.15 NA NA
"SSB_1956" "SSB_1956" 4577.2 894.915 NA NA
"SSB_1957" "SSB_1957" 4420.7 818.357 NA NA
"SSB_1958" "SSB_1958" 4397.22 790.055 NA NA
"SSB_1959" "SSB_1959" 3492.12 736.621 NA NA
"SSB_1960" "SSB_1960" 3279.14 705.288 NA NA
"SSB_1961" "SSB_1961" 3161.65 680.358 NA NA
"SSB_1962" "SSB_1962" 2249.4 607.044 NA NA
"SSB_1963" "SSB_1963" 1925.29 536.037 NA NA
"SSB_1964" "SSB_1964" 1577.83 478.411 NA NA
"SSB_1965" "SSB_1965" 1983.21 524.638 NA NA
"SSB_1966" "SSB_1966" 2026.14 556.178 NA NA
"SSB_1967" "SSB_1967" 1721.61 567.898 NA NA
"SSB_1968" "SSB_1968" 2159.32 598.321 NA NA
"SSB_1969" "SSB_1969" 2677.78 642.067 NA NA
"SSB_1970" "SSB_1970" 3097.45 672.738 NA NA
"SSB_1971" "SSB_1971" 2384.33 595.246 NA NA
"SSB_1972" "SSB_1972" 1718.2 479.183 NA NA
"SSB_1973" "SSB_1973" 1530.38 407.383 NA NA
"SSB_1974" "SSB_1974" 1471.21 395.897 NA NA
"SSB_1975" "SSB_1975" 1577.2 412.569 NA NA
"SSB_1976" "SSB_1976" 1777.25 421.653 NA NA
"SSB_1977" "SSB_1977" 1859.64 427.682 NA NA
"SSB_1978" "SSB_1978" 2329.69 441.091 NA NA
"SSB_1979" "SSB_1979" 2116.07 401.392 NA NA
"SSB_1980" "SSB_1980" 2012.54 393.548 NA NA
"SSB_1981" "SSB_1981" 2561.76 385.005 NA NA
"SSB_1982" "SSB_1982" 2172.98 346.382 NA NA
"SSB_1983" "SSB_1983" 1683.55 313.849 NA NA
"SSB_1984" "SSB_1984" 1822.18 317.538 NA NA
"SSB_1985" "SSB_1985" 1829.92 314.153 NA NA
"SSB_1986" "SSB_1986" 1656.75 301.209 NA NA
"SSB_1987" "SSB_1987" 1575.69 280.516 NA NA
"SSB_1988" "SSB_1988" 1457.28 298.694 NA NA
"SSB_1989" "SSB_1989" 1446.28 317.445 NA NA
"SSB_1990" "SSB_1990" 1341.69 297.034 NA NA
"SSB_1991" "SSB_1991" 1402.14 303.672 NA NA
"SSB_1992" "SSB_1992" 1533.7 328.792 NA NA
