id,sex,age,m,len,len_sd,wt,mat,mat_fec,sr
16-CAAL-rm-spike,1,0,0.707867,77.8123,9.9314,3.47669,9.31859e-09,0,
16-CAAL-rm-spike,1,1,0.4718,130.387,10.3478,21.1543,0.000348323,0.012436,
16-CAAL-rm-spike,1,2,0.4007,163.622,10.611,47.2783,0.102548,6.42466,
16-CAAL-rm-spike,1,3,0.3766,184.631,10.7773,72.6266,0.597572,47.8547,
16-CAAL-rm-spike,1,4,0.3669,197.912,10.8825,92.9918,0.882461,84.6073,
16-CAAL-rm-spike,1,5,0.3629,206.307,10.949,107.818,0.96059,104.73,
16-CAAL-rm-spike,1,6,0.3612,211.614,10.991,118.028,0.982311,116.551,
16-CAAL-rm-spike,1,7,0.3605,214.969,11.0176,124.832,0.989731,123.937,
16-CAAL-rm-spike,1,8,0.3602,217.09,11.0344,129.276,0.992811,128.632,
16-CAAL-rm-spike,1,9,0.36,218.43,11.045,132.144,0.994289,131.623,
16-CAAL-rm-spike,1,10,0.36,219.736,11.0517,134.979,0.995455,134.557,
16-CAAL-rm-spike,1,0.25,0.64885,93.2952,10.054,6.52699,2.07891e-07,0,
16-CAAL-rm-spike,1,1.25,0.454025,140.175,10.4253,27.3241,0.00232902,0.012436,
16-CAAL-rm-spike,1,2.25,0.394675,169.809,10.6599,53.9392,0.204949,6.42466,
16-CAAL-rm-spike,1,3.25,0.374175,188.543,10.8083,78.2494,0.701052,47.8547,
16-CAAL-rm-spike,1,4.25,0.3659,200.384,10.9021,97.1943,0.91273,84.6073,
16-CAAL-rm-spike,1,5.25,0.362475,207.87,10.9614,110.756,0.968618,104.73,
16-CAAL-rm-spike,1,6.25,0.361025,212.602,10.9988,120.003,0.984887,116.551,
16-CAAL-rm-spike,1,7.25,0.360425,215.594,11.0225,126.129,0.990745,123.937,
16-CAAL-rm-spike,1,8.25,0.36015,217.485,11.0375,130.116,0.99328,128.632,
16-CAAL-rm-spike,1,9.25,0.36,218.68,11.047,132.683,0.99453,131.623,
16-CAAL-rm-spike,1,10.25,0.36,219.844,11.0517,135.216,0.995542,134.557,
16-CAAL-rm-spike,1,0.5,0.589834,107.101,10.1633,10.5796,3.3142e-06,0,
16-CAAL-rm-spike,1,1.5,0.43625,148.902,10.4944,33.8406,0.0113429,0.012436,
16-CAAL-rm-spike,1,2.5,0.38865,175.326,10.7036,60.4285,0.335272,6.42466,
16-CAAL-rm-spike,1,3.5,0.37175,192.03,10.8359,83.5225,0.780925,47.8547,
16-CAAL-rm-spike,1,4.5,0.3649,202.589,10.9195,101.056,0.934227,84.6073,
16-CAAL-rm-spike,1,5.5,0.36205,209.264,10.9724,113.424,0.974536,104.73,
16-CAAL-rm-spike,1,6.5,0.36085,213.483,11.0058,121.785,0.986891,116.551,
16-CAAL-rm-spike,1,7.5,0.36035,216.15,11.0269,127.294,0.991571,123.937,
16-CAAL-rm-spike,1,8.5,0.3601,217.837,11.0403,130.868,0.993673,128.632,
16-CAAL-rm-spike,1,9.5,0.36,218.902,11.0487,133.165,0.994737,131.623,
16-CAAL-rm-spike,1,10.5,0.36,219.94,11.0517,135.427,0.995617,134.557,
16-CAAL-rm-spike,1,0.75,0.530817,119.411,10.2608,15.5114,3.90843e-05,0,
16-CAAL-rm-spike,1,1.75,0.418475,156.684,10.556,40.5394,0.0397275,0.012436,
16-CAAL-rm-spike,1,2.75,0.382625,180.245,10.7426,66.6748,0.472349,6.42466,
16-CAAL-rm-spike,1,3.75,0.369325,195.139,10.8605,88.4367,0.839943,47.8547,
16-CAAL-rm-spike,1,4.75,0.3639,204.555,10.9351,104.591,0.949559,84.6073,
16-CAAL-rm-spike,1,5.75,0.361625,210.506,10.9822,115.842,0.978959,104.73,
16-CAAL-rm-spike,1,6.75,0.360675,214.269,11.012,123.389,0.988471,116.551,
16-CAAL-rm-spike,1,7.75,0.360275,216.647,11.0309,128.339,0.99225,123.937,
16-CAAL-rm-spike,1,8.75,0.36005,218.15,11.0428,131.541,0.994006,128.632,
16-CAAL-rm-spike,1,9.75,0.36,219.101,11.0503,133.595,0.994916,131.623,
16-CAAL-rm-spike,1,10.75,0.36,220.026,11.0517,135.616,0.995684,134.557,
