"Label" "Value" "StdDev" "(Val-1.0)/Stddev" "CumNorm"
"SSB_Virgin" "SSB_Virgin" 12202.1 230.593 NA NA
"SSB_Initial" "SSB_Initial" 12202.1 230.593 NA NA
"SSB_1952" "SSB_1952" 12209.1 904.912 NA NA
"SSB_1953" "SSB_1953" 12156.3 878.097 NA NA
"SSB_1954" "SSB_1954" 10935.1 898.075 NA NA
"SSB_1955" "SSB_1955" 4515.64 1294.87 NA NA
"SSB_1956" "SSB_1956" 3635.56 1065.11 NA NA
"SSB_1957" "SSB_1957" 3635.24 921.212 NA NA
"SSB_1958" "SSB_1958" 3712.13 868.339 NA NA
"SSB_1959" "SSB_1959" 2826.58 784.088 NA NA
"SSB_1960" "SSB_1960" 2592.27 706.716 NA NA
"SSB_1961" "SSB_1961" 2424.48 624.22 NA NA
"SSB_1962" "SSB_1962" 1469.25 487.398 NA NA
"SSB_1963" "SSB_1963" 1135.21 375.267 NA NA
"SSB_1964" "SSB_1964" 838.711 296.11 NA NA
"SSB_1965" "SSB_1965" 1176.92 333.681 NA NA
"SSB_1966" "SSB_1966" 1147.11 366.533 NA NA
"SSB_1967" "SSB_1967" 809.102 348.118 NA NA
"SSB_1968" "SSB_1968" 1214.39 381.755 NA NA
"SSB_1969" "SSB_1969" 1668.32 461.728 NA NA
"SSB_1970" "SSB_1970" 1966.75 549.051 NA NA
"SSB_1971" "SSB_1971" 1377.68 461.139 NA NA
"SSB_1972" "SSB_1972" 982.452 324.751 NA NA
"SSB_1973" "SSB_1973" 998.191 280.423 NA NA
"SSB_1974" "SSB_1974" 973.534 284.116 NA NA
"SSB_1975" "SSB_1975" 1006.5 296.02 NA NA
"SSB_1976" "SSB_1976" 1165.22 311.497 NA NA
"SSB_1977" "SSB_1977" 1308.47 337.832 NA NA
"SSB_1978" "SSB_1978" 1823.05 384.633 NA NA
"SSB_1979" "SSB_1979" 1677.41 335.513 NA NA
"SSB_1980" "SSB_1980" 1512.64 294.172 NA NA
"SSB_1981" "SSB_1981" 1835.86 292.517 NA NA
"SSB_1982" "SSB_1982" 1349.46 245.653 NA NA
"SSB_1983" "SSB_1983" 895.698 184.139 NA NA
"SSB_1984" "SSB_1984" 1200.21 193.801 NA NA
"SSB_1985" "SSB_1985" 1216.85 202.561 NA NA
"SSB_1986" "SSB_1986" 1078.85 200.771 NA NA
"SSB_1987" "SSB_1987" 1189.06 207.49 NA NA
"SSB_1988" "SSB_1988" 1377.23 240.329 NA NA
"SSB_1989" "SSB_1989" 1360.32 250.508 NA NA
"SSB_1990" "SSB_1990" 963.78 199.79 NA NA
"SSB_1991" "SSB_1991" 1073.59 195.91 NA NA
"SSB_1992" "SSB_1992" 1287.77 225.736 NA NA
"SSB_1993" "SSB_1993" 1518.48 265.102 NA NA
"SSB_1994" "SSB_1994" 1593.19 288.619 NA NA
"SSB_1995" "SSB_1995" 1318.34 256.018 NA NA
"SSB_1996" "SSB_1996" 1496.94 261.669 NA NA
"SSB_1997" "SSB_1997" 1782.15 311.628 NA NA
"SSB_1998" "SSB_1998" 2106.79 331.577 NA NA
"SSB_1999" "SSB_1999" 1793.88 264.652 NA NA
"SSB_2000" "SSB_2000" 1436.91 222.492 NA NA
"SSB_2001" "SSB_2001" 1278.68 205.829 NA NA
"SSB_2002" "SSB_2002" 1235.25 223.824 NA NA
"SSB_2003" "SSB_2003" 1334.68 231.583 NA NA
"SSB_2004" "SSB_2004" 1092.24 195.768 NA NA
"SSB_2005" "SSB_2005" 957.279 163.298 NA NA
"SSB_2006" "SSB_2006" 952.218 155.268 NA NA
"SSB_2007" "SSB_2007" 987.972 162.349 NA NA
"SSB_2008" "SSB_2008" 1052.16 168.277 NA NA
"SSB_2009" "SSB_2009" 1006.13 157.375 NA NA
"SSB_2010" "SSB_2010" 1004.52 154.6 NA NA
"SSB_2011" "SSB_2011" 931.347 149.72 NA NA
"SSB_2012" "SSB_2012" 813.755 129.955 NA NA
"SSB_2013" "SSB_2013" 736.599 114.575 NA NA
"SSB_2014" "SSB_2014" 838.363 121.145 NA NA
"SSB_2015" "SSB_2015" 693.989 106.239 NA NA
"SSB_2016" "SSB_2016" 628.669 95.3155 NA NA
"SSB_2017" "SSB_2017" 681.117 100.973 NA NA
"SSB_2018" "SSB_2018" 716.69 113.056 NA NA
"SSB_2019" "SSB_2019" 682.006 113.958 NA NA
"SSB_2020" "SSB_2020" 645.785 116.991 NA NA
"SSB_2021" "SSB_2021" 613.221 135.145 NA NA
"SSB_2022" "SSB_2022" 695.266 199.613 NA NA
"SSB_2023" "SSB_2023" 990.557 357.833 NA NA
"Recr_Virgin" "Recr_Virgin" 172.153 3.25333 NA NA
"Recr_Initial" "Recr_Initial" 172.153 3.25333 NA NA
"Recr_1952" "Recr_1952" 173.265 34.5599 NA NA
"Recr_1953" "Recr_1953" 173.33 34.2763 NA NA
"Recr_1954" "Recr_1954" 172.095 33.8167 NA NA
"Recr_1955" "Recr_1955" 156.654 30.8555 NA NA
"Recr_1956" "Recr_1956" 151.123 29.6065 NA NA
"Recr_1957" "Recr_1957" 151.172 29.0426 NA NA
"Recr_1958" "Recr_1958" 151.78 28.7322 NA NA
"Recr_1959" "Recr_1959" 143.69 26.9666 NA NA
"Recr_1960" "Recr_1960" 140.822 26.0693 NA NA
"Recr_1961" "Recr_1961" 138.574 25.3775 NA NA
"Recr_1962" "Recr_1962" 119.001 23.3475 NA NA
"Recr_1963" "Recr_1963" 107.46 21.9789 NA NA
"Recr_1964" "Recr_1964" 93.5762 20.4129 NA NA
"Recr_1965" "Recr_1965" 108.968 20.8958 NA NA
"Recr_1966" "Recr_1966" 107.783 21.6033 NA NA
"Recr_1967" "Recr_1967" 91.8327 22.6207 NA NA
"Recr_1968" "Recr_1968" 110.273 21.2288 NA NA
"Recr_1969" "Recr_1969" 123.775 22.2599 NA NA
"Recr_1970" "Recr_1970" 130.139 23.2717 NA NA
"Recr_1971" "Recr_1971" 115.634 21.7393 NA NA
"Recr_1972" "Recr_1972" 100.73 20.1893 NA NA
"Recr_1973" "Recr_1973" 101.322 19.6053 NA NA
"Recr_1974" "Recr_1974" 99.7763 19.6682 NA NA
"Recr_1975" "Recr_1975" 101.729 20.0881 NA NA
"Recr_1976" "Recr_1976" 109.516 20.092 NA NA
"Recr_1977" "Recr_1977" 112.341 19.717 NA NA
"Recr_1978" "Recr_1978" 119.603 21.0139 NA NA
"Recr_1979" "Recr_1979" 122.281 21.0198 NA NA
"Recr_1980" "Recr_1980" 121.085 19.5259 NA NA
"Recr_1981" "Recr_1981" 114.932 18.8304 NA NA
"Recr_1982" "Recr_1982" 103.261 17.1185 NA NA
"Recr_1983" "Recr_1983" 85.3369 14.9521 NA NA
"Recr_1984" "Recr_1984" 95.3573 15.6302 NA NA
"Recr_1985" "Recr_1985" 97.275 16.965 NA NA
