"Label" "Value" "StdDev" "(Val-1.0)/Stddev" "CumNorm"
"SSB_Virgin" "SSB_Virgin" 11692.2 206.458 NA NA
"SSB_Initial" "SSB_Initial" 11692.2 206.458 NA NA
"SSB_1952" "SSB_1952" 11753.6 868.377 NA NA
"SSB_1953" "SSB_1953" 11720.4 842.859 NA NA
"SSB_1954" "SSB_1954" 10537 863.744 NA NA
"SSB_1955" "SSB_1955" 4386.89 1205.54 NA NA
"SSB_1956" "SSB_1956" 3536.05 1000.64 NA NA
"SSB_1957" "SSB_1957" 3551.6 877.135 NA NA
"SSB_1958" "SSB_1958" 3650.06 836.448 NA NA
"SSB_1959" "SSB_1959" 2817.93 762.614 NA NA
"SSB_1960" "SSB_1960" 2612.12 698.26 NA NA
"SSB_1961" "SSB_1961" 2476.06 631.248 NA NA
"SSB_1962" "SSB_1962" 1570.22 513.151 NA NA
"SSB_1963" "SSB_1963" 1253.14 417.916 NA NA
"SSB_1964" "SSB_1964" 966.779 352.726 NA NA
"SSB_1965" "SSB_1965" 1334.78 405.554 NA NA
"SSB_1966" "SSB_1966" 1338.55 453.647 NA NA
"SSB_1967" "SSB_1967" 1023.03 460.289 NA NA
"SSB_1968" "SSB_1968" 1461.12 510.286 NA NA
"SSB_1969" "SSB_1969" 1969.51 601.805 NA NA
"SSB_1970" "SSB_1970" 2339.83 700.77 NA NA
"SSB_1971" "SSB_1971" 1735.7 630.754 NA NA
"SSB_1972" "SSB_1972" 1281.57 499.724 NA NA
"SSB_1973" "SSB_1973" 1283.93 446.695 NA NA
"SSB_1974" "SSB_1974" 1301.57 462.292 NA NA
"SSB_1975" "SSB_1975" 1394.47 504.283 NA NA
"SSB_1976" "SSB_1976" 1611.52 544.431 NA NA
"SSB_1977" "SSB_1977" 1818.99 579.924 NA NA
"SSB_1978" "SSB_1978" 2426.4 628.482 NA NA
"SSB_1979" "SSB_1979" 2285.98 561.194 NA NA
"SSB_1980" "SSB_1980" 2118.15 502.117 NA NA
"SSB_1981" "SSB_1981" 2443.95 473.343 NA NA
"SSB_1982" "SSB_1982" 1868.27 394.652 NA NA
"SSB_1983" "SSB_1983" 1321.19 325.033 NA NA
"SSB_1984" "SSB_1984" 1633.76 325.562 NA NA
"SSB_1985" "SSB_1985" 1670.5 329.726 NA NA
"SSB_1986" "SSB_1986" 1556.52 336.288 NA NA
"SSB_1987" "SSB_1987" 1672.21 347.58 NA NA
"SSB_1988" "SSB_1988" 1895.89 375.619 NA NA
"SSB_1989" "SSB_1989" 1893.85 379.156 NA NA
