id,factor,fleet,value
38-CAAL-revASPM-08,4,1,0.1
38-CAAL-revASPM-08,7,1,0.1
38-CAAL-revASPM-08,4,2,0.0833333
38-CAAL-revASPM-08,7,2,0.1
38-CAAL-revASPM-08,4,3,0.1
38-CAAL-revASPM-08,7,3,0.1
38-CAAL-revASPM-08,4,4,0.1
38-CAAL-revASPM-08,7,4,0.1
38-CAAL-revASPM-08,4,5,0.1
38-CAAL-revASPM-08,7,5,0.1
38-CAAL-revASPM-08,4,6,0.0555556
38-CAAL-revASPM-08,7,6,0.1
38-CAAL-revASPM-08,4,7,0.1
38-CAAL-revASPM-08,7,7,0.1
38-CAAL-revASPM-08,4,8,0.1
38-CAAL-revASPM-08,7,8,0.1
38-CAAL-revASPM-08,4,9,0.1
38-CAAL-revASPM-08,7,9,0.0833333
38-CAAL-revASPM-08,4,10,0.1
38-CAAL-revASPM-08,7,10,0.0434783
38-CAAL-revASPM-08,4,11,0.0625
38-CAAL-revASPM-08,7,11,0.1
38-CAAL-revASPM-08,4,12,0.0294118
38-CAAL-revASPM-08,7,12,0.1
38-CAAL-revASPM-08,4,13,0.1
38-CAAL-revASPM-08,7,13,0.1
38-CAAL-revASPM-08,4,14,0.1
38-CAAL-revASPM-08,7,14,0.1
38-CAAL-revASPM-08,4,15,0.0666667
38-CAAL-revASPM-08,7,15,0.0666667
38-CAAL-revASPM-08,1,16,0.190777
38-CAAL-revASPM-08,4,16,0.1
38-CAAL-revASPM-08,7,16,0.1
