id,Label,values,lambdas
38-CAAL-revASPM-08,TOTAL,-60.605,
38-CAAL-revASPM-08,Catch,3.97079e-11,
38-CAAL-revASPM-08,Equil_catch,0,
38-CAAL-revASPM-08,Survey,-31.5233,
38-CAAL-revASPM-08,Length_comp,0,
38-CAAL-revASPM-08,Age_comp,0,
38-CAAL-revASPM-08,SizeFreq,0,
38-CAAL-revASPM-08,Recruitment,-29.0817,1
38-CAAL-revASPM-08,InitEQ_Regime,0,1
38-CAAL-revASPM-08,Forecast_Recruitment,1.02591e-25,1
38-CAAL-revASPM-08,Parm_priors,0,1
38-CAAL-revASPM-08,Parm_softbounds,0,
38-CAAL-revASPM-08,Parm_devs,0,1
38-CAAL-revASPM-08,Crash_Pen,0,1
