"Value" "Parm_StDev" "type" "Yr"
"Early_InitAge_10" -0.0138764 0.199039 "Early_InitAge" 1942
"Early_InitAge_9" -0.00554586 0.199521 "Early_InitAge" 1943
"Early_InitAge_8" -0.0065498 0.199476 "Early_InitAge" 1944
"Early_InitAge_7" -0.00603692 0.199589 "Early_InitAge" 1945
"Early_InitAge_6" -0.00108546 0.200059 "Early_InitAge" 1946
"Early_InitAge_5" 0.0138527 0.201126 "Early_InitAge" 1947
"Early_InitAge_4" 0.0425224 0.202504 "Early_InitAge" 1948
"Early_InitAge_3" 0.0635737 0.202723 "Early_InitAge" 1949
"Early_InitAge_2" 0.062412 0.202214 "Early_InitAge" 1950
"Early_InitAge_1" 0.0768363 0.20267 "Early_InitAge" 1951
"Main_RecrDev_1952" 0.109206 0.199749 "Main_RecrDev" 1952
"Main_RecrDev_1953" 0.0981277 0.196636 "Main_RecrDev" 1953
"Main_RecrDev_1954" 0.0619413 0.194314 "Main_RecrDev" 1954
"Main_RecrDev_1955" 0.043446 0.193177 "Main_RecrDev" 1955
"Main_RecrDev_1956" 0.0490716 0.193749 "Main_RecrDev" 1956
"Main_RecrDev_1957" 0.072865 0.195472 "Main_RecrDev" 1957
"Main_RecrDev_1958" 0.0989193 0.194679 "Main_RecrDev" 1958
"Main_RecrDev_1959" 0.083935 0.194829 "Main_RecrDev" 1959
"Main_RecrDev_1960" 0.0923753 0.194302 "Main_RecrDev" 1960
"Main_RecrDev_1961" 0.078235 0.19036 "Main_RecrDev" 1961
"Main_RecrDev_1962" 0.0123326 0.191497 "Main_RecrDev" 1962
"Main_RecrDev_1963" 0.00358255 0.191344 "Main_RecrDev" 1963
"Main_RecrDev_1964" 0.00536948 0.191952 "Main_RecrDev" 1964
"Main_RecrDev_1965" -0.0174854 0.190991 "Main_RecrDev" 1965
"Main_RecrDev_1966" -0.0287715 0.19053 "Main_RecrDev" 1966
"Main_RecrDev_1967" -0.0312972 0.191795 "Main_RecrDev" 1967
"Main_RecrDev_1968" -0.00867212 0.191349 "Main_RecrDev" 1968
"Main_RecrDev_1969" -0.0123191 0.187855 "Main_RecrDev" 1969
"Main_RecrDev_1970" -0.0640703 0.181407 "Main_RecrDev" 1970
"Main_RecrDev_1971" -0.0608195 0.182585 "Main_RecrDev" 1971
"Main_RecrDev_1972" -0.0410053 0.184672 "Main_RecrDev" 1972
"Main_RecrDev_1973" 0.00421853 0.183501 "Main_RecrDev" 1973
"Main_RecrDev_1974" -0.0490963 0.184537 "Main_RecrDev" 1974
"Main_RecrDev_1975" -0.108303 0.180417 "Main_RecrDev" 1975
"Main_RecrDev_1976" -0.0535076 0.177174 "Main_RecrDev" 1976
"Main_RecrDev_1977" -0.0296247 0.173838 "Main_RecrDev" 1977
"Main_RecrDev_1978" 0.093081 0.15203 "Main_RecrDev" 1978
"Main_RecrDev_1979" 0.0597853 0.147491 "Main_RecrDev" 1979
"Main_RecrDev_1980" 0.250065 0.12216 "Main_RecrDev" 1980
"Main_RecrDev_1981" -0.231095 0.13894 "Main_RecrDev" 1981
"Main_RecrDev_1982" -0.0961494 0.133957 "Main_RecrDev" 1982
"Main_RecrDev_1983" -0.175685 0.143531 "Main_RecrDev" 1983
"Main_RecrDev_1984" -0.154928 0.130858 "Main_RecrDev" 1984
"Main_RecrDev_1985" -0.452457 0.143939 "Main_RecrDev" 1985
