id,Year,B.Bmsy,F.Fmsy
17-CAAL-noAU-ASPM,1952,4.56862,0.0145442
17-CAAL-noAU-ASPM,1953,4.60125,0.179859
17-CAAL-noAU-ASPM,1954,4.2077,1.2931
17-CAAL-noAU-ASPM,1955,2.0942,0.816804
17-CAAL-noAU-ASPM,1956,1.73808,0.673711
17-CAAL-noAU-ASPM,1957,1.67862,0.616354
17-CAAL-noAU-ASPM,1958,1.66673,1.08952
17-CAAL-noAU-ASPM,1959,1.30771,0.975926
17-CAAL-noAU-ASPM,1960,1.22699,1.03871
17-CAAL-noAU-ASPM,1961,1.18132,1.79628
17-CAAL-noAU-ASPM,1962,0.815152,1.74293
17-CAAL-noAU-ASPM,1963,0.686363,2.08361
17-CAAL-noAU-ASPM,1964,0.54515,1.15379
17-CAAL-noAU-ASPM,1965,0.692106,1.33583
17-CAAL-noAU-ASPM,1966,0.696011,1.78101
17-CAAL-noAU-ASPM,1967,0.576362,0.919863
17-CAAL-noAU-ASPM,1968,0.748823,0.687273
17-CAAL-noAU-ASPM,1969,0.942203,0.63294
17-CAAL-noAU-ASPM,1970,1.0999,1.4381
17-CAAL-noAU-ASPM,1971,0.835626,2.10503
17-CAAL-noAU-ASPM,1972,0.590162,2.26685
17-CAAL-noAU-ASPM,1973,0.521737,2.25355
17-CAAL-noAU-ASPM,1974,0.486053,2.02457
17-CAAL-noAU-ASPM,1975,0.515245,1.50346
17-CAAL-noAU-ASPM,1976,0.586707,1.39676
17-CAAL-noAU-ASPM,1977,0.616356,0.700551
17-CAAL-noAU-ASPM,1978,0.795305,1.28664
17-CAAL-noAU-ASPM,1979,0.709786,1.38851
17-CAAL-noAU-ASPM,1980,0.673928,0.928393
17-CAAL-noAU-ASPM,1981,0.87108,1.71715
17-CAAL-noAU-ASPM,1982,0.732044,2.20594
17-CAAL-noAU-ASPM,1983,0.558933,1.47457
17-CAAL-noAU-ASPM,1984,0.613382,1.53038
17-CAAL-noAU-ASPM,1985,0.602533,1.47981
17-CAAL-noAU-ASPM,1986,0.550167,1.36253
17-CAAL-noAU-ASPM,1987,0.53276,1.35083
17-CAAL-noAU-ASPM,1988,0.487836,1.76548
17-CAAL-noAU-ASPM,1989,0.50238,2.65884
17-CAAL-noAU-ASPM,1990,0.44548,1.88215
17-CAAL-noAU-ASPM,1991,0.470296,1.44744
17-CAAL-noAU-ASPM,1992,0.515698,1.06156
17-CAAL-noAU-ASPM,1993,0.611031,1.30654
17-CAAL-noAU-ASPM,1994,0.683711,2.05491
17-CAAL-noAU-ASPM,1995,0.599714,1.87275
17-CAAL-noAU-ASPM,1996,0.651665,1.50003
17-CAAL-noAU-ASPM,1997,0.772672,1.22671
17-CAAL-noAU-ASPM,1998,0.951839,1.83185
17-CAAL-noAU-ASPM,1999,0.846865,1.85531
17-CAAL-noAU-ASPM,2000,0.6991,1.75782
17-CAAL-noAU-ASPM,2001,0.629459,1.63026
17-CAAL-noAU-ASPM,2002,0.616207,1.51249
17-CAAL-noAU-ASPM,2003,0.668232,2.04223
17-CAAL-noAU-ASPM,2004,0.586545,1.95715
17-CAAL-noAU-ASPM,2005,0.495227,1.84612
17-CAAL-noAU-ASPM,2006,0.468332,1.60785
17-CAAL-noAU-ASPM,2007,0.494659,1.42118
17-CAAL-noAU-ASPM,2008,0.53096,1.65864
17-CAAL-noAU-ASPM,2009,0.503976,1.51945
17-CAAL-noAU-ASPM,2010,0.5064,1.55867
17-CAAL-noAU-ASPM,2011,0.485586,1.86631
17-CAAL-noAU-ASPM,2012,0.41921,2.01641
17-CAAL-noAU-ASPM,2013,0.362351,1.55884
17-CAAL-noAU-ASPM,2014,0.405732,1.89748
17-CAAL-noAU-ASPM,2015,0.348945,2.07222
17-CAAL-noAU-ASPM,2016,0.309517,1.86641
17-CAAL-noAU-ASPM,2017,0.333118,1.51656
17-CAAL-noAU-ASPM,2018,0.358004,1.69176
17-CAAL-noAU-ASPM,2019,0.351216,1.5953
17-CAAL-noAU-ASPM,2020,0.349376,1.47693
17-CAAL-noAU-ASPM,2021,0.353025,1.60706
17-CAAL-noAU-ASPM,2022,0.411172,1.14114
17-CAAL-noAU-ASPM,2023,0.545575,1.14114
