"Label" "Value" "StdDev" "(Val-1.0)/Stddev" "CumNorm"
"SSB_Virgin" "SSB_Virgin" 10853.7 413.868 NA NA
"SSB_Initial" "SSB_Initial" 10853.7 413.868 NA NA
"SSB_1952" "SSB_1952" 10991.5 889.422 NA NA
"SSB_1953" "SSB_1953" 10983.4 880.322 NA NA
"SSB_1954" "SSB_1954" 9844.06 867.887 NA NA
"SSB_1955" "SSB_1955" 8767.6 1675.59 NA NA
"SSB_1956" "SSB_1956" 6902.54 1422.91 NA NA
"SSB_1957" "SSB_1957" 5957.63 1203.49 NA NA
"SSB_1958" "SSB_1958" 5465.32 1080.37 NA NA
"SSB_1959" "SSB_1959" 4289.38 1003.8 NA NA
"SSB_1960" "SSB_1960" 3874.34 930.751 NA NA
"SSB_1961" "SSB_1961" 3621.13 877.499 NA NA
"SSB_1962" "SSB_1962" 2726.3 803.347 NA NA
"SSB_1963" "SSB_1963" 2360.56 714.56 NA NA
"SSB_1964" "SSB_1964" 2002.37 641.448 NA NA
"SSB_1965" "SSB_1965" 2387.1 664.589 NA NA
"SSB_1966" "SSB_1966" 2430.2 683.918 NA NA
"SSB_1967" "SSB_1967" 2151.87 695.486 NA NA
"SSB_1968" "SSB_1968" 2575.64 708.587 NA NA
"SSB_1969" "SSB_1969" 3076.95 731.339 NA NA
"SSB_1970" "SSB_1970" 3490.47 746.748 NA NA
"SSB_1971" "SSB_1971" 2756.65 687.282 NA NA
"SSB_1972" "SSB_1972" 2047.15 582.36 NA NA
"SSB_1973" "SSB_1973" 1811.61 514.131 NA NA
"SSB_1974" "SSB_1974" 1740.88 500.238 NA NA
"SSB_1975" "SSB_1975" 1879.86 505.245 NA NA
"SSB_1976" "SSB_1976" 2101.36 505.022 NA NA
"SSB_1977" "SSB_1977" 2192.39 505.652 NA NA
"SSB_1978" "SSB_1978" 2666.71 512.271 NA NA
"SSB_1979" "SSB_1979" 2434.89 471.413 NA NA
"SSB_1980" "SSB_1980" 2329.61 461.465 NA NA
"SSB_1981" "SSB_1981" 2856.4 447.304 NA NA
"SSB_1982" "SSB_1982" 2445.61 411.181 NA NA
"SSB_1983" "SSB_1983" 1928.97 378.99 NA NA
"SSB_1984" "SSB_1984" 2065.98 380.691 NA NA
"SSB_1985" "SSB_1985" 2070.64 373.541 NA NA
"SSB_1986" "SSB_1986" 1885.47 358.695 NA NA
"SSB_1987" "SSB_1987" 1777.54 339.309 NA NA
"SSB_1988" "SSB_1988" 1661.72 357.362 NA NA
"SSB_1989" "SSB_1989" 1664.11 375.725 NA NA
"SSB_1990" "SSB_1990" 1547.37 356.862 NA NA
"SSB_1991" "SSB_1991" 1615.52 371.298 NA NA
"SSB_1992" "SSB_1992" 1761.23 399.169 NA NA
"SSB_1993" "SSB_1993" 2041.35 440.597 NA NA
"SSB_1994" "SSB_1994" 2210.99 477.531 NA NA
"SSB_1995" "SSB_1995" 1929.43 446.374 NA NA
"SSB_1996" "SSB_1996" 2005.54 417.076 NA NA
"SSB_1997" "SSB_1997" 2093.69 416.537 NA NA
"SSB_1998" "SSB_1998" 2397.6 446.365 NA NA
"SSB_1999" "SSB_1999" 2641.76 485.276 NA NA
"SSB_2000" "SSB_2000" 2519.63 509.369 NA NA
"SSB_2001" "SSB_2001" 2779.77 524.529 NA NA
"SSB_2002" "SSB_2002" 2825.54 473.04 NA NA
"SSB_2003" "SSB_2003" 2393.17 403.042 NA NA
"SSB_2004" "SSB_2004" 1900.2 350.846 NA NA
"SSB_2005" "SSB_2005" 1539.6 327.198 NA NA
"SSB_2006" "SSB_2006" 1569.21 335.828 NA NA
"SSB_2007" "SSB_2007" 1732.17 364.357 NA NA
"SSB_2008" "SSB_2008" 1803.27 387.773 NA NA
"SSB_2009" "SSB_2009" 1794.49 392.303 NA NA
"SSB_2010" "SSB_2010" 1895.07 375.062 NA NA
"SSB_2011" "SSB_2011" 1805.91 339.861 NA NA
"SSB_2012" "SSB_2012" 1484.71 297.928 NA NA
"SSB_2013" "SSB_2013" 1228.21 261.129 NA NA
"SSB_2014" "SSB_2014" 1293 243.075 NA NA
"SSB_2015" "SSB_2015" 1122.2 225.608 NA NA
"SSB_2016" "SSB_2016" 1016.97 224.419 NA NA
"SSB_2017" "SSB_2017" 1052.68 234.961 NA NA
"SSB_2018" "SSB_2018" 1177.45 256.035 NA NA
"SSB_2019" "SSB_2019" 1159.29 261.873 NA NA
"SSB_2020" "SSB_2020" 1078.82 270.141 NA NA
"SSB_2021" "SSB_2021" 1052.03 306.247 NA NA
"SSB_2022" "SSB_2022" 1300.27 417.263 NA NA
"SSB_2023" "SSB_2023" 1870.83 617.041 NA NA
"Recr_Virgin" "Recr_Virgin" 157.45 4.53532 NA NA
"Recr_Initial" "Recr_Initial" 157.45 4.53532 NA NA
"Recr_1952" "Recr_1952" 165.711 33.832 NA NA
"Recr_1953" "Recr_1953" 165.067 33.4699 NA NA
"Recr_1954" "Recr_1954" 161.996 32.5809 NA NA
"Recr_1955" "Recr_1955" 160.064 32.064 NA NA
"Recr_1956" "Recr_1956" 158.729 31.9967 NA NA
"Recr_1957" "Recr_1957" 160.62 32.6174 NA NA
"Recr_1958" "Recr_1958" 161.718 32.6565 NA NA
"Recr_1959" "Recr_1959" 155.102 31.5048 NA NA
"Recr_1960" "Recr_1960" 154.849 31.1325 NA NA
"Recr_1961" "Recr_1961" 148.939 29.6312 NA NA
"Recr_1962" "Recr_1962" 136.347 27.8955 NA NA
"Recr_1963" "Recr_1963" 132.181 27.3369 NA NA
"Recr_1964" "Recr_1964" 126.213 26.543 NA NA
"Recr_1965" "Recr_1965" 129.515 26.4607 NA NA
"Recr_1966" "Recr_1966" 128.319 26.2533 NA NA
"Recr_1967" "Recr_1967" 126.067 26.3355 NA NA
"Recr_1968" "Recr_1968" 134.177 26.5144 NA NA
"Recr_1969" "Recr_1969" 136.345 25.8292 NA NA
"Recr_1970" "Recr_1970" 135.176 25.3606 NA NA
"Recr_1971" "Recr_1971" 131.974 25.2279 NA NA
"Recr_1972" "Recr_1972" 124.888 24.7036 NA NA
"Recr_1973" "Recr_1973" 122.206 23.4072 NA NA
"Recr_1974" "Recr_1974" 111.158 21.3617 NA NA
"Recr_1975" "Recr_1975" 111.539 21.2259 NA NA
"Recr_1976" "Recr_1976" 122.218 22.1651 NA NA
"Recr_1977" "Recr_1977" 127.902 23.4635 NA NA
"Recr_1978" "Recr_1978" 152.824 23.7212 NA NA
"Recr_1979" "Recr_1979" 145.81 23.6651 NA NA
"Recr_1980" "Recr_1980" 151.837 20.2585 NA NA
"Recr_1981" "Recr_1981" 108.715 17.5528 NA NA
"Recr_1982" "Recr_1982" 125.061 18.5616 NA NA
"Recr_1983" "Recr_1983" 100.487 15.5535 NA NA
"Recr_1984" "Recr_1984" 99.0111 13.9884 NA NA
"Recr_1985" "Recr_1985" 79.4862 13.4174 NA NA
"Recr_1986" "Recr_1986" 107.003 21.0966 NA NA
"Recr_1987" "Recr_1987" 169.07 24.3984 NA NA
"Recr_1988" "Recr_1988" 117.647 19.8886 NA NA
"Recr_1989" "Recr_1989" 103.286 18.3571 NA NA
"Recr_1990" "Recr_1990" 101.839 19.8048 NA NA
"Recr_1991" "Recr_1991" 121.808 24.2153 NA NA
"Recr_1992" "Recr_1992" 147.532 26.7405 NA NA
"Recr_1993" "Recr_1993" 148.16 25.8852 NA NA
"Recr_1994" "Recr_1994" 130.036 22.5135 NA NA
"Recr_1995" "Recr_1995" 123.031 23.0891 NA NA
"Recr_1996" "Recr_1996" 250.769 28.5335 NA NA
"Recr_1997" "Recr_1997" 140.086 18.6719 NA NA
"Recr_1998" "Recr_1998" 201.68 24.7484 NA NA
"Recr_1999" "Recr_1999" 170.886 16.1435 NA NA
"Recr_2000" "Recr_2000" 87.373 11.7515 NA NA
"Recr_2001" "Recr_2001" 182.843 19.0396 NA NA
"Recr_2002" "Recr_2002" 114.933 16.6111 NA NA
"Recr_2003" "Recr_2003" 129.017 20.0562 NA NA
"Recr_2004" "Recr_2004" 124.999 19.7921 NA NA
"Recr_2005" "Recr_2005" 98.6356 16.7459 NA NA
"Recr_2006" "Recr_2006" 122.895 20.7465 NA NA
"Recr_2007" "Recr_2007" 119.046 19.1244 NA NA
"Recr_2008" "Recr_2008" 108.146 16.1275 NA NA
"Recr_2009" "Recr_2009" 98.7112 14.916 NA NA
"Recr_2010" "Recr_2010" 96.1115 13.51 NA NA
"Recr_2011" "Recr_2011" 92.2436 12.7005 NA NA
"Recr_2012" "Recr_2012" 86.1349 11.6446 NA NA
"Recr_2013" "Recr_2013" 101.706 11.1773 NA NA
"Recr_2014" "Recr_2014" 80.9191 9.58909 NA NA
"Recr_2015" "Recr_2015" 85.9589 11.0198 NA NA
"Recr_2016" "Recr_2016" 85.6282 10.704 NA NA
"Recr_2017" "Recr_2017" 82.911 9.73217 NA NA
"Recr_2018" "Recr_2018" 70.361 10.2184 NA NA
"Recr_2019" "Recr_2019" 99.6309 17.9904 NA NA
"Recr_2020" "Recr_2020" 141.128 29.5182 NA NA
"Recr_2021" "Recr_2021" 103.803 23.0195 NA NA
"Recr_2022" "Recr_2022" 112.345 26.7135 NA NA
"Recr_2023" "Recr_2023" 121.109 27.44 NA NA
"SPRratio_1952" "SPRratio_1952" 0.0232341 0.0017436 -560.202 0
"SPRratio_1953" "SPRratio_1953" 0.438278 0.0249916 -22.4765 3.85911e-112
"SPRratio_1954" "SPRratio_1954" 0.520476 0.420979 -1.13907 0.127337
"SPRratio_1955" "SPRratio_1955" 0.795173 0.117166 -1.74818 0.0402163
"SPRratio_1956" "SPRratio_1956" 0.769496 0.121257 -1.90095 0.0286543
"SPRratio_1957" "SPRratio_1957" 0.750976 0.135473 -1.83818 0.0330182
"SPRratio_1958" "SPRratio_1958" 0.965802 0.108106 -0.316334 0.375875
