id,Fleet,Fleet_name,Yr.S,Used,Kind,Sex,Exp_Mean
30-CAAL-cUnc-cv2,3,F03_LL.JP.3,1991.125,yes,LEN,1,188.242833290573
30-CAAL-cUnc-cv2,3,F03_LL.JP.3,1991.25,yes,LEN,1,189.47230867861
30-CAAL-cUnc-cv2,3,F03_LL.JP.3,1991.375,yes,LEN,1,189.705673151868
30-CAAL-cUnc-cv2,3,F03_LL.JP.3,1992.25,yes,LEN,1,191.294613165152
30-CAAL-cUnc-cv2,3,F03_LL.JP.3,1992.375,yes,LEN,1,190.487302851016
30-CAAL-cUnc-cv2,3,F03_LL.JP.3,1993.125,yes,LEN,1,188.410412464733
30-CAAL-cUnc-cv2,3,F03_LL.JP.3,1993.25,yes,LEN,1,190.428767195712
30-CAAL-cUnc-cv2,3,F03_LL.JP.3,1993.375,yes,LEN,1,190.137963800352
30-CAAL-cUnc-cv2,3,F03_LL.JP.3,1994.125,yes,LEN,1,188.71019604109
30-CAAL-cUnc-cv2,3,F03_LL.JP.3,1994.25,yes,LEN,1,189.23323835891
30-CAAL-cUnc-cv2,3,F03_LL.JP.3,1994.375,yes,LEN,1,193.052195753024
30-CAAL-cUnc-cv2,3,F03_LL.JP.3,1995.375,yes,LEN,1,188.789629636889
30-CAAL-cUnc-cv2,3,F03_LL.JP.3,1996.25,yes,LEN,1,189.231665731666
30-CAAL-cUnc-cv2,3,F03_LL.JP.3,1996.375,yes,LEN,1,189.238972040257
30-CAAL-cUnc-cv2,3,F03_LL.JP.3,2011.375,yes,LEN,1,196.431156713769
30-CAAL-cUnc-cv2,3,F03_LL.JP.3,2012.25,yes,LEN,1,190.255025355025
30-CAAL-cUnc-cv2,3,F03_LL.JP.3,2014.125,yes,LEN,1,189.844573655426
30-CAAL-cUnc-cv2,3,F03_LL.JP.3,2014.375,yes,LEN,1,189.872812723372
30-CAAL-cUnc-cv2,3,F03_LL.JP.3,2015.25,yes,LEN,1,189.658908704655
30-CAAL-cUnc-cv2,3,F03_LL.JP.3,2016.125,yes,LEN,1,188.36854152197
30-CAAL-cUnc-cv2,3,F03_LL.JP.3,2016.25,yes,LEN,1,191.184587118459
30-CAAL-cUnc-cv2,3,F03_LL.JP.3,2016.375,yes,LEN,1,191.362128627077
30-CAAL-cUnc-cv2,3,F03_LL.JP.3,2020.375,yes,LEN,1,191.741692348338
30-CAAL-cUnc-cv2,5,F05_LL.TW.4,2006.375,yes,LEN,1,173.211302158197
30-CAAL-cUnc-cv2,5,F05_LL.TW.4,2007.25,yes,LEN,1,181.754485660481
30-CAAL-cUnc-cv2,5,F05_LL.TW.4,2007.375,yes,LEN,1,172.894557753463
30-CAAL-cUnc-cv2,5,F05_LL.TW.4,2008.375,yes,LEN,1,177.083017083017
30-CAAL-cUnc-cv2,5,F05_LL.TW.4,2009.125,yes,LEN,1,170.087067941793
30-CAAL-cUnc-cv2,5,F05_LL.TW.4,2010.25,yes,LEN,1,174.361329157117
30-CAAL-cUnc-cv2,5,F05_LL.TW.4,2010.375,yes,LEN,1,174.891184434711
30-CAAL-cUnc-cv2,5,F05_LL.TW.4,2011.375,yes,LEN,1,175.76512238153
30-CAAL-cUnc-cv2,5,F05_LL.TW.4,2014.375,yes,LEN,1,172.435978243598
30-CAAL-cUnc-cv2,5,F05_LL.TW.4,2017.375,yes,LEN,1,169.643249
30-CAAL-cUnc-cv2,5,F05_LL.TW.4,2018.375,yes,LEN,1,173.13852692145
30-CAAL-cUnc-cv2,5,F05_LL.TW.4,2019.375,yes,LEN,1,172.94804077052
30-CAAL-cUnc-cv2,5,F05_LL.TW.4,2020.375,yes,LEN,1,169.830195339812
30-CAAL-cUnc-cv2,5,F05_LL.TW.4,2020.5,yes,LEN,1,166.331747517878
30-CAAL-cUnc-cv2,5,F05_LL.TW.4,2021.25,yes,LEN,1,168.29009944198
30-CAAL-cUnc-cv2,5,F05_LL.TW.4,2021.375,yes,LEN,1,171.004727151418
30-CAAL-cUnc-cv2,5,F05_LL.TW.4,2022.25,yes,LEN,1,172.859978070011
30-CAAL-cUnc-cv2,10,F10_REC.NZ.3,1985.125,yes,LEN,1,201.886531122694
30-CAAL-cUnc-cv2,10,F10_REC.NZ.3,1986.125,yes,LEN,1,201.94424
30-CAAL-cUnc-cv2,10,F10_REC.NZ.3,1987.125,yes,LEN,1,202.580512503221
30-CAAL-cUnc-cv2,10,F10_REC.NZ.3,1988.125,yes,LEN,1,202.565034881944
30-CAAL-cUnc-cv2,10,F10_REC.NZ.3,1989.125,yes,LEN,1,200.373478060596
30-CAAL-cUnc-cv2,10,F10_REC.NZ.3,1991.125,yes,LEN,1,199.475415376723
30-CAAL-cUnc-cv2,10,F10_REC.NZ.3,1992.125,yes,LEN,1,201.06702442681
30-CAAL-cUnc-cv2,10,F10_REC.NZ.3,1993.125,yes,LEN,1,201.88301119471
30-CAAL-cUnc-cv2,10,F10_REC.NZ.3,1994.125,yes,LEN,1,201.638701669743
30-CAAL-cUnc-cv2,10,F10_REC.NZ.3,2004.125,yes,LEN,1,200.76865084627
