id,like_comp,fleet,phase,value,sizefreq_method
34-CAAL-revASPM-04,1,4,1,1,1
34-CAAL-revASPM-04,1,16,1,1,1
34-CAAL-revASPM-04,4,4,1,1,1
34-CAAL-revASPM-04,5,4,1,1,1
34-CAAL-revASPM-04,7,4,1,1,1
