id,Label,values,lambdas
34-CAAL-revASPM-04,TOTAL,-60.605,
34-CAAL-revASPM-04,Catch,3.97079e-11,
34-CAAL-revASPM-04,Equil_catch,0,
34-CAAL-revASPM-04,Survey,-31.5233,
34-CAAL-revASPM-04,Length_comp,0,
34-CAAL-revASPM-04,Age_comp,0,
34-CAAL-revASPM-04,SizeFreq,0,
34-CAAL-revASPM-04,Recruitment,-29.0817,1
34-CAAL-revASPM-04,InitEQ_Regime,0,1
34-CAAL-revASPM-04,Forecast_Recruitment,1.02591e-25,1
34-CAAL-revASPM-04,Parm_priors,0,1
34-CAAL-revASPM-04,Parm_softbounds,0,
34-CAAL-revASPM-04,Parm_devs,0,1
34-CAAL-revASPM-04,Crash_Pen,0,1
