id,factor,fleet,value
34-CAAL-revASPM-04,4,1,0.1
34-CAAL-revASPM-04,7,1,0.1
34-CAAL-revASPM-04,4,2,0.0833333
34-CAAL-revASPM-04,7,2,0.1
34-CAAL-revASPM-04,4,3,0.1
34-CAAL-revASPM-04,7,3,0.1
34-CAAL-revASPM-04,4,4,0.1
34-CAAL-revASPM-04,7,4,0.1
34-CAAL-revASPM-04,4,5,0.1
34-CAAL-revASPM-04,7,5,0.1
34-CAAL-revASPM-04,4,6,0.0555556
34-CAAL-revASPM-04,7,6,0.1
34-CAAL-revASPM-04,4,7,0.1
34-CAAL-revASPM-04,7,7,0.1
34-CAAL-revASPM-04,4,8,0.1
34-CAAL-revASPM-04,7,8,0.1
34-CAAL-revASPM-04,4,9,0.1
34-CAAL-revASPM-04,7,9,0.0833333
34-CAAL-revASPM-04,4,10,0.1
34-CAAL-revASPM-04,7,10,0.0434783
34-CAAL-revASPM-04,4,11,0.0625
34-CAAL-revASPM-04,7,11,0.1
34-CAAL-revASPM-04,4,12,0.0294118
34-CAAL-revASPM-04,7,12,0.1
34-CAAL-revASPM-04,4,13,0.1
34-CAAL-revASPM-04,7,13,0.1
34-CAAL-revASPM-04,4,14,0.1
34-CAAL-revASPM-04,7,14,0.1
34-CAAL-revASPM-04,4,15,0.0666667
34-CAAL-revASPM-04,7,15,0.0666667
34-CAAL-revASPM-04,1,16,0.190777
34-CAAL-revASPM-04,4,16,0.1
34-CAAL-revASPM-04,7,16,0.1
