id,Yr,SpawnBio,bias_adjusted,pred_recr
61-CAAL-NZdblnormV2-25,1942,11575.4,165.539,161.174
61-CAAL-NZdblnormV2-25,1943,11575.4,165.539,163.802
61-CAAL-NZdblnormV2-25,1944,11575.4,165.539,163.553
61-CAAL-NZdblnormV2-25,1945,11575.4,165.539,163.79
61-CAAL-NZdblnormV2-25,1946,11575.4,165.539,165.259
61-CAAL-NZdblnormV2-25,1947,11575.4,165.539,169.055
61-CAAL-NZdblnormV2-25,1948,11575.4,165.539,174.794
61-CAAL-NZdblnormV2-25,1949,11575.4,165.539,177.156
61-CAAL-NZdblnormV2-25,1950,11575.4,165.539,177.381
61-CAAL-NZdblnormV2-25,1951,11575.4,165.539,180.113
61-CAAL-NZdblnormV2-25,1952,11826.3,165.759,185.286
61-CAAL-NZdblnormV2-25,1953,11927.8,165.846,181.262
61-CAAL-NZdblnormV2-25,1954,10888.9,164.89,174.074
61-CAAL-NZdblnormV2-25,1955,5323.92,154.222,160.872
61-CAAL-NZdblnormV2-25,1956,4410.73,150.283,158.468
61-CAAL-NZdblnormV2-25,1957,4278.76,149.596,161.721
61-CAAL-NZdblnormV2-25,1958,4279.56,149.6,164.764
61-CAAL-NZdblnormV2-25,1959,3354.3,143.551,155.678
61-CAAL-NZdblnormV2-25,1960,3146.7,141.801,156.19
61-CAAL-NZdblnormV2-25,1961,3031.67,140.75,149.216
61-CAAL-NZdblnormV2-25,1962,2134.93,129.697,130.082
61-CAAL-NZdblnormV2-25,1963,1790.78,123.373,123.824
61-CAAL-NZdblnormV2-25,1964,1442.69,114.991,114.7
61-CAAL-NZdblnormV2-25,1965,1833.17,124.182,121.194
61-CAAL-NZdblnormV2-25,1966,1856.51,124.618,119.818
61-CAAL-NZdblnormV2-25,1967,1533.53,117.334,114.292
61-CAAL-NZdblnormV2-25,1968,1947.81,126.299,125.418
61-CAAL-NZdblnormV2-25,1969,2449.28,134.058,129.954
61-CAAL-NZdblnormV2-25,1970,2847.84,138.678,128.369
61-CAAL-NZdblnormV2-25,1971,2136.47,129.457,120.948
61-CAAL-NZdblnormV2-25,1972,1507.68,116.532,111.075
61-CAAL-NZdblnormV2-25,1973,1325.8,111.335,110.397
61-CAAL-NZdblnormV2-25,1974,1242.78,108.64,99.1886
61-CAAL-NZdblnormV2-25,1975,1312.07,110.858,99.0475
61-CAAL-NZdblnormV2-25,1976,1491.87,116.01,110.402
61-CAAL-NZdblnormV2-25,1977,1539.33,117.216,114.095
61-CAAL-NZdblnormV2-25,1978,1970.98,126.434,145.591
61-CAAL-NZdblnormV2-25,1979,1760.89,122.3,137.578
61-CAAL-NZdblnormV2-25,1980,1660.41,120.059,143.379
61-CAAL-NZdblnormV2-25,1981,2210.17,130.316,99.8356
61-CAAL-NZdblnormV2-25,1982,1853.88,124.114,113.568
61-CAAL-NZdblnormV2-25,1983,1393.97,113.118,91.6705
61-CAAL-NZdblnormV2-25,1984,1525.12,116.666,92.9251
61-CAAL-NZdblnormV2-25,1985,1515.72,116.397,70.8423
61-CAAL-NZdblnormV2-25,1986,1341.14,111.476,89.1664
61-CAAL-NZdblnormV2-25,1987,1267.45,109.134,156.553
61-CAAL-NZdblnormV2-25,1988,1136.74,104.559,110.57
61-CAAL-NZdblnormV2-25,1989,1092.11,102.837,92.2691
61-CAAL-NZdblnormV2-25,1990,1001.01,99.0804,87.9973
61-CAAL-NZdblnormV2-25,1991,1061.48,101.576,103.585
61-CAAL-NZdblnormV2-25,1992,1167.32,105.583,133.245
61-CAAL-NZdblnormV2-25,1993,1382.2,112.519,141.492
61-CAAL-NZdblnormV2-25,1994,1475.08,115.09,114.364
61-CAAL-NZdblnormV2-25,1995,1229.8,107.688,103.243
61-CAAL-NZdblnormV2-25,1996,1350.83,111.515,221.339
61-CAAL-NZdblnormV2-25,1997,1375.89,112.233,127.973
61-CAAL-NZdblnormV2-25,1998,1563.33,117.259,174.504
61-CAAL-NZdblnormV2-25,1999,1713.37,120.725,161.41
61-CAAL-NZdblnormV2-25,2000,1550.31,116.881,83.809
61-CAAL-NZdblnormV2-25,2001,1750,121.46,177.514
61-CAAL-NZdblnormV2-25,2002,1871.41,123.892,107.732
61-CAAL-NZdblnormV2-25,2003,1631.87,118.774,115.416
61-CAAL-NZdblnormV2-25,2004,1302.22,109.822,111.192
61-CAAL-NZdblnormV2-25,2005,998.921,98.6532,87.3817
61-CAAL-NZdblnormV2-25,2006,1004.75,98.8807,106.081
61-CAAL-NZdblnormV2-25,2007,1118.75,103.46,108.349
61-CAAL-NZdblnormV2-25,2008,1150.55,104.64,100.923
61-CAAL-NZdblnormV2-25,2009,1115.31,103.33,91.2652
61-CAAL-NZdblnormV2-25,2010,1245.02,107.928,89.5336
61-CAAL-NZdblnormV2-25,2011,1212.2,106.821,83.2323
61-CAAL-NZdblnormV2-25,2012,962.212,97.0179,78.7185
61-CAAL-NZdblnormV2-25,2013,765.579,87.0671,94.1782
61-CAAL-NZdblnormV2-25,2014,830.898,90.6434,73.3343
61-CAAL-NZdblnormV2-25,2015,707.604,83.6283,74.0289
61-CAAL-NZdblnormV2-25,2016,615.463,77.5715,75.6803
61-CAAL-NZdblnormV2-25,2017,628.944,78.5074,75.6227
61-CAAL-NZdblnormV2-25,2018,704.116,83.4128,59.5898
61-CAAL-NZdblnormV2-25,2019,690.149,82.5395,77.5175
61-CAAL-NZdblnormV2-25,2020,600.031,76.4776,106.799
61-CAAL-NZdblnormV2-25,2021,516.471,70.0989,77.2343
61-CAAL-NZdblnormV2-25,2022,609.919,77.957,81.6001
61-CAAL-NZdblnormV2-25,2023,892.747,94.7136,94.7136
