Label,ALL,F01_LL.JP.1,F02_LL.JP.2,F03_LL.JP.3,F04_LL.JP.4,F05_LL.TW.4,F06_LL.AU.2,F07_LL.AU.3,F08_LL.NZ.3,F09.REC.AU.3,F10_REC.NZ.3,F11_LL.ALL.1,F12_LL.ALL.2,F13_LL.ALL.3,F14_LL.ALL.4,F16_LL.JP.2_early,S01_INDEX.1-4,id
Catch_lambda,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,61-CAAL-NZdblnormV2-25
Catch_like,0.53261,0.000392343,0.000999289,0.00353724,0.00096472,0.000363562,0.000324714,0.000491273,0.000394143,0.000498751,0.00698662,0.000157926,0.00175026,0.00110481,0.000144275,0.5145,0,61-CAAL-NZdblnormV2-25
Init_equ_lambda,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,61-CAAL-NZdblnormV2-25
Init_equ_like,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61-CAAL-NZdblnormV2-25
Surv_lambda,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61-CAAL-NZdblnormV2-25
Surv_like,-26.1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26.1835,61-CAAL-NZdblnormV2-25
Surv_N_use,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,61-CAAL-NZdblnormV2-25
Surv_N_skip,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61-CAAL-NZdblnormV2-25
Length_lambda,,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,61-CAAL-NZdblnormV2-25
Length_like,141.969,0,0,14.2824,0,6.34414,0,0,0,0,21.0493,72.4331,0,0,27.8605,0,0,61-CAAL-NZdblnormV2-25
Length_N_use,,0,0,23,0,17,0,0,0,0,20,48,0,0,41,0,0,61-CAAL-NZdblnormV2-25
Length_N_skip,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61-CAAL-NZdblnormV2-25
Age_lambda,,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,61-CAAL-NZdblnormV2-25
Age_like,0.11345,0,0,0,0,0,0,0,0,0.035806,0.0510034,0,0.0266404,0,0,0,0,61-CAAL-NZdblnormV2-25
Age_N_use,,0,0,0,0,0,0,0,0,22,28,0,25,0,0,0,0,61-CAAL-NZdblnormV2-25
Age_N_skip,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61-CAAL-NZdblnormV2-25
SizeFreq_lambda:_1,,,1,1,,,1,1,,1,1,,,,,,1,61-CAAL-NZdblnormV2-25
SizeFreq_like:_1,758.363,,84.6755,32.8944,,,334.33,185.734,,55.7296,55.6904,,,,,,9.30924,61-CAAL-NZdblnormV2-25
