id,Fleet,Fleet_name,Used,Kind,Sex,Bin,Obs,Exp,Dev,effN,Nsamp_in,Nsamp_adj
61-CAAL-NZdblnormV2-25,3,F03_LL.JP.3,yes,LEN,1,150,0.2619736733,0.08981021,0.1721634633,292.48227,235.0157,23.50157
61-CAAL-NZdblnormV2-25,3,F03_LL.JP.3,yes,LEN,1,155,0.1016467435,0.15016191,-0.0485151665,322.00097,246.6102,24.66102
61-CAAL-NZdblnormV2-25,3,F03_LL.JP.3,yes,LEN,1,160,0.4021734015,0.2873977,0.1147757015,344.16397,279.0613,27.90613
61-CAAL-NZdblnormV2-25,3,F03_LL.JP.3,yes,LEN,1,165,0.6382521629,0.5323446,0.1059075629,367.51917,285.37399,28.537399
61-CAAL-NZdblnormV2-25,3,F03_LL.JP.3,yes,LEN,1,170,1.1300885506,1.0958348,0.0342537506,385.84575,291.19186,29.119186
61-CAAL-NZdblnormV2-25,3,F03_LL.JP.3,yes,LEN,1,175,1.0708283504,1.5706281,-0.4997997496,394.17366,293.554,29.3554
61-CAAL-NZdblnormV2-25,3,F03_LL.JP.3,yes,LEN,1,180,2.0293335107,2.9627296,-0.9333960893,412.91442,306.64002,30.664002
61-CAAL-NZdblnormV2-25,3,F03_LL.JP.3,yes,LEN,1,185,2.6420956001,3.164719,-0.5226233999,418.5033,309.90665,30.990665
61-CAAL-NZdblnormV2-25,3,F03_LL.JP.3,yes,LEN,1,190,3.2405472002,3.515758,-0.2752107998,420.84405,313.42835,31.342835
61-CAAL-NZdblnormV2-25,3,F03_LL.JP.3,yes,LEN,1,195,2.8063412403,2.965605,-0.1592637597,420.84405,313.42835,31.342835
61-CAAL-NZdblnormV2-25,3,F03_LL.JP.3,yes,LEN,1,200,2.3776542108,2.7201959,-0.3425416892,420.84405,313.42835,31.342835
61-CAAL-NZdblnormV2-25,3,F03_LL.JP.3,yes,LEN,1,205,1.6340529807,1.9339366,-0.2998836193,415.24943,307.85817,30.785817
61-CAAL-NZdblnormV2-25,3,F03_LL.JP.3,yes,LEN,1,120,0.0215308525,0.000470175,0.0210606775,127.8605,114.13841,11.413841
61-CAAL-NZdblnormV2-25,3,F03_LL.JP.3,yes,LEN,1,125,0.0374469832,0.000804234,0.0366427492,143.6053,121.59494,12.159494
61-CAAL-NZdblnormV2-25,3,F03_LL.JP.3,yes,LEN,1,130,0.0004986438,0.001264543,-0.0007658992,143.6053,121.59494,12.159494
61-CAAL-NZdblnormV2-25,3,F03_LL.JP.3,yes,LEN,1,135,0.0077949227,0.002796547,0.0049983757,143.6053,121.59494,12.159494
61-CAAL-NZdblnormV2-25,3,F03_LL.JP.3,yes,LEN,1,140,0.0778866021,0.00828315,0.0696034521,162.21,127.41939,12.741939
61-CAAL-NZdblnormV2-25,3,F03_LL.JP.3,yes,LEN,1,145,0.1213681231,0.02906014,0.0923079831,184.23985,146.52692,14.652692
61-CAAL-NZdblnormV2-25,3,F03_LL.JP.3,yes,LEN,1,210,1.7057103708,1.122232,0.5834783708,369.84483,281.00757,28.100757
61-CAAL-NZdblnormV2-25,3,F03_LL.JP.3,yes,LEN,1,215,1.1277379622,0.547112,0.5806259622,332.57516,267.92269,26.792269
61-CAAL-NZdblnormV2-25,3,F03_LL.JP.3,yes,LEN,1,220,0.8523702404,0.23068009,0.6216901504,293.7831,229.50192,22.950192
61-CAAL-NZdblnormV2-25,3,F03_LL.JP.3,yes,LEN,1,225,0.229254363,0.04901573,0.180238633,204.76254,163.74584,16.374584
61-CAAL-NZdblnormV2-25,3,F03_LL.JP.3,yes,LEN,1,230,0.1896826004,0.01235921,0.1773233904,149.5324,134.71558,13.471558
61-CAAL-NZdblnormV2-25,3,F03_LL.JP.3,yes,LEN,1,235,0.1025047606,0.003286145,0.0992186156,98.0818,109.73118,10.973118
61-CAAL-NZdblnormV2-25,3,F03_LL.JP.3,yes,LEN,1,240,0.0590636904,0.000806697,0.0582569934,79.4771,103.90673,10.390673
61-CAAL-NZdblnormV2-25,3,F03_LL.JP.3,yes,LEN,1,245,0.0074715704,0.000267207,0.0072043634,63.7323,96.4502,9.64502
61-CAAL-NZdblnormV2-25,3,F03_LL.JP.3,yes,LEN,1,250,0.0559987,0.000214661,0.055784039,63.7323,96.4502,9.64502
61-CAAL-NZdblnormV2-25,3,F03_LL.JP.3,yes,LEN,1,80,0.0176889711,0.0001993631,0.017489608,66.7958,60.3899,6.03899
61-CAAL-NZdblnormV2-25,3,F03_LL.JP.3,yes,LEN,1,85,0.0001993621,0.0001993663,-4.19999999999566e-09,66.7958,60.3899,6.03899
61-CAAL-NZdblnormV2-25,3,F03_LL.JP.3,yes,LEN,1,90,0.0001993621,0.0001993838,-2.17000000000001e-08,66.7958,60.3899,6.03899
61-CAAL-NZdblnormV2-25,3,F03_LL.JP.3,yes,LEN,1,95,0.0001993621,0.0001994765,-1.14400000000007e-07,66.7958,60.3899,6.03899
61-CAAL-NZdblnormV2-25,3,F03_LL.JP.3,yes,LEN,1,100,0.0001993621,0.0001998837,-5.21600000000005e-07,66.7958,60.3899,6.03899
61-CAAL-NZdblnormV2-25,3,F03_LL.JP.3,yes,LEN,1,105,0.0001993621,0.000201333,-1.97089999999999e-06,66.7958,60.3899,6.03899
61-CAAL-NZdblnormV2-25,3,F03_LL.JP.3,yes,LEN,1,110,0.0347096621,0.000306476,0.0344031861,87.7478,64.18821,6.418821
61-CAAL-NZdblnormV2-25,3,F03_LL.JP.3,yes,LEN,1,115,0.0002991525,0.000318594,-1.94415e-05,87.7478,64.18821,6.418821
61-CAAL-NZdblnormV2-25,3,F03_LL.JP.3,yes,LEN,1,60,0.0146922,9.96711e-05,0.0145925289,44.8639,47,4.7
61-CAAL-NZdblnormV2-25,3,F03_LL.JP.3,yes,LEN,1,65,9.96711e-05,9.96711e-05,0,44.8639,47,4.7
61-CAAL-NZdblnormV2-25,3,F03_LL.JP.3,yes,LEN,1,70,9.96711e-05,9.96712e-05,-1.00000000006996e-10,44.8639,47,4.7
61-CAAL-NZdblnormV2-25,3,F03_LL.JP.3,yes,LEN,1,75,9.96711e-05,9.96714e-05,-3.00000000007434e-10,44.8639,47,4.7
61-CAAL-NZdblnormV2-25,5,F05_LL.TW.4,yes,LEN,1,120,0.1832969618,0.08118337,0.1021135918,159.77704,95.127137,9.5127137
61-CAAL-NZdblnormV2-25,5,F05_LL.TW.4,yes,LEN,1,125,0.1765030529,0.07542801,0.1010750429,177.11824,100.565407,10.0565407
61-CAAL-NZdblnormV2-25,5,F05_LL.TW.4,yes,LEN,1,130,0.1857569337,0.08988899,0.0958679437,177.11824,100.565407,10.0565407
61-CAAL-NZdblnormV2-25,5,F05_LL.TW.4,yes,LEN,1,135,0.390516213,0.17346412,0.217052093,192.37044,103.484037,10.3484037
61-CAAL-NZdblnormV2-25,5,F05_LL.TW.4,yes,LEN,1,140,0.1679879537,0.2392741,-0.0712861463,192.37044,103.484037,10.3484037
61-CAAL-NZdblnormV2-25,5,F05_LL.TW.4,yes,LEN,1,145,0.2383778531,0.3809055,-0.1425276469,192.37044,103.484037,10.3484037
61-CAAL-NZdblnormV2-25,5,F05_LL.TW.4,yes,LEN,1,150,0.4044531034,0.8237909,-0.4193377966,222.20901,106.951927,10.6951927
61-CAAL-NZdblnormV2-25,5,F05_LL.TW.4,yes,LEN,1,155,0.7068341732,1.5306177,-0.8237835268,254.13646,122.463067,12.2463067
61-CAAL-NZdblnormV2-25,5,F05_LL.TW.4,yes,LEN,1,160,0.6351043332,1.1739694,-0.5388650668,254.13646,122.463067,12.2463067
61-CAAL-NZdblnormV2-25,5,F05_LL.TW.4,yes,LEN,1,165,1.4288749102,1.6508387,-0.2219637898,262.36514,123.583867,12.3583867
61-CAAL-NZdblnormV2-25,5,F05_LL.TW.4,yes,LEN,1,170,1.6256894615,1.485449,0.1402404615,262.36514,123.583867,12.3583867
61-CAAL-NZdblnormV2-25,5,F05_LL.TW.4,yes,LEN,1,175,1.9269910621,2.1388713,-0.2118802379,264.16558,125.335637,12.5335637
61-CAAL-NZdblnormV2-25,5,F05_LL.TW.4,yes,LEN,1,180,1.7408372622,1.7049032,0.0359340621999995,264.16558,125.335637,12.5335637
61-CAAL-NZdblnormV2-25,5,F05_LL.TW.4,yes,LEN,1,185,2.3909153711,2.1780893,0.2128260711,264.16558,125.335637,12.5335637
61-CAAL-NZdblnormV2-25,5,F05_LL.TW.4,yes,LEN,1,190,0.954984462,1.0677586,-0.112774138,217.77968,107.25924,10.725924
61-CAAL-NZdblnormV2-25,5,F05_LL.TW.4,yes,LEN,1,195,0.639652884,0.8715263,-0.231873416,217.77968,107.25924,10.725924
61-CAAL-NZdblnormV2-25,5,F05_LL.TW.4,yes,LEN,1,200,1.0764629411,0.6750099,0.4014530411,208.52775,105.65494,10.565494
61-CAAL-NZdblnormV2-25,5,F05_LL.TW.4,yes,LEN,1,205,0.3445104624,0.3154418,0.0290686624,178.68918,102.18705,10.218705
61-CAAL-NZdblnormV2-25,5,F05_LL.TW.4,yes,LEN,1,210,0.4881305533,0.18703613,0.3010944233,144.07888,61.96675,6.196675
61-CAAL-NZdblnormV2-25,5,F05_LL.TW.4,yes,LEN,1,215,0.2371958629,0.06511528,0.1720805829,97.17,42.06235,4.206235
61-CAAL-NZdblnormV2-25,5,F05_LL.TW.4,yes,LEN,1,220,0.1561534533,0.03356281,0.1225906433,97.17,42.06235,4.206235
61-CAAL-NZdblnormV2-25,5,F05_LL.TW.4,yes,LEN,1,225,0.1563563821,0.01247875,0.1438776321,95.36956,40.31058,4.031058
61-CAAL-NZdblnormV2-25,5,F05_LL.TW.4,yes,LEN,1,230,0.0054402237,0.003951895,0.0014883287,69.25384,27.7313,2.77313
61-CAAL-NZdblnormV2-25,5,F05_LL.TW.4,yes,LEN,1,235,0.2476114217,0.001600866,0.2460105557,69.25384,27.7313,2.77313
61-CAAL-NZdblnormV2-25,5,F05_LL.TW.4,yes,LEN,1,240,0.0447115531,0.000840217,0.0438713361,69.25384,27.7313,2.77313
61-CAAL-NZdblnormV2-25,5,F05_LL.TW.4,yes,LEN,1,245,0.1175823621,0.000341225,0.1172411371,39.10964,5.98327,0.598327
61-CAAL-NZdblnormV2-25,5,F05_LL.TW.4,yes,LEN,1,250,0.0001993621,0.000204755,-5.39289999999999e-06,30.45534,4.7685,0.47685
61-CAAL-NZdblnormV2-25,5,F05_LL.TW.4,yes,LEN,1,255,0.051578991,0.000200367,0.051378624,30.45534,4.7685,0.47685
61-CAAL-NZdblnormV2-25,5,F05_LL.TW.4,yes,LEN,1,260,9.9691e-05,9.97348e-05,-4.38000000000012e-08,23.6516,1.30775,0.130775
61-CAAL-NZdblnormV2-25,5,F05_LL.TW.4,yes,LEN,1,265,9.9691e-05,9.96962e-05,-5.19999999999785e-09,23.6516,1.30775,0.130775
61-CAAL-NZdblnormV2-25,5,F05_LL.TW.4,yes,LEN,1,270,0.0416376,9.96915e-05,0.0415379085,23.6516,1.30775,0.130775
61-CAAL-NZdblnormV2-25,5,F05_LL.TW.4,yes,LEN,1,95,0.1174084,0.000997666,0.116410734,15.45804,4.67552,0.467552
61-CAAL-NZdblnormV2-25,5,F05_LL.TW.4,yes,LEN,1,100,0.0770840621,0.001726435,0.0753576271,36.38474,5.228187,0.5228187
61-CAAL-NZdblnormV2-25,5,F05_LL.TW.4,yes,LEN,1,105,0.0002991824,0.003382921,-0.0030837386,36.38474,5.228187,0.5228187
61-CAAL-NZdblnormV2-25,5,F05_LL.TW.4,yes,LEN,1,110,0.0224881824,0.01226196,0.0102262224,75.06494,24.011787,2.4011787
61-CAAL-NZdblnormV2-25,5,F05_LL.TW.4,yes,LEN,1,115,0.0181714728,0.01959008,-0.0014186072,85.27194,38.616887,3.8616887
