id,number,name,tag,n_warn,par_status,par_afterbound,nfleets,startyr,endyr,n_seasons,ss_version,n_par_active,n_par_active_nd,n_par_total,log_det_hessian,mgc,nll,Catch,Equil_catch,Survey,Length_comp,Age_comp,SizeFreq,Recruitment,InitEQ_Regime,Forecast_Recruitment,Parm_priors,Parm_softbounds,Parm_devs,Crash_Pen,ltrend,runs,ar,sdr,sigmaR,steepness,M_m,L0_m,Linf_m,k_m,M_f,L0_f,Linf_f,k_f,F_2016,F_2022,SSB_virgin,SSB_Initial,SSB_2016,SSB_2022,MSY,SSB_MSY,F_MSY,B_Bmsy_2016,B_Bmsy_2022,F_Fmsy_2016,F_Fmsy_2022,R_virgin,R_initial,dep_st,dep_dyn_2016,dep_dyn_2022,mohns_rho_ssb,mohns_rho_f,average_xval_cpue_mase,average_xval_len_mase
61-CAAL-NZdblnormV2-25,61,CAAL-NZdblnormV2-25,,146,0.218978102189781,0.985401459854015,16,1952,2022,4,3.3,219,137,2609,1071.06,0.0624599,874.904,0.53261,0,-26.1835,141.969,0.11345,758.363,0.0614998,0,0.0260755,0,0.0209231,0,0,0.482,5.41451572602679e-05,0.0693363090083861,0.186427006918036,0.2,0.8,,,,0.456314,0.36,78.0923,220.391,0.456314,2.4478,1.72376,11575.4,11575.4,615.463,609.919,1972.65,2559.72,0.856568,0.240442,0.238276,2.4478,1.72376,165.539,165.539,0.0771245054166595,0.0592931599229287,0.0593266022741642,,,,
