id,sex,age,m,len,len_sd,wt,mat,mat_fec,sr
17-CAAL-noAU-ASPM,1,0,0.707867,74.508,9.9314,2.99507,4.85287e-09,0,
17-CAAL-noAU-ASPM,1,1,0.4718,133.727,10.3899,23.1336,0.000675974,0.0260427,
17-CAAL-noAU-ASPM,1,2,0.4007,168.842,10.6617,52.8571,0.18586,12.3807,
17-CAAL-noAU-ASPM,1,3,0.3766,189.664,10.8229,79.9195,0.72814,62.2022,
17-CAAL-noAU-ASPM,1,4,0.3669,202.011,10.9185,100.034,0.929018,94.7367,
17-CAAL-noAU-ASPM,1,5,0.3629,209.332,10.9752,113.557,0.974787,111.509,
17-CAAL-noAU-ASPM,1,6,0.3612,213.674,11.0088,122.173,0.987287,121.083,
17-CAAL-noAU-ASPM,1,7,0.3605,216.248,11.0287,127.499,0.991706,126.764,
17-CAAL-noAU-ASPM,1,8,0.3602,217.775,11.0405,130.736,0.993604,130.158,
17-CAAL-noAU-ASPM,1,9,0.36,218.68,11.0475,132.683,0.994529,132.182,
17-CAAL-noAU-ASPM,1,10,0.36,219.463,11.0517,134.383,0.995229,133.941,
17-CAAL-noAU-ASPM,1,0.25,0.64885,92.3273,10.0694,6.29536,1.72761e-07,0,
17-CAAL-noAU-ASPM,1,1.25,0.454025,144.293,10.4717,30.2756,0.0050294,0.0260427,
17-CAAL-noAU-ASPM,1,2.25,0.394675,175.107,10.7102,60.1626,0.329598,12.3807,
17-CAAL-noAU-ASPM,1,3.25,0.374175,193.379,10.8517,85.6314,0.807944,62.2022,
17-CAAL-noAU-ASPM,1,4.25,0.3659,204.214,10.9356,103.973,0.947111,94.7367,
17-CAAL-noAU-ASPM,1,5.25,0.362475,210.639,10.9853,116.102,0.979378,111.509,
17-CAAL-noAU-ASPM,1,6.25,0.361025,214.448,11.0148,123.758,0.988803,121.083,
17-CAAL-noAU-ASPM,1,7.25,0.360425,216.707,11.0323,128.467,0.992326,126.764,
17-CAAL-noAU-ASPM,1,8.25,0.36015,218.047,11.0426,131.32,0.993897,130.158,
17-CAAL-noAU-ASPM,1,9.25,0.36,218.841,11.0488,133.032,0.99468,132.182,
17-CAAL-noAU-ASPM,1,10.25,0.36,219.528,11.0517,134.526,0.995284,133.941,
17-CAAL-noAU-ASPM,1,0.5,0.589834,107.964,10.1904,10.8837,3.97237e-06,0,
17-CAAL-noAU-ASPM,1,1.5,0.43625,153.565,10.5434,37.7515,0.0246401,0.0260427,
17-CAAL-noAU-ASPM,1,2.5,0.38865,180.606,10.7528,67.1514,0.48273,12.3807,
17-CAAL-noAU-ASPM,1,3.5,0.37175,196.64,10.8769,90.8818,0.864053,62.2022,
17-CAAL-noAU-ASPM,1,4.5,0.3649,206.147,10.9505,107.522,0.959655,94.7367,
17-CAAL-noAU-ASPM,1,5.5,0.36205,211.785,10.9942,118.369,0.982775,111.509,
17-CAAL-noAU-ASPM,1,6.5,0.36085,215.128,11.02,125.162,0.989995,121.083,
17-CAAL-noAU-ASPM,1,7.5,0.36035,217.111,11.0354,129.321,0.992835,126.764,
17-CAAL-noAU-ASPM,1,8.5,0.3601,218.286,11.0445,131.833,0.994143,130.158,
17-CAAL-noAU-ASPM,1,9.5,0.36,218.983,11.0499,133.34,0.99481,132.182,
17-CAAL-noAU-ASPM,1,10.5,0.36,219.586,11.0517,134.652,0.995332,133.941,
17-CAAL-noAU-ASPM,1,0.75,0.530817,121.686,10.2966,16.58,6.20503e-05,0,
17-CAAL-noAU-ASPM,1,1.75,0.418475,161.702,10.6064,45.3395,0.0803984,0.0260427,
17-CAAL-noAU-ASPM,1,2.75,0.382625,185.43,10.7901,73.7519,0.619581,12.3807,
17-CAAL-noAU-ASPM,1,3.75,0.369325,199.501,10.8991,95.6773,0.902646,62.2022,
17-CAAL-noAU-ASPM,1,4.75,0.3639,207.844,10.9637,110.707,0.968478,94.7367,
17-CAAL-noAU-ASPM,1,5.75,0.361625,212.791,11.002,120.384,0.985332,111.509,
17-CAAL-noAU-ASPM,1,6.75,0.360675,215.725,11.0247,126.403,0.990943,121.083,
17-CAAL-noAU-ASPM,1,7.75,0.360275,217.464,11.0381,130.073,0.993255,126.764,
17-CAAL-noAU-ASPM,1,8.75,0.36005,218.496,11.0461,132.285,0.994352,130.158,
17-CAAL-noAU-ASPM,1,9.75,0.36,219.107,11.0509,133.61,0.994921,132.182,
17-CAAL-noAU-ASPM,1,10.75,0.36,219.636,11.0517,134.762,0.995374,133.941,
