id,Label,Value,Parm_StDev,Phase,Min,Max,Init,Status,Afterbound
17-CAAL-noAU-ASPM,L_at_Amin_Fem_GP_1,74.508,0,7,5,100,74.508,OK,OK
17-CAAL-noAU-ASPM,L_at_Amax_Fem_GP_1,219.217,0,6,50,600,219.217,OK,OK
17-CAAL-noAU-ASPM,VonBert_K_Fem_GP_1,0.52261,0,8,0.01,0.99,0.52261,OK,OK
17-CAAL-noAU-ASPM,SR_LN(R0),5.01745,0,1,2,15,5.01745,OK,OK
17-CAAL-noAU-ASPM,F_fleet_15_YR_1952_s_4,0.000926826,0,5,0,20,0.05,act,CHECK
17-CAAL-noAU-ASPM,F_fleet_15_YR_1953_s_1,0.000213448,0,5,0,20,0.05,act,CHECK
17-CAAL-noAU-ASPM,F_fleet_15_YR_1953_s_3,0.00429252,0,5,0,20,0.05,act,OK
17-CAAL-noAU-ASPM,F_fleet_15_YR_1953_s_4,0.461289,0,5,0,20,0.05,act,OK
17-CAAL-noAU-ASPM,F_fleet_15_YR_1954_s_1,0.0598467,0,5,0,20,0.05,act,OK
17-CAAL-noAU-ASPM,F_fleet_15_YR_1954_s_2,0.00216684,0,5,0,20,0.05,act,OK
17-CAAL-noAU-ASPM,F_fleet_15_YR_1954_s_3,0.608698,0,5,0,20,0.05,act,OK
17-CAAL-noAU-ASPM,F_fleet_15_YR_1954_s_4,2.96949,0,5,0,20,0.05,act,OK
17-CAAL-noAU-ASPM,F_fleet_15_YR_1955_s_1,0.125217,0,5,0,20,0.05,act,OK
17-CAAL-noAU-ASPM,F_fleet_15_YR_1955_s_2,0.00784168,0,5,0,20,0.05,act,OK
17-CAAL-noAU-ASPM,F_fleet_15_YR_1955_s_3,0.608457,0,5,0,20,0.05,act,OK
17-CAAL-noAU-ASPM,F_fleet_15_YR_1955_s_4,1.33224,0,5,0,20,0.05,act,OK
17-CAAL-noAU-ASPM,F_fleet_15_YR_1956_s_1,0.0592161,0,5,0,20,0.05,act,OK
17-CAAL-noAU-ASPM,F_fleet_15_YR_1956_s_2,0.0100224,0,5,0,20,0.05,act,OK
17-CAAL-noAU-ASPM,F_fleet_15_YR_1956_s_3,0.34333,0,5,0,20,0.05,act,OK
17-CAAL-noAU-ASPM,F_fleet_15_YR_1956_s_4,1.21676,0,5,0,20,0.05,act,OK
17-CAAL-noAU-ASPM,F_fleet_15_YR_1957_s_1,0.0182065,0,5,0,20,0.05,act,OK
17-CAAL-noAU-ASPM,F_fleet_15_YR_1957_s_2,0.00753883,0,5,0,20,0.05,act,OK
17-CAAL-noAU-ASPM,F_fleet_15_YR_1957_s_3,0.258327,0,5,0,20,0.05,act,OK
17-CAAL-noAU-ASPM,F_fleet_15_YR_1957_s_4,1.27913,0,5,0,20,0.05,act,OK
17-CAAL-noAU-ASPM,F_fleet_15_YR_1958_s_1,0.0107687,0,5,0,20,0.05,act,OK
17-CAAL-noAU-ASPM,F_fleet_15_YR_1958_s_2,0.00461688,0,5,0,20,0.05,act,OK
17-CAAL-noAU-ASPM,F_fleet_15_YR_1958_s_3,0.554382,0,5,0,20,0.05,act,OK
17-CAAL-noAU-ASPM,F_fleet_15_YR_1958_s_4,2.05186,0,5,0,20,0.05,act,OK
17-CAAL-noAU-ASPM,F_fleet_15_YR_1959_s_1,0.0544333,0,5,0,20,0.05,act,OK
17-CAAL-noAU-ASPM,F_fleet_15_YR_1959_s_2,0.0613375,0,5,0,20,0.05,act,OK
17-CAAL-noAU-ASPM,F_fleet_15_YR_1959_s_3,1.02635,0,5,0,20,0.05,act,OK
17-CAAL-noAU-ASPM,F_fleet_15_YR_1959_s_4,1.37917,0,5,0,20,0.05,act,OK
17-CAAL-noAU-ASPM,F_fleet_15_YR_1960_s_1,0.024149,0,5,0,20,0.05,act,OK
17-CAAL-noAU-ASPM,F_fleet_15_YR_1960_s_2,0.0782987,0,5,0,20,0.05,act,OK
17-CAAL-noAU-ASPM,F_fleet_15_YR_1960_s_3,1.29476,0,5,0,20,0.05,act,OK
17-CAAL-noAU-ASPM,F_fleet_15_YR_1960_s_4,1.32397,0,5,0,20,0.05,act,OK
17-CAAL-noAU-ASPM,F_fleet_15_YR_1961_s_1,0.00807632,0,5,0,20,0.05,act,OK
17-CAAL-noAU-ASPM,F_fleet_15_YR_1961_s_2,0.0562794,0,5,0,20,0.05,act,OK
17-CAAL-noAU-ASPM,F_fleet_15_YR_1961_s_3,1.65734,0,5,0,20,0.05,act,OK
17-CAAL-noAU-ASPM,F_fleet_15_YR_1961_s_4,2.71316,0,5,0,20,0.05,act,OK
17-CAAL-noAU-ASPM,F_fleet_15_YR_1962_s_1,0.148087,0,5,0,20,0.05,act,OK
17-CAAL-noAU-ASPM,F_fleet_15_YR_1962_s_2,0.104787,0,5,0,20,0.05,act,OK
17-CAAL-noAU-ASPM,F_fleet_15_YR_1962_s_3,1.16766,0,5,0,20,0.05,act,OK
17-CAAL-noAU-ASPM,F_fleet_15_YR_1962_s_4,2.85951,0,5,0,20,0.05,act,OK
17-CAAL-noAU-ASPM,F_fleet_15_YR_1963_s_1,0.0633168,0,5,0,20,0.05,act,OK
17-CAAL-noAU-ASPM,F_fleet_15_YR_1963_s_2,0.176642,0,5,0,20,0.05,act,OK
17-CAAL-noAU-ASPM,F_fleet_15_YR_1963_s_3,0.47176,0,5,0,20,0.05,act,OK
17-CAAL-noAU-ASPM,F_fleet_15_YR_1963_s_4,3.70955,0,5,0,20,0.05,act,OK
17-CAAL-noAU-ASPM,F_fleet_15_YR_1964_s_1,0.24975,0,5,0,20,0.05,act,OK
