"Label" "Value" "StdDev" "(Val-1.0)/Stddev" "CumNorm"
"SSB_Virgin" "SSB_Virgin" 11957.5 631.229 NA NA
"SSB_Initial" "SSB_Initial" 11957.5 631.229 NA NA
"SSB_1952" "SSB_1952" 12236.5 1047.77 NA NA
"SSB_1953" "SSB_1953" 12323.9 1038.83 NA NA
"SSB_1954" "SSB_1954" 11269.8 1027.89 NA NA
"SSB_1955" "SSB_1955" 5609.06 1094.67 NA NA
"SSB_1956" "SSB_1956" 4655.22 948.83 NA NA
"SSB_1957" "SSB_1957" 4495.97 866.231 NA NA
"SSB_1958" "SSB_1958" 4464.12 833.107 NA NA
"SSB_1959" "SSB_1959" 3502.53 768.592 NA NA
"SSB_1960" "SSB_1960" 3286.34 729.125 NA NA
"SSB_1961" "SSB_1961" 3164.02 699.75 NA NA
"SSB_1962" "SSB_1962" 2183.28 610.267 NA NA
"SSB_1963" "SSB_1963" 1838.34 526.585 NA NA
"SSB_1964" "SSB_1964" 1460.11 464.36 NA NA
"SSB_1965" "SSB_1965" 1853.72 515.876 NA NA
"SSB_1966" "SSB_1966" 1864.18 556.387 NA NA
"SSB_1967" "SSB_1967" 1543.71 562.049 NA NA
"SSB_1968" "SSB_1968" 2005.63 600.051 NA NA
"SSB_1969" "SSB_1969" 2523.57 660.967 NA NA
"SSB_1970" "SSB_1970" 2945.95 697.964 NA NA
"SSB_1971" "SSB_1971" 2238.12 595.241 NA NA
"SSB_1972" "SSB_1972" 1580.67 454.499 NA NA
"SSB_1973" "SSB_1973" 1397.41 373.925 NA NA
"SSB_1974" "SSB_1974" 1301.83 357.278 NA NA
"SSB_1975" "SSB_1975" 1380.02 370.905 NA NA
"SSB_1976" "SSB_1976" 1571.42 386.118 NA NA
"SSB_1977" "SSB_1977" 1650.83 393.378 NA NA
"SSB_1978" "SSB_1978" 2130.12 407.344 NA NA
"SSB_1979" "SSB_1979" 1901.07 357.729 NA NA
"SSB_1980" "SSB_1980" 1805.03 336.792 NA NA
"SSB_1981" "SSB_1981" 2333.08 343.222 NA NA
"SSB_1982" "SSB_1982" 1960.69 290.464 NA NA
"SSB_1983" "SSB_1983" 1497.03 267.698 NA NA
"SSB_1984" "SSB_1984" 1642.87 266.05 NA NA
"SSB_1985" "SSB_1985" 1613.81 272.374 NA NA
"SSB_1986" "SSB_1986" 1473.55 252.365 NA NA
"SSB_1987" "SSB_1987" 1426.93 236.475 NA NA
"SSB_1988" "SSB_1988" 1306.61 248.035 NA NA
"SSB_1989" "SSB_1989" 1345.56 251.064 NA NA
"SSB_1990" "SSB_1990" 1193.16 250.31 NA NA
"SSB_1991" "SSB_1991" 1259.63 256.242 NA NA
"SSB_1992" "SSB_1992" 1381.23 281.947 NA NA
"SSB_1993" "SSB_1993" 1636.57 322.626 NA NA
"SSB_1994" "SSB_1994" 1831.23 353.982 NA NA
"SSB_1995" "SSB_1995" 1606.26 333.135 NA NA
"SSB_1996" "SSB_1996" 1745.4 341.498 NA NA
"SSB_1997" "SSB_1997" 2069.5 400.112 NA NA
"SSB_1998" "SSB_1998" 2549.38 427.259 NA NA
"SSB_1999" "SSB_1999" 2268.22 402.072 NA NA
"SSB_2000" "SSB_2000" 1872.45 348.634 NA NA
"SSB_2001" "SSB_2001" 1685.93 319.021 NA NA
"SSB_2002" "SSB_2002" 1650.43 333.785 NA NA
"SSB_2003" "SSB_2003" 1789.77 319.252 NA NA
"SSB_2004" "SSB_2004" 1570.99 288.367 NA NA
"SSB_2005" "SSB_2005" 1326.4 251.622 NA NA
"SSB_2006" "SSB_2006" 1254.37 244.803 NA NA
"SSB_2007" "SSB_2007" 1324.88 260.204 NA NA
"SSB_2008" "SSB_2008" 1422.11 269.869 NA NA
"SSB_2009" "SSB_2009" 1349.84 271.223 NA NA
"SSB_2010" "SSB_2010" 1356.33 258.964 NA NA
"SSB_2011" "SSB_2011" 1300.58 235.273 NA NA
"SSB_2012" "SSB_2012" 1122.8 206.498 NA NA
"SSB_2013" "SSB_2013" 970.512 186.799 NA NA
"SSB_2014" "SSB_2014" 1086.7 190.962 NA NA
"SSB_2015" "SSB_2015" 934.606 174.193 NA NA
"SSB_2016" "SSB_2016" 829.001 165.239 NA NA
"SSB_2017" "SSB_2017" 892.214 172.014 NA NA
"SSB_2018" "SSB_2018" 958.869 191.905 NA NA
"SSB_2019" "SSB_2019" 940.687 194.595 NA NA
"SSB_2020" "SSB_2020" 935.759 206.512 NA NA
"SSB_2021" "SSB_2021" 945.532 233.227 NA NA
"SSB_2022" "SSB_2022" 1101.27 314.621 NA NA
"SSB_2023" "SSB_2023" 1461.25 472.24 NA NA
"Recr_Virgin" "Recr_Virgin" 151.025 5.37412 NA NA
"Recr_Initial" "Recr_Initial" 151.025 5.37412 NA NA
"Recr_1952" "Recr_1952" 168.693 34.4565 NA NA
"Recr_1953" "Recr_1953" 166.907 33.3855 NA NA
"Recr_1954" "Recr_1954" 160.065 31.5842 NA NA
"Recr_1955" "Recr_1955" 147.311 29.0177 NA NA
"Recr_1956" "Recr_1956" 144.459 28.4833 NA NA
"Recr_1957" "Recr_1957" 147.175 29.096 NA NA
"Recr_1958" "Recr_1958" 150.898 29.6312 NA NA
"Recr_1959" "Recr_1959" 142.717 27.9701 NA NA
"Recr_1960" "Recr_1960" 142.193 27.6208 NA NA
"Recr_1961" "Recr_1961" 139.146 26.0813 NA NA
"Recr_1962" "Recr_1962" 119.472 23.4292 NA NA
"Recr_1963" "Recr_1963" 112.747 22.7122 NA NA
"Recr_1964" "Recr_1964" 104.719 21.8328 NA NA
"Recr_1965" "Recr_1965" 110.624 22.0274 NA NA
"Recr_1966" "Recr_1966" 109.542 22.0922 NA NA
"Recr_1967" "Recr_1967" 102.846 22.242 NA NA
"Recr_1968" "Recr_1968" 114.126 22.1384 NA NA
"Recr_1969" "Recr_1969" 120.732 21.7101 NA NA
"Recr_1970" "Recr_1970" 118.702 20.7221 NA NA
"Recr_1971" "Recr_1971" 111.549 20.0095 NA NA
"Recr_1972" "Recr_1972" 102.554 19.3187 NA NA
"Recr_1973" "Recr_1973" 102.756 19.0777 NA NA
"Recr_1974" "Recr_1974" 94.8695 17.3837 NA NA
"Recr_1975" "Recr_1975" 91.361 16.9907 NA NA
"Recr_1976" "Recr_1976" 100.988 17.8123 NA NA
"Recr_1977" "Recr_1977" 105.107 17.708 NA NA
"Recr_1978" "Recr_1978" 128.194 20.0668 NA NA
"Recr_1979" "Recr_1979" 120.03 18.1197 NA NA
"Recr_1980" "Recr_1980" 142.907 16.2965 NA NA
"Recr_1981" "Recr_1981" 94.8844 13.3288 NA NA
"Recr_1982" "Recr_1982" 103.56 15.0201 NA NA
"Recr_1983" "Recr_1983" 87.764 12.755 NA NA
"Recr_1984" "Recr_1984" 92.4352 11.7111 NA NA
"Recr_1985" "Recr_1985" 68.2302 9.97898 NA NA
"Recr_1986" "Recr_1986" 81.4763 14.5711 NA NA
"Recr_1987" "Recr_1987" 142.532 20.5033 NA NA
"Recr_1988" "Recr_1988" 109.955 16.979 NA NA
"Recr_1989" "Recr_1989" 89.3948 14.3436 NA NA
"Recr_1990" "Recr_1990" 83.2905 15.2385 NA NA
"Recr_1991" "Recr_1991" 98.0928 19.0673 NA NA
"Recr_1992" "Recr_1992" 130.571 22.1771 NA NA
"Recr_1993" "Recr_1993" 128.672 22.3461 NA NA
"Recr_1994" "Recr_1994" 128.464 23.4891 NA NA
"Recr_1995" "Recr_1995" 130.567 27.3709 NA NA
"Recr_1996" "Recr_1996" 178.686 29.9835 NA NA
"Recr_1997" "Recr_1997" 131.479 21.5549 NA NA
"Recr_1998" "Recr_1998" 134.272 21.2075 NA NA
"Recr_1999" "Recr_1999" 127.628 19.401 NA NA
"Recr_2000" "Recr_2000" 108.675 20.8601 NA NA
"Recr_2001" "Recr_2001" 159.15 26.4954 NA NA
"Recr_2002" "Recr_2002" 123.818 20.6743 NA NA
"Recr_2003" "Recr_2003" 103.956 16.8742 NA NA
"Recr_2004" "Recr_2004" 101.928 16.2904 NA NA
"Recr_2005" "Recr_2005" 88.8253 14.3734 NA NA
"Recr_2006" "Recr_2006" 101.435 16.4381 NA NA
"Recr_2007" "Recr_2007" 93.5669 14.7252 NA NA
"Recr_2008" "Recr_2008" 90.7821 14.0979 NA NA
"Recr_2009" "Recr_2009" 93.1988 14.1803 NA NA
"Recr_2010" "Recr_2010" 88.1013 12.8064 NA NA
"Recr_2011" "Recr_2011" 84.9267 12.2112 NA NA
"Recr_2012" "Recr_2012" 76.3973 11.5679 NA NA
"Recr_2013" "Recr_2013" 86.568 11.7698 NA NA
"Recr_2014" "Recr_2014" 78.5908 9.84393 NA NA
"Recr_2015" "Recr_2015" 71.4941 9.55358 NA NA
"Recr_2016" "Recr_2016" 68.5116 10.4254 NA NA
"Recr_2017" "Recr_2017" 80.9126 9.95906 NA NA
"Recr_2018" "Recr_2018" 67.2271 9.84177 NA NA
"Recr_2019" "Recr_2019" 80.2137 12.416 NA NA
"Recr_2020" "Recr_2020" 103.234 20.0258 NA NA
"Recr_2021" "Recr_2021" 90.1636 19.5188 NA NA
"Recr_2022" "Recr_2022" 97.1905 23.0846 NA NA
"Recr_2023" "Recr_2023" 104.234 24.4978 NA NA
"SPRratio_1952" "SPRratio_1952" 0.0218168 0.0016415 -595.908 0
"SPRratio_1953" "SPRratio_1953" 0.408165 0.0678743 -8.71958 1.41488e-18
"SPRratio_1954" "SPRratio_1954" 1.08364 0.0616449 1.35687 0.912588
"SPRratio_1955" "SPRratio_1955" 0.941872 0.0735473 -0.790345 0.214663
"SPRratio_1956" "SPRratio_1956" 0.884736 0.0774337 -1.48855 0.0683026
"SPRratio_1957" "SPRratio_1957" 0.847461 0.0843045 -1.80938 0.035196
"SPRratio_1958" "SPRratio_1958" 1.04736 0.0662581 0.71484 0.762646
"SPRratio_1959" "SPRratio_1959" 0.992529 0.072562 -0.102957 0.458998
"SPRratio_1960" "SPRratio_1960" 1.01069 0.0701444 0.152416 0.56057
"SPRratio_1961" "SPRratio_1961" 1.16806 0.0508697 3.30368 0.999523
"SPRratio_1962" "SPRratio_1962" 1.16222 0.0547257 2.96419 0.998483
"SPRratio_1963" "SPRratio_1963" 1.19878 0.0491508 4.0443 0.999974
"SPRratio_1964" "SPRratio_1964" 1.03291 0.0764605 0.430404 0.666549
"SPRratio_1965" "SPRratio_1965" 1.08923 0.0686609 1.29958 0.903127
"SPRratio_1966" "SPRratio_1966" 1.14514 0.0677369 2.14277 0.983934
"SPRratio_1967" "SPRratio_1967" 0.982761 0.0876748 -0.196626 0.42206
"SPRratio_1968" "SPRratio_1968" 0.858833 0.0880653 -1.60298 0.0544698
"SPRratio_1969" "SPRratio_1969" 0.814495 0.0830836 -2.23275 0.0127826
"SPRratio_1970" "SPRratio_1970" 1.115 0.055176 2.08428 0.981433
"SPRratio_1971" "SPRratio_1971" 1.17397 0.0471996 3.68574 0.999886
"SPRratio_1972" "SPRratio_1972" 1.16573 0.0482982 3.43134 0.9997
"SPRratio_1973" "SPRratio_1973" 1.16825 0.0495481 3.3956 0.999658
"SPRratio_1974" "SPRratio_1974" 1.13762 0.0534649 2.57394 0.994973
"SPRratio_1975" "SPRratio_1975" 1.09075 0.0575048 1.57817 0.942737
"SPRratio_1976" "SPRratio_1976" 1.06496 0.0575825 1.12809 0.870359
"SPRratio_1977" "SPRratio_1977" 0.855902 0.0679678 -2.12009 0.016999
