id,Label,values,lambdas
17-CAAL-noAU-ASPM,TOTAL,490.749,
17-CAAL-noAU-ASPM,Catch,0.531298,
17-CAAL-noAU-ASPM,Equil_catch,0,
17-CAAL-noAU-ASPM,Survey,-32.6067,
17-CAAL-noAU-ASPM,Length_comp,107.487,
17-CAAL-noAU-ASPM,Age_comp,0.112065,
17-CAAL-noAU-ASPM,SizeFreq,424.924,
17-CAAL-noAU-ASPM,Recruitment,-9.74098,1
17-CAAL-noAU-ASPM,InitEQ_Regime,0,1
17-CAAL-noAU-ASPM,Forecast_Recruitment,0.0192233,1
17-CAAL-noAU-ASPM,Parm_priors,0,1
17-CAAL-noAU-ASPM,Parm_softbounds,0.022534,
17-CAAL-noAU-ASPM,Parm_devs,0,1
17-CAAL-noAU-ASPM,Crash_Pen,0,1
