Label,ALL,F01_LL.JP.1,F02_LL.JP.2,F03_LL.JP.3,F04_LL.JP.4,F05_LL.TW.4,F06_LL.AU.2,F07_LL.AU.3,F08_LL.NZ.3,F09.REC.AU.3,F10_REC.NZ.3,F11_LL.ALL.1,F12_LL.ALL.2,F13_LL.ALL.3,F14_LL.ALL.4,F16_LL.JP.2_early,S01_INDEX.1-4,id
Catch_lambda,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,48-CAAL-oneFleet-03
Catch_like,9.77365e-11,3.00684e-12,4.44423e-13,7.62491e-13,6.41134e-13,3.48786e-13,4.27725e-13,4.2739e-13,3.31163e-13,2.0453e-13,6.73609e-13,3.23762e-13,5.9939e-13,3.4119e-13,2.94039e-13,8.891e-11,0,48-CAAL-oneFleet-03
Init_equ_lambda,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,48-CAAL-oneFleet-03
Init_equ_like,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48-CAAL-oneFleet-03
Surv_lambda,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48-CAAL-oneFleet-03
Surv_like,-31.5814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31.5814,48-CAAL-oneFleet-03
Surv_N_use,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,48-CAAL-oneFleet-03
Surv_N_skip,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48-CAAL-oneFleet-03
Length_lambda,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48-CAAL-oneFleet-03
Length_like,13.9575,0,0,13.9575,0,8.63377,0,0,0,0,65.1562,58.4725,0,0,38.5835,0,0,48-CAAL-oneFleet-03
Length_N_use,,0,0,23,0,17,0,0,0,0,20,48,0,0,41,0,0,48-CAAL-oneFleet-03
Length_N_skip,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48-CAAL-oneFleet-03
Age_lambda,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48-CAAL-oneFleet-03
Age_like,0,0,0,0,0,0,0,0,0,0.033507,0.0475806,0,0.0239562,0,0,0,0,48-CAAL-oneFleet-03
Age_N_use,,0,0,0,0,0,0,0,0,22,28,0,25,0,0,0,0,48-CAAL-oneFleet-03
Age_N_skip,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48-CAAL-oneFleet-03
SizeFreq_lambda:_1,,,0,1,,,0,0,,0,0,,,,,,0,48-CAAL-oneFleet-03
SizeFreq_like:_1,35.6651,,256.564,35.6651,,,1043.57,406.295,,92.6071,127.468,,,,,,11.6134,48-CAAL-oneFleet-03
