"Value" "Parm_StDev" "type" "Yr"
"Early_InitAge_10" 7.722e-06 0 "Early_InitAge" 1942
"Early_InitAge_9" 3.3418e-06 0 "Early_InitAge" 1943
"Early_InitAge_8" 4.77774e-06 0 "Early_InitAge" 1944
"Early_InitAge_7" 6.81746e-06 0 "Early_InitAge" 1945
"Early_InitAge_6" 9.69836e-06 0 "Early_InitAge" 1946
"Early_InitAge_5" 1.37288e-05 0 "Early_InitAge" 1947
"Early_InitAge_4" 1.92666e-05 0 "Early_InitAge" 1948
"Early_InitAge_3" 2.65849e-05 0 "Early_InitAge" 1949
"Early_InitAge_2" 3.59235e-05 0 "Early_InitAge" 1950
"Early_InitAge_1" 4.83702e-05 0 "Early_InitAge" 1951
"Main_RecrDev_1952" 0.00010299 0 "Main_RecrDev" 1952
"Main_RecrDev_1953" 0.000125558 0 "Main_RecrDev" 1953
"Main_RecrDev_1954" 0.000155949 0 "Main_RecrDev" 1954
"Main_RecrDev_1955" 0.000196872 0 "Main_RecrDev" 1955
"Main_RecrDev_1956" 0.000251973 0 "Main_RecrDev" 1956
"Main_RecrDev_1957" 0.000326171 0 "Main_RecrDev" 1957
"Main_RecrDev_1958" 0.000426092 0 "Main_RecrDev" 1958
"Main_RecrDev_1959" 0.000560654 0 "Main_RecrDev" 1959
"Main_RecrDev_1960" 0.000741881 0 "Main_RecrDev" 1960
"Main_RecrDev_1961" 0.000985984 0 "Main_RecrDev" 1961
"Main_RecrDev_1962" 0.00131481 0 "Main_RecrDev" 1962
"Main_RecrDev_1963" 0.00175745 0 "Main_RecrDev" 1963
"Main_RecrDev_1964" 0.00235376 0 "Main_RecrDev" 1964
"Main_RecrDev_1965" 0.0031571 0 "Main_RecrDev" 1965
"Main_RecrDev_1966" 0.00423931 0 "Main_RecrDev" 1966
"Main_RecrDev_1967" 0.00569779 0 "Main_RecrDev" 1967
"Main_RecrDev_1968" 0.00766756 0 "Main_RecrDev" 1968
"Main_RecrDev_1969" 0.0103312 0 "Main_RecrDev" 1969
"Main_RecrDev_1970" 0.0139514 0 "Main_RecrDev" 1970
