id,Year,B.Bmsy,F.Fmsy
08-relax-growth,1952,4.56542,0.00805732
08-relax-growth,1953,4.54833,0.153592
08-relax-growth,1954,4.10644,1.40739
08-relax-growth,1955,1.77947,0.843841
08-relax-growth,1956,1.42666,0.719759
08-relax-growth,1957,1.3534,0.627439
08-relax-growth,1958,1.35911,1.19467
08-relax-growth,1959,0.999569,1.05166
08-relax-growth,1960,0.910469,1.14156
08-relax-growth,1961,0.849561,2.10496
08-relax-growth,1962,0.51832,2.3876
08-relax-growth,1963,0.350806,3.3088
08-relax-growth,1964,0.219083,1.65653
08-relax-growth,1965,0.351046,2.22487
08-relax-growth,1966,0.282605,2.80746
08-relax-growth,1967,0.251864,1.37718
08-relax-growth,1968,0.385266,1.16808
08-relax-growth,1969,0.445828,0.868984
08-relax-growth,1970,0.699645,2.05876
08-relax-growth,1971,0.441974,2.63164
08-relax-growth,1972,0.397737,2.57657
08-relax-growth,1973,0.355422,2.58488
08-relax-growth,1974,0.297725,3.20643
08-relax-growth,1975,0.227787,2.20445
08-relax-growth,1976,0.30131,2.35716
08-relax-growth,1977,0.273644,0.951343
08-relax-growth,1978,0.480175,2.08979
08-relax-growth,1979,0.294857,2.04316
08-relax-growth,1980,0.321985,1.40936
08-relax-growth,1981,0.394548,3.05873
08-relax-growth,1982,0.267774,3.54849
08-relax-growth,1983,0.226638,2.62459
08-relax-growth,1984,0.223522,2.7424
08-relax-growth,1985,0.230603,2.59284
08-relax-growth,1986,0.2086,2.37456
08-relax-growth,1987,0.219593,2.01647
08-relax-growth,1988,0.260844,2.83053
08-relax-growth,1989,0.22167,3.57166
08-relax-growth,1990,0.210674,2.76825
08-relax-growth,1991,0.207241,2.21781
08-relax-growth,1992,0.236034,1.65663
08-relax-growth,1993,0.281079,2.23183
08-relax-growth,1994,0.308037,3.21792
08-relax-growth,1995,0.275955,2.82967
08-relax-growth,1996,0.302751,2.3225
08-relax-growth,1997,0.36215,2.21358
08-relax-growth,1998,0.383898,2.75296
08-relax-growth,1999,0.442026,2.71064
08-relax-growth,2000,0.376156,2.32571
08-relax-growth,2001,0.420047,1.87988
08-relax-growth,2002,0.488109,2.08204
08-relax-growth,2003,0.391568,2.88874
08-relax-growth,2004,0.338045,2.96368
08-relax-growth,2005,0.243815,2.69657
08-relax-growth,2006,0.229511,2.42293
08-relax-growth,2007,0.243087,2.07708
08-relax-growth,2008,0.262131,2.48631
08-relax-growth,2009,0.245169,2.21254
08-relax-growth,2010,0.248354,2.29054
08-relax-growth,2011,0.246342,2.75917
08-relax-growth,2012,0.210518,2.87889
08-relax-growth,2013,0.181602,2.10619
08-relax-growth,2014,0.22534,2.72774
08-relax-growth,2015,0.166597,3.05328
08-relax-growth,2016,0.145282,2.64565
08-relax-growth,2017,0.156956,2.50191
08-relax-growth,2018,0.161886,2.53104
08-relax-growth,2019,0.161148,2.53186
08-relax-growth,2020,0.163674,2.7105
08-relax-growth,2021,0.148213,2.88224
08-relax-growth,2022,0.154123,2.39987
08-relax-growth,2023,0.181943,2.39987
