"Value" "Parm_StDev" "type" "Yr"
"Early_InitAge_10" -0.0100132 0 "Early_InitAge" 1942
"Early_InitAge_9" -0.0044333 0 "Early_InitAge" 1943
"Early_InitAge_8" -0.00618842 0 "Early_InitAge" 1944
"Early_InitAge_7" -0.00874517 0 "Early_InitAge" 1945
"Early_InitAge_6" -0.011585 0 "Early_InitAge" 1946
"Early_InitAge_5" -0.0144107 0 "Early_InitAge" 1947
"Early_InitAge_4" -0.0206903 0 "Early_InitAge" 1948
"Early_InitAge_3" -0.0153908 0 "Early_InitAge" 1949
"Early_InitAge_2" -0.00377296 0 "Early_InitAge" 1950
"Early_InitAge_1" -0.0078155 0 "Early_InitAge" 1951
"Main_RecrDev_1952" -0.0623659 0 "Main_RecrDev" 1952
"Main_RecrDev_1953" -0.0557073 0 "Main_RecrDev" 1953
"Main_RecrDev_1954" -0.0868274 0 "Main_RecrDev" 1954
"Main_RecrDev_1955" -0.0747597 0 "Main_RecrDev" 1955
"Main_RecrDev_1956" -0.0728847 0 "Main_RecrDev" 1956
"Main_RecrDev_1957" -0.105241 0 "Main_RecrDev" 1957
"Main_RecrDev_1958" -0.113388 0 "Main_RecrDev" 1958
"Main_RecrDev_1959" -0.0766301 0 "Main_RecrDev" 1959
"Main_RecrDev_1960" 0.0505586 0 "Main_RecrDev" 1960
"Main_RecrDev_1961" -0.137552 0 "Main_RecrDev" 1961
"Main_RecrDev_1962" -0.0403134 0 "Main_RecrDev" 1962
"Main_RecrDev_1963" 0.0470879 0 "Main_RecrDev" 1963
"Main_RecrDev_1964" -0.0525947 0 "Main_RecrDev" 1964
"Main_RecrDev_1965" 0.00247078 0 "Main_RecrDev" 1965
"Main_RecrDev_1966" 0.0885085 0 "Main_RecrDev" 1966
"Main_RecrDev_1967" -0.301866 0 "Main_RecrDev" 1967
"Main_RecrDev_1968" 0.12882 0 "Main_RecrDev" 1968
"Main_RecrDev_1969" -0.27675 0 "Main_RecrDev" 1969
"Main_RecrDev_1970" 0.0594823 0 "Main_RecrDev" 1970
"Main_RecrDev_1971" -0.0378289 0 "Main_RecrDev" 1971
"Main_RecrDev_1972" -0.165047 0 "Main_RecrDev" 1972
"Main_RecrDev_1973" -0.354628 0 "Main_RecrDev" 1973
"Main_RecrDev_1974" 0.0837919 0 "Main_RecrDev" 1974
"Main_RecrDev_1975" -0.255422 0 "Main_RecrDev" 1975
"Main_RecrDev_1976" 0.0967673 0 "Main_RecrDev" 1976
"Main_RecrDev_1977" -0.410029 0 "Main_RecrDev" 1977
"Main_RecrDev_1978" 0.00161834 0 "Main_RecrDev" 1978
"Main_RecrDev_1979" -0.100323 0 "Main_RecrDev" 1979
"Main_RecrDev_1980" 0.0518214 0 "Main_RecrDev" 1980
"Main_RecrDev_1981" 0.205341 0 "Main_RecrDev" 1981
"Main_RecrDev_1982" -0.278076 0 "Main_RecrDev" 1982
"Main_RecrDev_1983" 0.0749341 0 "Main_RecrDev" 1983
"Main_RecrDev_1984" -0.0301372 0 "Main_RecrDev" 1984
"Main_RecrDev_1985" -0.132062 0 "Main_RecrDev" 1985
"Main_RecrDev_1986" 0.0381398 0 "Main_RecrDev" 1986
"Main_RecrDev_1987" -0.0833701 0 "Main_RecrDev" 1987
"Main_RecrDev_1988" 0.394536 0 "Main_RecrDev" 1988
"Main_RecrDev_1989" 0.0658307 0 "Main_RecrDev" 1989
"Main_RecrDev_1990" -0.0106224 0 "Main_RecrDev" 1990
"Main_RecrDev_1991" -0.0697278 0 "Main_RecrDev" 1991
"Main_RecrDev_1992" 0.0195463 0 "Main_RecrDev" 1992
"Main_RecrDev_1993" 0.318595 0 "Main_RecrDev" 1993
"Main_RecrDev_1994" 0.100406 0 "Main_RecrDev" 1994
"Main_RecrDev_1995" 0.197986 0 "Main_RecrDev" 1995
"Main_RecrDev_1996" -0.0386297 0 "Main_RecrDev" 1996
"Main_RecrDev_1997" 0.53376 0 "Main_RecrDev" 1997
"Main_RecrDev_1998" 0.172722 0 "Main_RecrDev" 1998
"Main_RecrDev_1999" 0.205082 0 "Main_RecrDev" 1999
"Main_RecrDev_2000" 0.251049 0 "Main_RecrDev" 2000
"Main_RecrDev_2001" -0.233673 0 "Main_RecrDev" 2001
"Main_RecrDev_2002" 0.2498 0 "Main_RecrDev" 2002
"Main_RecrDev_2003" -0.0118332 0 "Main_RecrDev" 2003
"Main_RecrDev_2004" -0.0494355 0 "Main_RecrDev" 2004
"Main_RecrDev_2005" 0.0140777 0 "Main_RecrDev" 2005
"Main_RecrDev_2006" -0.0215253 0 "Main_RecrDev" 2006
"Main_RecrDev_2007" 0.0746254 0 "Main_RecrDev" 2007
"Main_RecrDev_2008" -0.0339503 0 "Main_RecrDev" 2008
"Main_RecrDev_2009" 0.0265646 0 "Main_RecrDev" 2009
"Main_RecrDev_2010" -0.00047691 0 "Main_RecrDev" 2010
"Main_RecrDev_2011" 0.0120869 0 "Main_RecrDev" 2011
"Main_RecrDev_2012" -0.0349687 0 "Main_RecrDev" 2012
"Main_RecrDev_2013" 0.0553712 0 "Main_RecrDev" 2013
"Main_RecrDev_2014" -0.00599971 0 "Main_RecrDev" 2014
"Main_RecrDev_2015" -0.0133842 0 "Main_RecrDev" 2015
"Main_RecrDev_2016" -0.0218762 0 "Main_RecrDev" 2016
"Main_RecrDev_2017" 0.0336192 0 "Main_RecrDev" 2017
"Main_RecrDev_2018" 0.0811431 0 "Main_RecrDev" 2018
"Main_RecrDev_2019" -0.0890106 0 "Main_RecrDev" 2019
"Main_RecrDev_2020" 0.107518 0 "Main_RecrDev" 2020
"Main_RecrDev_2021" 0.0952572 0 "Main_RecrDev" 2021
"Late_RecrDev_2022" 0.0866729 0 "Late_RecrDev" 2022
"ForeRecr_2023" 0 0 "ForeRecr" 2023
