"Value" "Parm_StDev" "type" "Yr"
"Early_InitAge_10" 0.000736084 0.200063 "Early_InitAge" 1942
"Early_InitAge_9" 0.000318409 0.20003 "Early_InitAge" 1943
"Early_InitAge_8" 0.000455303 0.200041 "Early_InitAge" 1944
"Early_InitAge_7" 0.000649882 0.200057 "Early_InitAge" 1945
"Early_InitAge_6" 0.000924869 0.200076 "Early_InitAge" 1946
"Early_InitAge_5" 0.00131077 0.200098 "Early_InitAge" 1947
"Early_InitAge_4" 0.00184426 0.200121 "Early_InitAge" 1948
"Early_InitAge_3" 0.00255742 0.200138 "Early_InitAge" 1949
"Early_InitAge_2" 0.00348792 0.200137 "Early_InitAge" 1950
"Early_InitAge_1" 0.00475432 0.20009 "Early_InitAge" 1951
"Main_RecrDev_1952" 0.0106093 0.198614 "Main_RecrDev" 1952
"Main_RecrDev_1953" 0.0119696 0.19847 "Main_RecrDev" 1953
"Main_RecrDev_1954" 0.0123558 0.198545 "Main_RecrDev" 1954
"Main_RecrDev_1955" 0.0124344 0.19853 "Main_RecrDev" 1955
"Main_RecrDev_1956" 0.0133649 0.198423 "Main_RecrDev" 1956
"Main_RecrDev_1957" 0.0142921 0.198342 "Main_RecrDev" 1957
"Main_RecrDev_1958" 0.0149494 0.198278 "Main_RecrDev" 1958
"Main_RecrDev_1959" 0.015151 0.198184 "Main_RecrDev" 1959
"Main_RecrDev_1960" 0.0150551 0.198235 "Main_RecrDev" 1960
"Main_RecrDev_1961" 0.0149548 0.198158 "Main_RecrDev" 1961
"Main_RecrDev_1962" 0.0120945 0.19845 "Main_RecrDev" 1962
"Main_RecrDev_1963" 0.00895259 0.198577 "Main_RecrDev" 1963
"Main_RecrDev_1964" 0.00783777 0.198525 "Main_RecrDev" 1964
"Main_RecrDev_1965" 0.00765235 0.198574 "Main_RecrDev" 1965
"Main_RecrDev_1966" 0.00691902 0.19863 "Main_RecrDev" 1966
"Main_RecrDev_1967" 0.00627431 0.198666 "Main_RecrDev" 1967
"Main_RecrDev_1968" 0.00676329 0.198619 "Main_RecrDev" 1968
