id,like_comp,fleet,phase,value,sizefreq_method
45-CAAL-revASPM-15,1,15,1,1,1
45-CAAL-revASPM-15,1,16,1,1,1
45-CAAL-revASPM-15,4,15,1,1,1
45-CAAL-revASPM-15,5,15,1,1,1
45-CAAL-revASPM-15,7,15,1,1,1
