"Label" "Value" "StdDev" "(Val-1.0)/Stddev" "CumNorm"
"SSB_Virgin" "SSB_Virgin" 11671.9 567.885 NA NA
"SSB_Initial" "SSB_Initial" 11671.9 567.885 NA NA
"SSB_1952" "SSB_1952" 11994 970.627 NA NA
"SSB_1953" "SSB_1953" 12105.8 976.672 NA NA
"SSB_1954" "SSB_1954" 11110.4 972.525 NA NA
"SSB_1955" "SSB_1955" 5799.92 1018.5 NA NA
"SSB_1956" "SSB_1956" 4823.43 888.449 NA NA
"SSB_1957" "SSB_1957" 4612.97 817.581 NA NA
"SSB_1958" "SSB_1958" 4543.83 792.145 NA NA
"SSB_1959" "SSB_1959" 3593.65 736.679 NA NA
"SSB_1960" "SSB_1960" 3347.34 705.035 NA NA
"SSB_1961" "SSB_1961" 3205.76 679.853 NA NA
"SSB_1962" "SSB_1962" 2264.81 601.687 NA NA
"SSB_1963" "SSB_1963" 1918.75 526.505 NA NA
"SSB_1964" "SSB_1964" 1554.64 463.656 NA NA
"SSB_1965" "SSB_1965" 1949.01 509.398 NA NA
"SSB_1966" "SSB_1966" 1979.91 539.303 NA NA
"SSB_1967" "SSB_1967" 1658.53 547.371 NA NA
"SSB_1968" "SSB_1968" 2090.66 578.233 NA NA
"SSB_1969" "SSB_1969" 2605.28 624.311 NA NA
"SSB_1970" "SSB_1970" 3017.27 657.294 NA NA
"SSB_1971" "SSB_1971" 2291.42 574.437 NA NA
"SSB_1972" "SSB_1972" 1627.35 449.776 NA NA
"SSB_1973" "SSB_1973" 1439.76 372.444 NA NA
"SSB_1974" "SSB_1974" 1366.68 356.376 NA NA
"SSB_1975" "SSB_1975" 1456.02 369.476 NA NA
"SSB_1976" "SSB_1976" 1647.42 376.95 NA NA
"SSB_1977" "SSB_1977" 1718.4 382.756 NA NA
"SSB_1978" "SSB_1978" 2177.87 397.479 NA NA
"SSB_1979" "SSB_1979" 1964.48 354.014 NA NA
"SSB_1980" "SSB_1980" 1858.05 344.366 NA NA
"SSB_1981" "SSB_1981" 2413.75 340.504 NA NA
"SSB_1982" "SSB_1982" 2038.66 301.763 NA NA
"SSB_1983" "SSB_1983" 1561 270.709 NA NA
"SSB_1984" "SSB_1984" 1697.87 274.865 NA NA
"SSB_1985" "SSB_1985" 1707.7 272.731 NA NA
"SSB_1986" "SSB_1986" 1541.14 261.289 NA NA
"SSB_1987" "SSB_1987" 1474.51 241.557 NA NA
"SSB_1988" "SSB_1988" 1353.38 258.938 NA NA
"SSB_1989" "SSB_1989" 1339.4 274.645 NA NA
"SSB_1990" "SSB_1990" 1246.7 255.114 NA NA
"SSB_1991" "SSB_1991" 1302.74 262.659 NA NA
"SSB_1992" "SSB_1992" 1425.13 285.101 NA NA
"SSB_1993" "SSB_1993" 1673.33 322.785 NA NA
"SSB_1994" "SSB_1994" 1821.67 362.153 NA NA
"SSB_1995" "SSB_1995" 1575.99 335.295 NA NA
"SSB_1996" "SSB_1996" 1689.7 311.021 NA NA
"SSB_1997" "SSB_1997" 1768.11 310.084 NA NA
"SSB_1998" "SSB_1998" 2013.64 325.125 NA NA
"SSB_1999" "SSB_1999" 2202.8 342.263 NA NA
"SSB_2000" "SSB_2000" 2049.15 356.412 NA NA
"SSB_2001" "SSB_2001" 2289.3 377.1 NA NA
"SSB_2002" "SSB_2002" 2408.5 356.13 NA NA
"SSB_2003" "SSB_2003" 2050.33 304.739 NA NA
"SSB_2004" "SSB_2004" 1617.45 263.955 NA NA
"SSB_2005" "SSB_2005" 1272.16 238.34 NA NA
"SSB_2006" "SSB_2006" 1288.56 241.55 NA NA
"SSB_2007" "SSB_2007" 1428.7 262.843 NA NA
"SSB_2008" "SSB_2008" 1476.26 281.636 NA NA
"SSB_2009" "SSB_2009" 1453.01 284.892 NA NA
"SSB_2010" "SSB_2010" 1569.62 275.535 NA NA
"SSB_2011" "SSB_2011" 1514.01 249.795 NA NA
"SSB_2012" "SSB_2012" 1230.11 214.482 NA NA
"SSB_2013" "SSB_2013" 1007.97 185.166 NA NA
"SSB_2014" "SSB_2014" 1088.52 171.97 NA NA
"SSB_2015" "SSB_2015" 927.785 153.014 NA NA
"SSB_2016" "SSB_2016" 824.352 147.921 NA NA
"SSB_2017" "SSB_2017" 852.04 154.192 NA NA
"SSB_2018" "SSB_2018" 960.18 171.123 NA NA
"SSB_2019" "SSB_2019" 945.55 174.382 NA NA
"SSB_2020" "SSB_2020" 866.578 176.427 NA NA
"SSB_2021" "SSB_2021" 812.84 198.917 NA NA
"SSB_2022" "SSB_2022" 983.654 284.571 NA NA
"SSB_2023" "SSB_2023" 1436.04 462.684 NA NA
"Recr_Virgin" "Recr_Virgin" 161.81 4.6111 NA NA
"Recr_Initial" "Recr_Initial" 161.81 4.6111 NA NA
