"Label" "Value" "StdDev" "(Val-1.0)/Stddev" "CumNorm"
"SSB_Virgin" "SSB_Virgin" 231422000 0 NA NA
"SSB_Initial" "SSB_Initial" 231422000 0 NA NA
"SSB_1952" "SSB_1952" 231426000 0 NA NA
"SSB_1953" "SSB_1953" 231427000 0 NA NA
"SSB_1954" "SSB_1954" 231428000 0 NA NA
"SSB_1955" "SSB_1955" 231424000 0 NA NA
"SSB_1956" "SSB_1956" 231428000 0 NA NA
"SSB_1957" "SSB_1957" 231434000 0 NA NA
"SSB_1958" "SSB_1958" 231441000 0 NA NA
"SSB_1959" "SSB_1959" 231448000 0 NA NA
"SSB_1960" "SSB_1960" 231459000 0 NA NA
"SSB_1961" "SSB_1961" 231473000 0 NA NA
"SSB_1962" "SSB_1962" 231490000 0 NA NA
"SSB_1963" "SSB_1963" 231515000 0 NA NA
"SSB_1964" "SSB_1964" 231548000 0 NA NA
"SSB_1965" "SSB_1965" 231593000 0 NA NA
"SSB_1966" "SSB_1966" 231644000 0 NA NA
"SSB_1967" "SSB_1967" 231705000 0 NA NA
"SSB_1968" "SSB_1968" 231787000 0 NA NA
"SSB_1969" "SSB_1969" 231901000 0 NA NA
"SSB_1970" "SSB_1970" 232060000 0 NA NA
"SSB_1971" "SSB_1971" 232284000 0 NA NA
"SSB_1972" "SSB_1972" 232600000 0 NA NA
"SSB_1973" "SSB_1973" 233044000 0 NA NA
"SSB_1974" "SSB_1974" 233664000 0 NA NA
"SSB_1975" "SSB_1975" 234530000 0 NA NA
"SSB_1976" "SSB_1976" 235738000 0 NA NA
"SSB_1977" "SSB_1977" 237407000 0 NA NA
"SSB_1978" "SSB_1978" 239600000 0 NA NA
"SSB_1979" "SSB_1979" 242045000 0 NA NA
"SSB_1980" "SSB_1980" 243887000 0 NA NA
"SSB_1981" "SSB_1981" 244366000 0 NA NA
"SSB_1982" "SSB_1982" 243594000 0 NA NA
"SSB_1983" "SSB_1983" 241856000 0 NA NA
"SSB_1984" "SSB_1984" 239499000 0 NA NA
"SSB_1985" "SSB_1985" 236964000 0 NA NA
"SSB_1986" "SSB_1986" 234602000 0 NA NA
"SSB_1987" "SSB_1987" 232988000 0 NA NA
"SSB_1988" "SSB_1988" 232481000 0 NA NA
"SSB_1989" "SSB_1989" 232889000 0 NA NA
"SSB_1990" "SSB_1990" 233269000 0 NA NA
"SSB_1991" "SSB_1991" 232745000 0 NA NA
"SSB_1992" "SSB_1992" 231755000 0 NA NA
"SSB_1993" "SSB_1993" 231401000 0 NA NA
"SSB_1994" "SSB_1994" 232420000 0 NA NA
"SSB_1995" "SSB_1995" 234479000 0 NA NA
"SSB_1996" "SSB_1996" 236800000 0 NA NA
"SSB_1997" "SSB_1997" 238781000 0 NA NA
"SSB_1998" "SSB_1998" 239758000 0 NA NA
"SSB_1999" "SSB_1999" 239044000 0 NA NA
"SSB_2000" "SSB_2000" 236762000 0 NA NA
"SSB_2001" "SSB_2001" 234142000 0 NA NA
"SSB_2002" "SSB_2002" 232314000 0 NA NA
"SSB_2003" "SSB_2003" 231475000 0 NA NA
"SSB_2004" "SSB_2004" 230873000 0 NA NA
"SSB_2005" "SSB_2005" 229609000 0 NA NA
"SSB_2006" "SSB_2006" 227598000 0 NA NA
"SSB_2007" "SSB_2007" 225367000 0 NA NA
"SSB_2008" "SSB_2008" 223315000 0 NA NA
"SSB_2009" "SSB_2009" 221394000 0 NA NA
"SSB_2010" "SSB_2010" 219597000 0 NA NA
"SSB_2011" "SSB_2011" 218125000 0 NA NA
"SSB_2012" "SSB_2012" 217024000 0 NA NA
"SSB_2013" "SSB_2013" 216292000 0 NA NA
"SSB_2014" "SSB_2014" 215869000 0 NA NA
"SSB_2015" "SSB_2015" 215602000 0 NA NA
"SSB_2016" "SSB_2016" 215395000 0 NA NA
"SSB_2017" "SSB_2017" 215409000 0 NA NA
"SSB_2018" "SSB_2018" 215997000 0 NA NA
"SSB_2019" "SSB_2019" 217344000 0 NA NA
"SSB_2020" "SSB_2020" 219285000 0 NA NA
"SSB_2021" "SSB_2021" 221511000 0 NA NA
"SSB_2022" "SSB_2022" 223554000 0 NA NA
"SSB_2023" "SSB_2023" 225032000 0 NA NA
"Recr_Virgin" "Recr_Virgin" 3265030 0 NA NA
"Recr_Initial" "Recr_Initial" 3265030 0 NA NA
"Recr_1952" "Recr_1952" 3265390 0 NA NA
"Recr_1953" "Recr_1953" 3265460 0 NA NA
"Recr_1954" "Recr_1954" 3265570 0 NA NA
"Recr_1955" "Recr_1955" 3265710 0 NA NA
"Recr_1956" "Recr_1956" 3265900 0 NA NA
"Recr_1957" "Recr_1957" 3266170 0 NA NA
"Recr_1958" "Recr_1958" 3266520 0 NA NA
"Recr_1959" "Recr_1959" 3266990 0 NA NA
"Recr_1960" "Recr_1960" 3267630 0 NA NA
"Recr_1961" "Recr_1961" 3268490 0 NA NA
"Recr_1962" "Recr_1962" 3269640 0 NA NA
"Recr_1963" "Recr_1963" 3270460 0 NA NA
"Recr_1964" "Recr_1964" 3271810 0 NA NA
"Recr_1965" "Recr_1965" 3273900 0 NA NA
"Recr_1966" "Recr_1966" 3276960 0 NA NA
"Recr_1967" "Recr_1967" 3281350 0 NA NA
"Recr_1968" "Recr_1968" 3287560 0 NA NA
"Recr_1969" "Recr_1969" 3296260 0 NA NA
"Recr_1970" "Recr_1970" 3308310 0 NA NA
"Recr_1971" "Recr_1971" 3325080 0 NA NA
"Recr_1972" "Recr_1972" 3348440 0 NA NA
"Recr_1973" "Recr_1973" 3381080 0 NA NA
"Recr_1974" "Recr_1974" 3426300 0 NA NA
"Recr_1975" "Recr_1975" 3483820 0 NA NA
"Recr_1976" "Recr_1976" 3533390 0 NA NA
"Recr_1977" "Recr_1977" 3517110 0 NA NA
"Recr_1978" "Recr_1978" 3437250 0 NA NA
"Recr_1979" "Recr_1979" 3380210 0 NA NA
"Recr_1980" "Recr_1980" 3319050 0 NA NA
"Recr_1981" "Recr_1981" 3263420 0 NA NA
"Recr_1982" "Recr_1982" 3232590 0 NA NA
"Recr_1983" "Recr_1983" 3205690 0 NA NA
"Recr_1984" "Recr_1984" 3229980 0 NA NA
"Recr_1985" "Recr_1985" 3280840 0 NA NA
"Recr_1986" "Recr_1986" 3332470 0 NA NA
"Recr_1987" "Recr_1987" 3319450 0 NA NA
"Recr_1988" "Recr_1988" 3235570 0 NA NA
"Recr_1989" "Recr_1989" 3206720 0 NA NA
"Recr_1990" "Recr_1990" 3252570 0 NA NA
"Recr_1991" "Recr_1991" 3353850 0 NA NA
"Recr_1992" "Recr_1992" 3422560 0 NA NA
"Recr_1993" "Recr_1993" 3447020 0 NA NA
"Recr_1994" "Recr_1994" 3452930 0 NA NA
"Recr_1995" "Recr_1995" 3415440 0 NA NA
"Recr_1996" "Recr_1996" 3310840 0 NA NA
"Recr_1997" "Recr_1997" 3198660 0 NA NA
"Recr_1998" "Recr_1998" 3175590 0 NA NA
"Recr_1999" "Recr_1999" 3214990 0 NA NA
"Recr_2000" "Recr_2000" 3259520 0 NA NA
"Recr_2001" "Recr_2001" 3248430 0 NA NA
"Recr_2002" "Recr_2002" 3173240 0 NA NA
"Recr_2003" "Recr_2003" 3106280 0 NA NA
"Recr_2004" "Recr_2004" 3078650 0 NA NA
"Recr_2005" "Recr_2005" 3071290 0 NA NA
"Recr_2006" "Recr_2006" 3045690 0 NA NA
"Recr_2007" "Recr_2007" 3021450 0 NA NA
"Recr_2008" "Recr_2008" 3022930 0 NA NA
"Recr_2009" "Recr_2009" 3022620 0 NA NA
"Recr_2010" "Recr_2010" 3028420 0 NA NA
"Recr_2011" "Recr_2011" 3035850 0 NA NA
"Recr_2012" "Recr_2012" 3035010 0 NA NA
"Recr_2013" "Recr_2013" 3029190 0 NA NA
"Recr_2014" "Recr_2014" 3038890 0 NA NA
"Recr_2015" "Recr_2015" 3080340 0 NA NA
"Recr_2016" "Recr_2016" 3139470 0 NA NA
"Recr_2017" "Recr_2017" 3188360 0 NA NA
"Recr_2018" "Recr_2018" 3228950 0 NA NA
"Recr_2019" "Recr_2019" 3241510 0 NA NA
"Recr_2020" "Recr_2020" 3222410 0 NA NA
"Recr_2021" "Recr_2021" 3222610 0 NA NA
"Recr_2022" "Recr_2022" 3257860 0 NA NA
"Recr_2023" "Recr_2023" 3259240 0 NA NA
"SPRratio_1952" "SPRratio_1952" 1.15983e-06 0 NA NA
"SPRratio_1953" "SPRratio_1953" 2.89201e-05 0 NA NA
