"Value" "Parm_StDev" "type" "Yr"
"Early_InitAge_10" 0.000555743 0.200051 "Early_InitAge" 1942
"Early_InitAge_9" 0.000240427 0.200023 "Early_InitAge" 1943
"Early_InitAge_8" 0.000343789 0.200032 "Early_InitAge" 1944
"Early_InitAge_7" 0.000490667 0.200045 "Early_InitAge" 1945
"Early_InitAge_6" 0.00069816 0.200062 "Early_InitAge" 1946
"Early_InitAge_5" 0.000989085 0.200084 "Early_InitAge" 1947
"Early_InitAge_4" 0.00139075 0.200111 "Early_InitAge" 1948
"Early_InitAge_3" 0.00192671 0.200142 "Early_InitAge" 1949
"Early_InitAge_2" 0.00262427 0.200175 "Early_InitAge" 1950
"Early_InitAge_1" 0.00357307 0.200202 "Early_InitAge" 1951
"Main_RecrDev_1952" 0.00581772 0.198941 "Main_RecrDev" 1952
"Main_RecrDev_1953" 0.00687592 0.198975 "Main_RecrDev" 1953
"Main_RecrDev_1954" 0.00770838 0.199069 "Main_RecrDev" 1954
"Main_RecrDev_1955" 0.00833898 0.199114 "Main_RecrDev" 1955
"Main_RecrDev_1956" 0.00952539 0.19916 "Main_RecrDev" 1956
"Main_RecrDev_1957" 0.0108499 0.199234 "Main_RecrDev" 1957
"Main_RecrDev_1958" 0.0122351 0.199308 "Main_RecrDev" 1958
"Main_RecrDev_1959" 0.0134933 0.199326 "Main_RecrDev" 1959
"Main_RecrDev_1960" 0.0146543 0.199364 "Main_RecrDev" 1960
"Main_RecrDev_1961" 0.0152123 0.199375 "Main_RecrDev" 1961
"Main_RecrDev_1962" 0.0140636 0.199399 "Main_RecrDev" 1962
"Main_RecrDev_1963" 0.0138979 0.199391 "Main_RecrDev" 1963
"Main_RecrDev_1964" 0.0143393 0.199387 "Main_RecrDev" 1964
"Main_RecrDev_1965" 0.0157438 0.199535 "Main_RecrDev" 1965
"Main_RecrDev_1966" 0.0173082 0.199628 "Main_RecrDev" 1966
"Main_RecrDev_1967" 0.0195381 0.199698 "Main_RecrDev" 1967
"Main_RecrDev_1968" 0.0241437 0.199805 "Main_RecrDev" 1968
"Main_RecrDev_1969" 0.0294724 0.199884 "Main_RecrDev" 1969
"Main_RecrDev_1970" 0.0343041 0.199957 "Main_RecrDev" 1970
"Main_RecrDev_1971" 0.0375032 0.199998 "Main_RecrDev" 1971
"Main_RecrDev_1972" 0.0408081 0.200138 "Main_RecrDev" 1972
"Main_RecrDev_1973" 0.0462796 0.200359 "Main_RecrDev" 1973
"Main_RecrDev_1974" 0.0551392 0.200557 "Main_RecrDev" 1974
"Main_RecrDev_1975" 0.0690646 0.200222 "Main_RecrDev" 1975
"Main_RecrDev_1976" 0.0838803 0.198817 "Main_RecrDev" 1976
"Main_RecrDev_1977" 0.0794419 0.197804 "Main_RecrDev" 1977
"Main_RecrDev_1978" 0.0541501 0.194828 "Main_RecrDev" 1978
"Main_RecrDev_1979" 0.0473597 0.191086 "Main_RecrDev" 1979
"Main_RecrDev_1980" 0.0213787 0.188582 "Main_RecrDev" 1980
"Main_RecrDev_1981" -0.0251995 0.186503 "Main_RecrDev" 1981
"Main_RecrDev_1982" -0.0503398 0.186021 "Main_RecrDev" 1982
"Main_RecrDev_1983" -0.0746129 0.186725 "Main_RecrDev" 1983
