id,Label,values,lambdas
03-chg-selex-1979,TOTAL,1417.15,
03-chg-selex-1979,Catch,7.2593e-05,
03-chg-selex-1979,Equil_catch,0.584615,
03-chg-selex-1979,Survey,-33.4889,
03-chg-selex-1979,Length_comp,545.55,
03-chg-selex-1979,SizeFreq,883.516,
03-chg-selex-1979,Recruitment,20.924,1
03-chg-selex-1979,InitEQ_Regime,0,1
03-chg-selex-1979,Forecast_Recruitment,0.0390478,1
03-chg-selex-1979,Parm_priors,0,1
03-chg-selex-1979,Parm_softbounds,0.0281716,
03-chg-selex-1979,Parm_devs,0,1
03-chg-selex-1979,Crash_Pen,0,1
