"Value" "Parm_StDev" "type" "Yr"
"Early_InitAge_10" -0.0110142 0.198857 "Early_InitAge" 1969
"Early_InitAge_9" -0.00738444 0.199243 "Early_InitAge" 1970
"Early_InitAge_8" -0.0122045 0.198729 "Early_InitAge" 1971
"Early_InitAge_7" -0.0199657 0.197871 "Early_InitAge" 1972
"Early_InitAge_6" -0.0319887 0.196467 "Early_InitAge" 1973
"Early_InitAge_5" -0.0489736 0.19433 "Early_InitAge" 1974
"Early_InitAge_4" -0.0672973 0.191641 "Early_InitAge" 1975
"Early_InitAge_3" -0.0675435 0.189216 "Early_InitAge" 1976
"Early_InitAge_2" -0.00361599 0.180859 "Early_InitAge" 1977
"Early_InitAge_1" 0.00809122 0.166907 "Early_InitAge" 1978
"Main_RecrDev_1979" 0.142555 0.159223 "Main_RecrDev" 1979
"Main_RecrDev_1980" 0.208671 0.150873 "Main_RecrDev" 1980
"Main_RecrDev_1981" 0.0346402 0.148729 "Main_RecrDev" 1981
"Main_RecrDev_1982" -0.138016 0.162358 "Main_RecrDev" 1982
"Main_RecrDev_1983" 0.0754831 0.157503 "Main_RecrDev" 1983
"Main_RecrDev_1984" -0.223714 0.160632 "Main_RecrDev" 1984
"Main_RecrDev_1985" -0.0852127 0.153042 "Main_RecrDev" 1985
"Main_RecrDev_1986" -0.344366 0.153666 "Main_RecrDev" 1986
"Main_RecrDev_1987" 0.166644 0.167021 "Main_RecrDev" 1987
"Main_RecrDev_1988" 0.306101 0.17052 "Main_RecrDev" 1988
"Main_RecrDev_1989" -0.000871289 0.170574 "Main_RecrDev" 1989
"Main_RecrDev_1990" -0.0466158 0.171706 "Main_RecrDev" 1990
"Main_RecrDev_1991" -0.0370533 0.175346 "Main_RecrDev" 1991
"Main_RecrDev_1992" 0.131063 0.176576 "Main_RecrDev" 1992
"Main_RecrDev_1993" 0.0904872 0.178692 "Main_RecrDev" 1993
"Main_RecrDev_1994" 0.0750674 0.17282 "Main_RecrDev" 1994
"Main_RecrDev_1995" -0.0936673 0.171203 "Main_RecrDev" 1995
"Main_RecrDev_1996" 0.318895 0.148964 "Main_RecrDev" 1996
"Main_RecrDev_1997" 0.664777 0.118853 "Main_RecrDev" 1997
"Main_RecrDev_1998" 0.289622 0.117276 "Main_RecrDev" 1998
"Main_RecrDev_1999" 0.316916 0.111401 "Main_RecrDev" 1999
"Main_RecrDev_2000" -0.193262 0.117832 "Main_RecrDev" 2000
"Main_RecrDev_2001" -0.17236 0.119281 "Main_RecrDev" 2001
"Main_RecrDev_2002" 0.0374741 0.120987 "Main_RecrDev" 2002
"Main_RecrDev_2003" 0.0925671 0.150942 "Main_RecrDev" 2003
"Main_RecrDev_2004" 0.232242 0.148659 "Main_RecrDev" 2004
"Main_RecrDev_2005" 0.0223806 0.144287 "Main_RecrDev" 2005
"Main_RecrDev_2006" -0.0497 0.130898 "Main_RecrDev" 2006
"Main_RecrDev_2007" -0.152737 0.138019 "Main_RecrDev" 2007
"Main_RecrDev_2008" -0.166999 0.138157 "Main_RecrDev" 2008
"Main_RecrDev_2009" -0.350827 0.135676 "Main_RecrDev" 2009
"Main_RecrDev_2010" -0.401529 0.130875 "Main_RecrDev" 2010
"Main_RecrDev_2011" -0.390971 0.124943 "Main_RecrDev" 2011
"Main_RecrDev_2012" -0.254657 0.127042 "Main_RecrDev" 2012
"Main_RecrDev_2013" -0.124728 0.112261 "Main_RecrDev" 2013
"Main_RecrDev_2014" -0.164049 0.112481 "Main_RecrDev" 2014
"Main_RecrDev_2015" -0.120937 0.11395 "Main_RecrDev" 2015
"Main_RecrDev_2016" -0.148758 0.115941 "Main_RecrDev" 2016
"Main_RecrDev_2017" -0.0543574 0.116662 "Main_RecrDev" 2017
"Main_RecrDev_2018" -0.199299 0.119071 "Main_RecrDev" 2018
"Main_RecrDev_2019" -0.0570746 0.123181 "Main_RecrDev" 2019
"Main_RecrDev_2020" 0.467795 0.121729 "Main_RecrDev" 2020
"Main_RecrDev_2021" 0.298382 0.13839 "Main_RecrDev" 2021
"Late_RecrDev_2022" 0.0558911 0.187915 "Late_RecrDev" 2022
"ForeRecr_2023" 0 0.2 "ForeRecr" 2023
