"Label" "Value" "StdDev" "(Val-1.0)/Stddev" "CumNorm"
"SSB_Virgin" "SSB_Virgin" 11356.2 547.985 NA NA
"SSB_Initial" "SSB_Initial" 11356.2 547.985 NA NA
"SSB_1952" "SSB_1952" 11701.4 982.092 NA NA
"SSB_1953" "SSB_1953" 11801.4 974.361 NA NA
"SSB_1954" "SSB_1954" 10801 964.694 NA NA
"SSB_1955" "SSB_1955" 5512.82 1031.41 NA NA
"SSB_1956" "SSB_1956" 4587.24 897.929 NA NA
"SSB_1957" "SSB_1957" 4431.06 821.692 NA NA
"SSB_1958" "SSB_1958" 4406.08 793.581 NA NA
"SSB_1959" "SSB_1959" 3505.66 739.546 NA NA
"SSB_1960" "SSB_1960" 3293.27 708.392 NA NA
"SSB_1961" "SSB_1961" 3174.59 683.668 NA NA
"SSB_1962" "SSB_1962" 2264.02 610.735 NA NA
"SSB_1963" "SSB_1963" 1937.67 540.253 NA NA
"SSB_1964" "SSB_1964" 1588.61 482.942 NA NA
"SSB_1965" "SSB_1965" 1993.97 528.845 NA NA
"SSB_1966" "SSB_1966" 2039.59 560.475 NA NA
"SSB_1967" "SSB_1967" 1735.12 572.842 NA NA
"SSB_1968" "SSB_1968" 2175.11 602.965 NA NA
"SSB_1969" "SSB_1969" 2693.66 646.125 NA NA
"SSB_1970" "SSB_1970" 3113.69 676.188 NA NA
"SSB_1971" "SSB_1971" 2402.22 599.477 NA NA
"SSB_1972" "SSB_1972" 1731.83 485.314 NA NA
"SSB_1973" "SSB_1973" 1540.89 413.565 NA NA
"SSB_1974" "SSB_1974" 1481.49 402.456 NA NA
"SSB_1975" "SSB_1975" 1588.91 419.743 NA NA
"SSB_1976" "SSB_1976" 1791.97 429.481 NA NA
"SSB_1977" "SSB_1977" 1875.3 436.118 NA NA
"SSB_1978" "SSB_1978" 2345.58 449.722 NA NA
"SSB_1979" "SSB_1979" 2136.11 411.088 NA NA
"SSB_1980" "SSB_1980" 2028.85 404.256 NA NA
"SSB_1981" "SSB_1981" 2574.53 394.889 NA NA
"SSB_1982" "SSB_1982" 2183.94 356.105 NA NA
"SSB_1983" "SSB_1983" 1691.16 323.057 NA NA
"SSB_1984" "SSB_1984" 1829.2 326.807 NA NA
"SSB_1985" "SSB_1985" 1837.59 323.441 NA NA
"SSB_1986" "SSB_1986" 1662.44 309.595 NA NA
"SSB_1987" "SSB_1987" 1579.41 286.932 NA NA
"SSB_1988" "SSB_1988" 1457.29 305.053 NA NA
"SSB_1989" "SSB_1989" 1449.39 322.657 NA NA
"SSB_1990" "SSB_1990" 1349.13 301.037 NA NA
"SSB_1991" "SSB_1991" 1407.31 311.023 NA NA
"SSB_1992" "SSB_1992" 1538.52 337.016 NA NA
"SSB_1993" "SSB_1993" 1800.54 378.579 NA NA
"SSB_1994" "SSB_1994" 1958.51 418.525 NA NA
"SSB_1995" "SSB_1995" 1702.19 388.038 NA NA
"SSB_1996" "SSB_1996" 1800.97 359.514 NA NA
"SSB_1997" "SSB_1997" 1883.79 359.291 NA NA
"SSB_1998" "SSB_1998" 2152.77 383.279 NA NA
"SSB_1999" "SSB_1999" 2360.86 411.929 NA NA
"SSB_2000" "SSB_2000" 2217.54 431.191 NA NA
"SSB_2001" "SSB_2001" 2467.46 450.874 NA NA
"SSB_2002" "SSB_2002" 2561.21 414.051 NA NA
"SSB_2003" "SSB_2003" 2173.78 352.311 NA NA
"SSB_2004" "SSB_2004" 1715.96 304.036 NA NA
"SSB_2005" "SSB_2005" 1363.67 278.291 NA NA
"SSB_2006" "SSB_2006" 1384.72 284.432 NA NA
"SSB_2007" "SSB_2007" 1534.11 309.402 NA NA
"SSB_2008" "SSB_2008" 1589.84 330.983 NA NA
"SSB_2009" "SSB_2009" 1571.78 335.591 NA NA
"SSB_2010" "SSB_2010" 1681.67 322.097 NA NA
"SSB_2011" "SSB_2011" 1613.38 290.981 NA NA
"SSB_2012" "SSB_2012" 1315.77 251.995 NA NA
"SSB_2013" "SSB_2013" 1081.49 218.768 NA NA
"SSB_2014" "SSB_2014" 1157.45 203.137 NA NA
"SSB_2015" "SSB_2015" 995.067 184.802 NA NA
"SSB_2016" "SSB_2016" 890.626 181.166 NA NA
"SSB_2017" "SSB_2017" 920.482 189.356 NA NA
"SSB_2018" "SSB_2018" 1034.2 208.68 NA NA
"SSB_2019" "SSB_2019" 1020.13 212.969 NA NA
"SSB_2020" "SSB_2020" 940.679 217.23 NA NA
"SSB_2021" "SSB_2021" 898.109 246.563 NA NA
"SSB_2022" "SSB_2022" 1100.76 346.854 NA NA
"SSB_2023" "SSB_2023" 1605.51 540.488 NA NA
"Recr_Virgin" "Recr_Virgin" 160.237 4.18845 NA NA
"Recr_Initial" "Recr_Initial" 160.237 4.18845 NA NA
"Recr_1952" "Recr_1952" 183.584 37.4372 NA NA
"Recr_1953" "Recr_1953" 179.318 35.8713 NA NA
"Recr_1954" "Recr_1954" 171.873 33.9746 NA NA
"Recr_1955" "Recr_1955" 159.469 31.4807 NA NA
"Recr_1956" "Recr_1956" 158.121 31.337 NA NA
"Recr_1957" "Recr_1957" 161.596 32.1785 NA NA
"Recr_1958" "Recr_1958" 164.02 32.3856 NA NA
"Recr_1959" "Recr_1959" 155.942 30.9361 NA NA
"Recr_1960" "Recr_1960" 156.592 30.4559 NA NA
"Recr_1961" "Recr_1961" 150.022 28.5971 NA NA
"Recr_1962" "Recr_1962" 131.622 26.1637 NA NA
"Recr_1963" "Recr_1963" 126.036 25.3863 NA NA
"Recr_1964" "Recr_1964" 118.026 24.3917 NA NA
"Recr_1965" "Recr_1965" 123.607 24.6328 NA NA
"Recr_1966" "Recr_1966" 122.348 24.5408 NA NA
"Recr_1967" "Recr_1967" 118.068 24.614 NA NA
"Recr_1968" "Recr_1968" 128.438 24.6458 NA NA
"Recr_1969" "Recr_1969" 132.126 23.9745 NA NA
