id,factor,fleet,value
28-CAAL-noNZrec-ASPM,4,1,0.1
28-CAAL-noNZrec-ASPM,7,1,0.1
28-CAAL-noNZrec-ASPM,4,2,0.0833333
28-CAAL-noNZrec-ASPM,7,2,0.1
28-CAAL-noNZrec-ASPM,4,3,0.1
28-CAAL-noNZrec-ASPM,7,3,0.1
28-CAAL-noNZrec-ASPM,4,4,0.1
28-CAAL-noNZrec-ASPM,7,4,0.1
28-CAAL-noNZrec-ASPM,4,5,0.1
28-CAAL-noNZrec-ASPM,7,5,0.1
28-CAAL-noNZrec-ASPM,4,6,0.0555556
28-CAAL-noNZrec-ASPM,7,6,0.1
28-CAAL-noNZrec-ASPM,4,7,0.1
28-CAAL-noNZrec-ASPM,7,7,0.1
28-CAAL-noNZrec-ASPM,4,8,0.1
28-CAAL-noNZrec-ASPM,7,8,0.1
28-CAAL-noNZrec-ASPM,4,9,0.1
28-CAAL-noNZrec-ASPM,7,9,0.0833333
28-CAAL-noNZrec-ASPM,4,10,0.1
28-CAAL-noNZrec-ASPM,7,10,0.0434783
28-CAAL-noNZrec-ASPM,4,11,0.0625
28-CAAL-noNZrec-ASPM,7,11,0.1
28-CAAL-noNZrec-ASPM,4,12,0.0294118
28-CAAL-noNZrec-ASPM,7,12,0.1
28-CAAL-noNZrec-ASPM,4,13,0.1
28-CAAL-noNZrec-ASPM,7,13,0.1
28-CAAL-noNZrec-ASPM,4,14,0.1
28-CAAL-noNZrec-ASPM,7,14,0.1
28-CAAL-noNZrec-ASPM,4,15,0.0666667
28-CAAL-noNZrec-ASPM,7,15,0.0666667
28-CAAL-noNZrec-ASPM,1,16,0.190777
28-CAAL-noNZrec-ASPM,4,16,0.1
28-CAAL-noNZrec-ASPM,7,16,0.1
