id,Year,B.Bmsy,F.Fmsy
28-CAAL-noNZrec-ASPM,1952,4.46661,0.0133138
28-CAAL-noNZrec-ASPM,1953,4.44856,0.19544
28-CAAL-noNZrec-ASPM,1954,4.00384,1.6977
28-CAAL-noNZrec-ASPM,1955,1.66678,1.07913
28-CAAL-noNZrec-ASPM,1956,1.32649,0.859194
28-CAAL-noNZrec-ASPM,1957,1.31696,0.757969
28-CAAL-noNZrec-ASPM,1958,1.34464,1.34459
28-CAAL-noNZrec-ASPM,1959,1.02424,1.23899
28-CAAL-noNZrec-ASPM,1960,0.939374,1.36049
28-CAAL-noNZrec-ASPM,1961,0.878236,2.50427
28-CAAL-noNZrec-ASPM,1962,0.536834,2.65645
28-CAAL-noNZrec-ASPM,1963,0.416785,3.35445
28-CAAL-noNZrec-ASPM,1964,0.311708,1.82931
28-CAAL-noNZrec-ASPM,1965,0.433839,2.02674
28-CAAL-noNZrec-ASPM,1966,0.422383,3.02687
28-CAAL-noNZrec-ASPM,1967,0.299272,1.51342
28-CAAL-noNZrec-ASPM,1968,0.440364,1.05418
28-CAAL-noNZrec-ASPM,1969,0.602602,0.949643
28-CAAL-noNZrec-ASPM,1970,0.707486,2.18364
28-CAAL-noNZrec-ASPM,1971,0.484827,3.42539
28-CAAL-noNZrec-ASPM,1972,0.342868,3.60231
28-CAAL-noNZrec-ASPM,1973,0.347063,3.29391
28-CAAL-noNZrec-ASPM,1974,0.333581,3.04757
28-CAAL-noNZrec-ASPM,1975,0.337214,2.23643
28-CAAL-noNZrec-ASPM,1976,0.384777,2.03861
28-CAAL-noNZrec-ASPM,1977,0.425344,0.923127
28-CAAL-noNZrec-ASPM,1978,0.592542,1.58179
28-CAAL-noNZrec-ASPM,1979,0.52144,1.82266
28-CAAL-noNZrec-ASPM,1980,0.472925,1.22713
28-CAAL-noNZrec-ASPM,1981,0.645441,2.20935
28-CAAL-noNZrec-ASPM,1982,0.533373,2.93522
28-CAAL-noNZrec-ASPM,1983,0.418378,1.90224
28-CAAL-noNZrec-ASPM,1984,0.47588,1.90711
28-CAAL-noNZrec-ASPM,1985,0.474283,1.83045
28-CAAL-noNZrec-ASPM,1986,0.417929,1.69428
28-CAAL-noNZrec-ASPM,1987,0.413195,1.64031
28-CAAL-noNZrec-ASPM,1988,0.377974,2.23063
28-CAAL-noNZrec-ASPM,1989,0.364825,3.54009
28-CAAL-noNZrec-ASPM,1990,0.338625,2.41228
28-CAAL-noNZrec-ASPM,1991,0.359512,1.82666
28-CAAL-noNZrec-ASPM,1992,0.39492,1.30199
28-CAAL-noNZrec-ASPM,1993,0.465068,1.67229
28-CAAL-noNZrec-ASPM,1994,0.504614,2.73356
28-CAAL-noNZrec-ASPM,1995,0.433005,2.53975
28-CAAL-noNZrec-ASPM,1996,0.484364,2.09313
28-CAAL-noNZrec-ASPM,1997,0.507934,1.85195
28-CAAL-noNZrec-ASPM,1998,0.569832,2.58985
28-CAAL-noNZrec-ASPM,1999,0.618059,2.19013
28-CAAL-noNZrec-ASPM,2000,0.560981,1.78619
28-CAAL-noNZrec-ASPM,2001,0.629041,1.46186
28-CAAL-noNZrec-ASPM,2002,0.687323,1.50831
28-CAAL-noNZrec-ASPM,2003,0.591801,2.36552
28-CAAL-noNZrec-ASPM,2004,0.467168,2.36948
28-CAAL-noNZrec-ASPM,2005,0.360051,2.24694
28-CAAL-noNZrec-ASPM,2006,0.362203,1.87537
28-CAAL-noNZrec-ASPM,2007,0.403223,1.66514
28-CAAL-noNZrec-ASPM,2008,0.412058,1.95949
28-CAAL-noNZrec-ASPM,2009,0.397326,1.66757
28-CAAL-noNZrec-ASPM,2010,0.440599,1.66
28-CAAL-noNZrec-ASPM,2011,0.433447,2.048
28-CAAL-noNZrec-ASPM,2012,0.349836,2.31466
28-CAAL-noNZrec-ASPM,2013,0.284392,1.84984
28-CAAL-noNZrec-ASPM,2014,0.314938,2.19816
28-CAAL-noNZrec-ASPM,2015,0.263145,2.50191
28-CAAL-noNZrec-ASPM,2016,0.229759,2.38158
28-CAAL-noNZrec-ASPM,2017,0.237264,1.8597
28-CAAL-noNZrec-ASPM,2018,0.268488,2.04291
28-CAAL-noNZrec-ASPM,2019,0.263388,2.04979
28-CAAL-noNZrec-ASPM,2020,0.239808,2.03647
28-CAAL-noNZrec-ASPM,2021,0.215719,2.36356
28-CAAL-noNZrec-ASPM,2022,0.249428,1.62503
28-CAAL-noNZrec-ASPM,2023,0.359963,1.62503
