id,sex,age,m,len,len_sd,wt,mat,mat_fec,sr
24-CAAL-Richards,1,0,0.707867,82.3253,9.9314,4.22311,2.2718e-08,0,
24-CAAL-Richards,1,1,0.4718,130.239,10.3253,21.0666,0.000335433,0.0119116,
24-CAAL-Richards,1,2,0.4007,163.527,10.5989,47.1786,0.101202,6.33088,
24-CAAL-Richards,1,3,0.3766,185.086,10.7761,73.2638,0.6102,49.1397,
24-CAAL-Richards,1,4,0.3669,198.584,10.8871,94.12,0.891379,86.3144,
24-CAAL-Richards,1,5,0.3629,206.883,10.9553,108.895,0.96372,106.032,
24-CAAL-Richards,1,6,0.3612,211.935,10.9968,118.668,0.983174,117.257,
24-CAAL-Richards,1,7,0.3605,214.992,11.0219,124.881,0.989757,123.988,
24-CAAL-Richards,1,8,0.3602,216.836,11.0371,128.739,0.992483,128.068,
24-CAAL-Richards,1,9,0.36,217.945,11.0462,131.102,0.99378,130.539,
24-CAAL-Richards,1,10,0.36,218.927,11.0517,133.22,0.994756,132.738,
24-CAAL-Richards,1,0.25,0.64885,95.671,10.0411,7.12364,3.30652e-07,0,
24-CAAL-Richards,1,1.25,0.454025,139.865,10.4044,27.1086,0.00218228,0.0119116,
24-CAAL-Richards,1,2.25,0.394675,169.865,10.651,54.0004,0.205967,6.33088,
24-CAAL-Richards,1,3.25,0.374175,189.088,10.809,79.0565,0.714452,49.1397,
24-CAAL-Richards,1,4.25,0.3659,201.055,10.9074,98.3582,0.919792,86.3144,
24-CAAL-Richards,1,5.25,0.362475,208.392,10.9677,111.749,0.970946,106.032,
24-CAAL-Richards,1,6.25,0.361025,212.849,11.0043,120.502,0.985461,117.257,
24-CAAL-Richards,1,7.25,0.360425,215.544,11.0265,126.027,0.990656,123.988,
24-CAAL-Richards,1,8.25,0.36015,217.168,11.0398,129.443,0.992896,128.068,
24-CAAL-Richards,1,9.25,0.36,218.145,11.0479,131.531,0.993991,130.539,
24-CAAL-Richards,1,10.25,0.36,219.01,11.0517,133.398,0.994831,132.738,
24-CAAL-Richards,1,0.5,0.589834,108.141,10.1436,10.9424,4.03812e-06,0,
24-CAAL-Richards,1,1.5,0.43625,148.587,10.4761,33.5853,0.0106954,0.0119116,
24-CAAL-Richards,1,2.5,0.38865,175.531,10.6976,60.6784,0.340628,6.33088,
24-CAAL-Richards,1,3.5,0.37175,192.641,10.8382,84.4711,0.793494,49.1397,
24-CAAL-Richards,1,4.5,0.3649,203.242,10.9254,102.221,0.93969,86.3144,
24-CAAL-Richards,1,5.5,0.36205,209.723,10.9786,114.314,0.976245,106.032,
24-CAAL-Richards,1,6.5,0.36085,213.655,11.011,122.136,0.98724,117.257,
24-CAAL-Richards,1,7.5,0.36035,216.03,11.0305,127.043,0.991387,123.988,
24-CAAL-Richards,1,8.5,0.3601,217.461,11.0422,130.066,0.993242,128.068,
24-CAAL-Richards,1,9.5,0.36,218.321,11.0493,131.91,0.99417,130.539,
24-CAAL-Richards,1,10.5,0.36,219.082,11.0517,133.555,0.994897,132.738,
24-CAAL-Richards,1,0.75,0.530817,119.669,10.2384,15.6275,4.07601e-05,0,
24-CAAL-Richards,1,1.75,0.418475,156.455,10.5408,40.3276,0.0382904,0.0119116,
24-CAAL-Richards,1,2.75,0.382625,180.585,10.7391,67.1221,0.482137,6.33088,
24-CAAL-Richards,1,3.75,0.369325,195.792,10.8641,89.4931,0.850816,49.1397,
24-CAAL-Richards,1,4.75,0.3639,205.175,10.9412,105.726,0.95372,86.3144,
24-CAAL-Richards,1,5.75,0.361625,210.898,10.9883,116.613,0.980191,106.032,
24-CAAL-Richards,1,6.75,0.360675,214.366,11.0168,123.589,0.988641,117.257,
24-CAAL-Richards,1,7.75,0.360275,216.458,11.034,127.942,0.991987,123.988,
24-CAAL-Richards,1,8.75,0.36005,217.718,11.0444,130.616,0.993533,128.068,
24-CAAL-Richards,1,9.75,0.36,218.476,11.0506,132.243,0.994324,130.539,
24-CAAL-Richards,1,10.75,0.36,219.146,11.0517,133.694,0.994954,132.738,
