id,factor,fleet,value
24-CAAL-Richards,4,1,0.1
24-CAAL-Richards,7,1,0.1
24-CAAL-Richards,4,2,0.0833333
24-CAAL-Richards,7,2,0.1
24-CAAL-Richards,4,3,0.1
24-CAAL-Richards,7,3,0.1
24-CAAL-Richards,4,4,0.1
24-CAAL-Richards,7,4,0.1
24-CAAL-Richards,4,5,0.1
24-CAAL-Richards,7,5,0.1
24-CAAL-Richards,4,6,0.0555556
24-CAAL-Richards,7,6,0.1
24-CAAL-Richards,4,7,0.1
24-CAAL-Richards,7,7,0.1
24-CAAL-Richards,4,8,0.1
24-CAAL-Richards,7,8,0.1
24-CAAL-Richards,4,9,0.1
24-CAAL-Richards,7,9,0.0833333
24-CAAL-Richards,4,10,0.1
24-CAAL-Richards,7,10,0.0434783
24-CAAL-Richards,4,11,0.0625
24-CAAL-Richards,7,11,0.1
24-CAAL-Richards,4,12,0.0294118
24-CAAL-Richards,7,12,0.1
24-CAAL-Richards,4,13,0.1
24-CAAL-Richards,7,13,0.1
24-CAAL-Richards,4,14,0.1
24-CAAL-Richards,7,14,0.1
24-CAAL-Richards,4,15,0.0666667
24-CAAL-Richards,7,15,0.0666667
24-CAAL-Richards,4,16,0.1
24-CAAL-Richards,7,16,0.1
